magnitudes	Swill6_5
NODE_B244_length_1096_cov_3.206084_S18	1431
NODE_B247_length_1090_cov_11.262586_S18	3517
NODE_B248_length_1088_cov_4.349159_S18	970
NODE_B255_length_1079_cov_5.210579_S18	2321
NODE_A1156_length_1074_cov_39.450351_S18	969
NODE_B261_length_1070_cov_5.159114_S18	676
NODE_A1192_length_1062_cov_26.088325_S18	677
NODE_A1273_length_1048_cov_21.435633_S18	655
NODE_B270_length_1045_cov_19.456612_S18	6015
NODE_B272_length_1042_cov_13.409326_S18	5110
NODE_B275_length_1038_cov_4.937565_S18	739
NODE_A1334_length_1035_cov_17.223382_S18	788
NODE_A1362_length_1027_cov_26.742105_S18	1034
NODE_A1404_length_1018_cov_52.291180_S18	676
NODE_A1405_length_1018_cov_32.010627_S18	726
NODE_A1426_length_1014_cov_24.545358_S18	607
NODE_A1441_length_1011_cov_18.749465_S18	662
NODE_A1447_length_1009_cov_24.833691_S18	639
NODE_A1449_length_1009_cov_6.828326_S18	1163
NODE_A1487_length_1002_cov_32.868108_S18	719
NODE_A1499_length_1000_cov_5.308776_S18	898
NODE_A1513_length_996_cov_28.537541_S18	758
NODE_B312_length_993_cov_4.298035_S18	1189
NODE_A1555_length_988_cov_22.552141_S18	988
NODE_A1580_length_985_cov_38.418502_S18	606
NODE_A1608_length_981_cov_23.521018_S18	759
NODE_A1647_length_974_cov_13.053512_S18	635
NODE_A1659_length_972_cov_27.388827_S18	618
NODE_A1671_length_971_cov_8.742729_S18	725
NODE_A1674_length_971_cov_4.630872_S18	755
NODE_A1707_length_965_cov_111.654279_S18	2958
NODE_A1713_length_964_cov_18.709132_S18	721
NODE_B344_length_964_cov_3.140924_S18	595
NODE_B349_length_958_cov_2.950057_S18	953
NODE_A1789_length_954_cov_29.710376_S18	694
NODE_B364_length_940_cov_7.821553_S18	1227
NODE_B372_length_935_cov_4.319347_S18	1032
NODE_A1940_length_934_cov_78.455076_S18	1276
NODE_A1943_length_934_cov_19.126021_S18	2099
NODE_A1944_length_934_cov_11.254376_S18	655
NODE_A1945_length_934_cov_9.913652_S18	701
NODE_A1952_length_933_cov_29.703271_S18	799
NODE_A1973_length_930_cov_20.037515_S18	602
NODE_A1997_length_927_cov_14.158824_S18	705
NODE_A2030_length_923_cov_29.054374_S18	639
NODE_B384_length_923_cov_5.239953_S18	1810
NODE_A2036_length_922_cov_53.546746_S18	1130
NODE_A2096_length_917_cov_15.329762_S18	841
NODE_B392_length_916_cov_22.436234_S18	4318
NODE_A2215_length_902_cov_51.313939_S18	932
NODE_A2234_length_900_cov_17.066829_S18	745
NODE_A2299_length_893_cov_124.713235_S18	2680
NODE_A2326_length_891_cov_6.558968_S18	854
NODE_A2362_length_886_cov_28.124845_S18	546
NODE_B428_length_886_cov_14.426452_S18	2588
NODE_A2402_length_883_cov_36.059553_S18	695
NODE_A2404_length_883_cov_26.022333_S18	885
NODE_B434_length_880_cov_21.549191_S18	4558
NODE_A2445_length_878_cov_20.736579_S18	712
NODE_A2473_length_875_cov_10.827068_S18	1097
NODE_A2502_length_873_cov_16.146985_S18	668
NODE_A2573_length_866_cov_72.365019_S18	1689
NODE_A2574_length_866_cov_31.883397_S18	725
NODE_A2624_length_863_cov_42.980916_S18	1228
NODE_A2626_length_863_cov_12.059796_S18	543
NODE_C45_length_863_cov_2.338422_S18	938
NODE_A2715_length_855_cov_14.705656_S18	572
NODE_A2758_length_852_cov_36.394839_S18	883
NODE_A2786_length_850_cov_84.182406_S18	1624
NODE_B471_length_849_cov_3.266839_S18	477
NODE_B473_length_848_cov_3.645914_S18	1110
NODE_A2834_length_847_cov_30.409091_S18	535
NODE_B475_length_847_cov_2.998701_S18	511
NODE_B478_length_846_cov_2.009103_S18	1021
NODE_A2885_length_844_cov_44.923077_S18	832
NODE_A2886_length_844_cov_26.100391_S18	602
NODE_A2968_length_839_cov_38.447507_S18	703
NODE_A2969_length_839_cov_27.648294_S18	664
NODE_A2990_length_838_cov_23.650460_S18	603
NODE_A3153_length_826_cov_14.301736_S18	850
NODE_B518_length_824_cov_3.025435_S18	775
NODE_B520_length_823_cov_4.454424_S18	980
NODE_A3216_length_822_cov_28.814765_S18	706
NODE_A3290_length_817_cov_30.272973_S18	537
NODE_B530_length_817_cov_5.404054_S18	723
NODE_A3365_length_813_cov_21.161685_S18	512
NODE_A3416_length_809_cov_42.409836_S18	728
NODE_A3425_length_809_cov_7.076503_S18	1032
NODE_A3527_length_802_cov_68.575172_S18	1528
NODE_A3528_length_802_cov_46.206897_S18	677
NODE_B551_length_801_cov_2.158840_S18	826
NODE_A3594_length_799_cov_10.029086_S18	507
NODE_A3633_length_796_cov_22.178025_S18	613
NODE_A3637_length_796_cov_9.927677_S18	490
NODE_B570_length_791_cov_7.004202_S18	1044
NODE_A3745_length_790_cov_38.907433_S18	1046
NODE_B575_length_789_cov_17.546348_S18	8420
NODE_A3781_length_788_cov_34.281294_S18	552
NODE_A3863_length_783_cov_41.337110_S18	711
NODE_A3864_length_783_cov_36.189802_S18	576
NODE_B589_length_783_cov_6.352691_S18	2888
NODE_B592_length_782_cov_3.558865_S18	567
NODE_B593_length_782_cov_2.652482_S18	873
NODE_A3905_length_781_cov_23.803977_S18	751
NODE_C55_length_780_cov_1.456615_S18	4117
NODE_B599_length_779_cov_9.766382_S18	738
NODE_B605_length_777_cov_3.114286_S18	692
NODE_A4058_length_774_cov_60.615495_S18	901
NODE_A4106_length_771_cov_33.387608_S18	544
NODE_A4166_length_768_cov_102.120116_S18	1832
NODE_A4187_length_767_cov_136.066667_S18	2041
NODE_B622_length_767_cov_3.828986_S18	523
NODE_A4228_length_765_cov_43.962209_S18	1123
NODE_B625_length_765_cov_3.515988_S18	930
NODE_A4275_length_763_cov_12.826531_S18	562
NODE_B639_length_761_cov_4.725146_S18	1180
NODE_A4339_length_760_cov_26.825769_S18	465
NODE_A4413_length_757_cov_14.502941_S18	855
NODE_B650_length_757_cov_2.738235_S18	605
NODE_B652_length_756_cov_5.920471_S18	1503
NODE_A4481_length_754_cov_128.881832_S18	3169
NODE_A4543_length_751_cov_118.335312_S18	965
NODE_A4569_length_750_cov_7.806835_S18	706
NODE_B670_length_750_cov_2.947994_S18	709
NODE_A4635_length_747_cov_41.991045_S18	706
NODE_A4657_length_746_cov_31.118087_S18	494
NODE_A4701_length_744_cov_127.604198_S18	1020
NODE_A4732_length_743_cov_19.175676_S18	657
NODE_A4741_length_743_cov_6.031532_S18	492
NODE_A4745_length_743_cov_5.740240_S18	586
NODE_B683_length_743_cov_14.340841_S18	1879
NODE_A4881_length_737_cov_264.828788_S18	6429
NODE_A4907_length_736_cov_15.587253_S18	889
NODE_A4981_length_733_cov_11.692073_S18	867
NODE_A5006_length_732_cov_13.216794_S18	573
NODE_A5102_length_728_cov_8.377880_S18	543
NODE_B714_length_728_cov_10.603687_S18	913
NODE_A5138_length_727_cov_5.950769_S18	503
NODE_C61_length_726_cov_2.744222_S18	1905
NODE_A5163_length_725_cov_22.754630_S18	471
NODE_B724_length_725_cov_2.387346_S18	539
NODE_A5251_length_721_cov_17.947205_S18	570
NODE_A5378_length_717_cov_4.898437_S18	552
NODE_B747_length_715_cov_2.435737_S18	988
NODE_A5486_length_713_cov_18.402516_S18	1038
NODE_B755_length_712_cov_3.251969_S18	568
NODE_A5578_length_710_cov_4.113744_S18	601
NODE_A5603_length_709_cov_8.481013_S18	561
NODE_A5636_length_708_cov_23.421553_S18	628
NODE_A5667_length_707_cov_20.828571_S18	1190
NODE_A5695_length_706_cov_62.365660_S18	967
NODE_A5714_length_706_cov_4.338633_S18	451
NODE_A5728_length_705_cov_46.528662_S18	805
NODE_A5764_length_704_cov_33.118022_S18	674
NODE_A5957_length_699_cov_4.249196_S18	773
NODE_A6038_length_696_cov_71.292407_S18	936
NODE_A6040_length_696_cov_17.804523_S18	478
NODE_A6067_length_695_cov_11.961165_S18	660
NODE_B803_length_695_cov_2.933657_S18	672
NODE_B816_length_691_cov_5.322476_S18	705
NODE_A6252_length_689_cov_26.527778_S18	1241
NODE_A6285_length_688_cov_9.944354_S18	718
NODE_A6339_length_686_cov_49.133005_S18	645
NODE_B829_length_686_cov_10.745484_S18	1648
NODE_A6385_length_685_cov_23.907895_S18	722
NODE_B836_length_685_cov_2.019737_S18	494
NODE_B848_length_681_cov_2.963576_S18	861
NODE_B849_length_680_cov_4.205638_S18	1170
NODE_B853_length_679_cov_3.102990_S18	686
NODE_A6613_length_678_cov_213.677205_S18	2961
NODE_B861_length_675_cov_2.185619_S18	629
NODE_A6749_length_674_cov_55.711893_S18	538
NODE_B873_length_671_cov_8.323232_S18	1036
NODE_B874_length_671_cov_5.801347_S18	1114
NODE_A6926_length_670_cov_7.165261_S18	419
NODE_A6957_length_669_cov_37.336149_S18	802
NODE_A7104_length_666_cov_4.991511_S18	1195
NODE_B890_length_666_cov_1.981324_S18	689
NODE_A7165_length_664_cov_68.971039_S18	814
NODE_A7198_length_663_cov_11.735495_S18	387
NODE_A7352_length_659_cov_24.522337_S18	471
NODE_A7356_length_659_cov_9.285223_S18	459
NODE_A7409_length_658_cov_7.025818_S18	479
NODE_A7435_length_657_cov_74.412069_S18	586
NODE_B922_length_657_cov_2.896552_S18	471
NODE_B931_length_656_cov_3.946459_S18	1006
NODE_B935_length_655_cov_4.508651_S18	723
NODE_A7559_length_654_cov_20.358752_S18	552
NODE_A7591_length_653_cov_402.710069_S18	53050
NODE_A7592_length_653_cov_25.727431_S18	810
NODE_A7606_length_653_cov_6.230903_S18	580
NODE_A7722_length_650_cov_9.539267_S18	551
NODE_A7783_length_649_cov_6.094406_S18	467
NODE_B955_length_649_cov_10.117133_S18	873
NODE_B958_length_649_cov_2.295455_S18	412
NODE_A7818_length_648_cov_26.220665_S18	402
NODE_A7949_length_645_cov_14.603873_S18	608
NODE_A8139_length_641_cov_12.437943_S18	525
NODE_A8158_length_641_cov_5.138298_S18	491
NODE_A8233_length_639_cov_9.014235_S18	1102
NODE_A8248_length_639_cov_4.483986_S18	516
NODE_A8263_length_638_cov_17.702317_S18	2223
NODE_A8266_length_638_cov_10.484848_S18	1255
NODE_A8307_length_637_cov_27.414286_S18	439
NODE_A8311_length_637_cov_15.150000_S18	410
NODE_A8355_length_636_cov_14.985689_S18	433
NODE_A8357_length_636_cov_12.441860_S18	452
NODE_B1009_length_635_cov_4.166667_S18	467
NODE_B1010_length_635_cov_3.569892_S18	415
NODE_A8449_length_634_cov_37.849192_S18	658
NODE_A8453_length_634_cov_11.960503_S18	408
NODE_A8479_length_634_cov_4.840215_S18	571
NODE_B1014_length_634_cov_12.411131_S18	1209
NODE_A8502_length_633_cov_21.460432_S18	428
NODE_B1019_length_633_cov_4.088129_S18	738
NODE_A8560_length_632_cov_7.708108_S18	486
NODE_A8644_length_630_cov_33.021700_S18	1060
NODE_A8645_length_630_cov_27.484629_S18	522
NODE_A8741_length_628_cov_55.526316_S18	587
NODE_A8744_length_628_cov_14.270417_S18	445
NODE_B1056_length_626_cov_4.750455_S18	526
NODE_A8870_length_625_cov_9.806569_S18	493
NODE_C78_length_625_cov_6.527372_S18	15974
NODE_A8917_length_624_cov_17.780622_S18	816
NODE_A9209_length_618_cov_12.935305_S18	562
NODE_A9297_length_616_cov_11.814471_S18	505
NODE_A9361_length_615_cov_10.912639_S18	629
NODE_B1103_length_615_cov_7.163569_S18	1352
NODE_A9401_length_614_cov_15.510242_S18	523
NODE_B1122_length_612_cov_2.256075_S18	594
NODE_A9696_length_609_cov_7.204887_S18	431
NODE_B1137_length_609_cov_6.787594_S18	920
NODE_A9746_length_608_cov_9.824859_S18	860
NODE_A9750_length_608_cov_8.887006_S18	470
NODE_B1144_length_608_cov_4.977401_S18	724
NODE_A9952_length_605_cov_6.037879_S18	1041
NODE_A10162_length_601_cov_6.786260_S18	787
NODE_A10192_length_600_cov_28.814532_S18	343
NODE_A10220_length_600_cov_4.434034_S18	735
NODE_A10253_length_599_cov_40.241379_S18	450
NODE_A10266_length_599_cov_8.011494_S18	402
NODE_A10307_length_599_cov_3.379310_S18	487
NODE_A10320_length_598_cov_35.458733_S18	799
NODE_A10321_length_598_cov_23.905950_S18	555
NODE_A10327_length_598_cov_9.825336_S18	373
NODE_A10361_length_597_cov_37.159615_S18	1425
NODE_A10486_length_595_cov_18.606178_S18	852
NODE_A10488_length_595_cov_16.507722_S18	404
NODE_A10515_length_595_cov_5.897683_S18	567
NODE_B1217_length_595_cov_15.507722_S18	2024
NODE_A10583_length_594_cov_4.640232_S18	728
NODE_B1228_length_594_cov_1.398453_S18	448
NODE_A10619_length_593_cov_7.802326_S18	503
NODE_C93_length_591_cov_0.976654_S18	416
NODE_A10824_length_589_cov_70.248047_S18	3255
NODE_A10900_length_588_cov_7.555773_S18	369
NODE_B1262_length_588_cov_5.422701_S18	477
NODE_A10970_length_587_cov_6.150980_S18	1277
NODE_A11022_length_586_cov_9.320236_S18	526
NODE_A11062_length_585_cov_64.923228_S18	686
NODE_B1281_length_585_cov_6.177165_S18	1612
NODE_A11128_length_584_cov_20.047337_S18	412
NODE_A11150_length_584_cov_6.583826_S18	421
NODE_A11173_length_584_cov_3.810651_S18	617
NODE_A11194_length_583_cov_38.626482_S18	1896
NODE_A11195_length_583_cov_22.383399_S18	337
NODE_A11263_length_582_cov_27.946535_S18	377
NODE_A11264_length_582_cov_21.201980_S18	384
NODE_A11343_length_581_cov_24.015873_S18	671
NODE_A11345_length_581_cov_16.805556_S18	464
NODE_A11425_length_580_cov_15.882704_S18	1080
NODE_A11495_length_579_cov_21.191235_S18	920
NODE_A11506_length_579_cov_7.633466_S18	430
NODE_A11613_length_577_cov_170.294000_S18	2116
NODE_A11621_length_577_cov_11.902000_S18	778
NODE_A11657_length_577_cov_4.696000_S18	506
NODE_A11688_length_576_cov_12.985972_S18	496
NODE_A11695_length_576_cov_7.821643_S18	459
NODE_A11754_length_575_cov_60.226908_S18	687
NODE_A11755_length_575_cov_28.367470_S18	544
NODE_A11758_length_575_cov_14.921687_S18	403
NODE_A11762_length_575_cov_9.417671_S18	525
NODE_A11767_length_575_cov_8.080321_S18	1068
NODE_A11989_length_572_cov_22.951515_S18	359
NODE_B1370_length_572_cov_2.907071_S18	797
NODE_A12073_length_571_cov_13.805668_S18	407
NODE_A12132_length_570_cov_19.348884_S18	369
NODE_A12192_length_569_cov_17.000000_S18	411
NODE_A12212_length_569_cov_6.609756_S18	667
NODE_A12333_length_567_cov_37.332653_S18	1241
NODE_B1397_length_567_cov_3.116327_S18	733
NODE_A12410_length_566_cov_25.576687_S18	339
NODE_A12412_length_566_cov_13.302658_S18	388
NODE_A12464_length_565_cov_22.286885_S18	512
NODE_A12537_length_564_cov_23.476386_S18	782
NODE_A12538_length_564_cov_20.149897_S18	889
NODE_A12556_length_564_cov_6.429158_S18	482
NODE_A12567_length_564_cov_5.515400_S18	413
NODE_A12613_length_563_cov_29.331276_S18	408
NODE_A12690_length_562_cov_29.028866_S18	346
NODE_A12768_length_561_cov_49.274793_S18	365
NODE_A12770_length_561_cov_26.551653_S18	480
NODE_A12944_length_559_cov_8.643154_S18	581
NODE_B1461_length_559_cov_3.512448_S18	501
NODE_A13021_length_558_cov_37.195426_S18	407
NODE_A13086_length_557_cov_186.177083_S18	64498
NODE_A13218_length_556_cov_3.300626_S18	757
NODE_A13242_length_555_cov_91.709205_S18	5446
NODE_A13243_length_555_cov_49.500000_S18	810
NODE_A13328_length_554_cov_6.473795_S18	361
NODE_A13653_length_550_cov_4.270613_S18	593
NODE_A13689_length_549_cov_41.684322_S18	689
NODE_B1534_length_549_cov_1.042373_S18	519
NODE_A13852_length_547_cov_39.776596_S18	563
NODE_A13891_length_547_cov_4.382979_S18	3027
NODE_C116_length_546_cov_21.087420_S18	19386
NODE_A14020_length_545_cov_20.959402_S18	707
NODE_A14107_length_544_cov_39.222698_S18	414
NODE_A14160_length_544_cov_3.764454_S18	384
NODE_A14204_length_543_cov_12.929185_S18	420
NODE_A14331_length_542_cov_2.516129_S18	6944
NODE_A14420_length_540_cov_22.859611_S18	825
NODE_A14425_length_540_cov_12.544276_S18	591
NODE_A14773_length_536_cov_34.198257_S18	356
NODE_A14806_length_536_cov_5.653595_S18	3954
NODE_B1635_length_536_cov_3.936819_S18	394
NODE_A14942_length_534_cov_15.886214_S18	1110
NODE_A14955_length_534_cov_8.118162_S18	519
NODE_B1662_length_534_cov_2.735230_S18	600
NODE_A15063_length_533_cov_6.149123_S18	394
NODE_A15077_length_533_cov_4.903509_S18	339
NODE_A15125_length_532_cov_97.345055_S18	1682
NODE_A15126_length_532_cov_14.694505_S18	508
NODE_A15135_length_532_cov_9.087912_S18	552
NODE_A15200_length_531_cov_25.129956_S18	340
NODE_A15464_length_528_cov_6.272727_S18	566
NODE_C128_length_528_cov_0.514412_S18	374
NODE_A15601_length_527_cov_3.502222_S18	434
NODE_B1720_length_527_cov_3.037778_S18	915
NODE_B1731_length_526_cov_5.204900_S18	1234
NODE_B1739_length_525_cov_6.575893_S18	1013
NODE_A15839_length_524_cov_16.277405_S18	571
NODE_A15875_length_524_cov_5.507830_S18	384
NODE_B1755_length_524_cov_1.527964_S18	399
NODE_B1762_length_523_cov_4.674888_S18	533
NODE_B1763_length_523_cov_3.239910_S18	388
NODE_C131_length_523_cov_1.428251_S18	1123
NODE_A16176_length_521_cov_4.040541_S18	530
NODE_A16220_length_520_cov_14.699774_S18	434
NODE_B1800_length_520_cov_2.130926_S18	371
NODE_B1810_length_519_cov_2.149321_S18	467
NODE_B1816_length_518_cov_22.462585_S18	8892
NODE_B1829_length_517_cov_6.734091_S18	701
NODE_A16560_length_516_cov_20.164009_S18	566
NODE_A16561_length_516_cov_13.813212_S18	834
NODE_A16563_length_516_cov_12.899772_S18	350
NODE_A16567_length_516_cov_9.569476_S18	680
NODE_A16648_length_515_cov_16.472603_S18	690
NODE_A16678_length_515_cov_5.618721_S18	396
NODE_A16767_length_514_cov_4.668192_S18	396
NODE_A16792_length_514_cov_3.123570_S18	410
NODE_B1860_length_514_cov_3.098398_S18	344
NODE_A16813_length_513_cov_29.862385_S18	415
NODE_B1877_length_513_cov_3.919725_S18	710
NODE_B1904_length_512_cov_1.234483_S18	464
NODE_C140_length_511_cov_2.172811_S18	1281
NODE_A17338_length_508_cov_9.953596_S18	450
NODE_A17340_length_508_cov_9.781903_S18	500
NODE_A17455_length_507_cov_12.360465_S18	418
NODE_A17461_length_507_cov_9.409302_S18	323
NODE_A17478_length_507_cov_6.820930_S18	443
NODE_A17580_length_506_cov_33.121212_S18	413
NODE_B1971_length_506_cov_2.606061_S18	713
NODE_A17685_length_505_cov_28.782710_S18	330
NODE_B1987_length_505_cov_1.810748_S18	374
NODE_A17795_length_504_cov_38.543326_S18	474
NODE_A17796_length_504_cov_21.552693_S18	391
NODE_A17798_length_504_cov_16.262295_S18	352
NODE_B2000_length_504_cov_4.163934_S18	401
NODE_A17925_length_503_cov_6.197183_S18	808
NODE_B2009_length_503_cov_2.894366_S18	489
NODE_C149_length_503_cov_2.319249_S18	1088
NODE_B2021_length_502_cov_1.555294_S18	749
NODE_A18117_length_501_cov_18.561321_S18	3114
NODE_A18125_length_501_cov_8.952830_S18	367
NODE_B2025_length_501_cov_3.346698_S18	288
NODE_A40_length_3016_cov_16.349779_S23	28997
NODE_A116_length_1470_cov_12.150036_S23	17218
NODE_B155_length_585_cov_2.919291_S23	4811
NODE_A33_length_2458_cov_14.196136_S24	19194
NODE_A2494_length_562_cov_50.321649_S28	1167
NODE_A1666_length_532_cov_3.848352_S34	3012
NODE_A115_length_1885_cov_270.537058_S36	3018
NODE_A126_length_1333_cov_132.488057_S46	1282
NODE_A1_length_20521_cov_1650.965613_S5	401659
NODE_A3_length_7822_cov_60.232408_S5	28380
NODE_B3_length_6611_cov_16.753290_S5	62845
NODE_A7_length_5932_cov_833.977284_S5	32113
NODE_A8_length_5627_cov_14.836577_S5	3986
NODE_B8_length_4522_cov_10.358155_S5	27871
NODE_A12_length_4373_cov_11.692505_S5	3049
NODE_B9_length_4356_cov_57.600841_S5	28027
NODE_A13_length_4301_cov_55.082386_S5	8560
NODE_C6_length_4216_cov_23.041073_S5	128293
NODE_A14_length_4175_cov_24.341142_S5	5048
NODE_A15_length_4022_cov_11.798226_S5	2801
NODE_A18_length_3952_cov_33.453677_S5	8291
NODE_A25_length_3386_cov_26.209731_S5	3803
NODE_B12_length_3318_cov_8.677569_S5	14052
NODE_A28_length_3210_cov_24.189595_S5	4224
NODE_A29_length_3201_cov_80.108835_S5	10565
NODE_A32_length_3080_cov_20.993007_S5	2012
NODE_A34_length_3017_cov_15.486054_S5	3835
NODE_A35_length_3011_cov_11.368780_S5	1873
NODE_A36_length_2990_cov_12.981462_S5	2582
NODE_C11_length_2493_cov_9.776904_S5	23813
NODE_A61_length_2465_cov_25.296901_S5	2170
NODE_A63_length_2432_cov_22.061146_S5	1979
NODE_A67_length_2418_cov_11.863733_S5	1516
NODE_A76_length_2317_cov_21.388393_S5	3576
NODE_A83_length_2270_cov_13.921569_S5	1792
NODE_A91_length_2227_cov_23.655814_S5	2154
NODE_A94_length_2201_cov_13.379944_S5	1357
NODE_B19_length_2155_cov_4.276708_S5	4092
NODE_A100_length_2141_cov_22.863372_S5	1409
NODE_A112_length_2082_cov_12.334663_S5	2167
NODE_B21_length_2049_cov_3.766734_S5	2979
NODE_B22_length_1977_cov_4.451579_S5	2487
NODE_A150_length_1840_cov_11.134997_S5	1479
NODE_B24_length_1805_cov_3.418403_S5	2201
NODE_A178_length_1761_cov_11.180523_S5	1898
NODE_A189_length_1734_cov_9.975256_S5	1710
NODE_A192_length_1727_cov_20.255758_S5	1347
NODE_A223_length_1664_cov_16.189666_S5	1347
NODE_A224_length_1664_cov_15.943289_S5	2713
NODE_B32_length_1657_cov_4.479114_S5	2049
NODE_A234_length_1639_cov_42.420615_S5	3777
NODE_A235_length_1638_cov_10.620115_S5	1170
NODE_A254_length_1593_cov_24.015831_S5	1669
NODE_A262_length_1581_cov_30.921543_S5	4312
NODE_A290_length_1544_cov_43.407635_S5	2179
NODE_A327_length_1493_cov_62.398305_S5	1721
NODE_A397_length_1413_cov_15.975299_S5	993
NODE_A415_length_1392_cov_41.767300_S5	2569
NODE_A422_length_1389_cov_16.391768_S5	3461
NODE_B46_length_1383_cov_5.910413_S5	1609
NODE_A436_length_1378_cov_7.784781_S5	2467
NODE_B51_length_1340_cov_3.231196_S5	1819
NODE_A514_length_1328_cov_87.737810_S5	2968
NODE_A529_length_1309_cov_12.607955_S5	1006
NODE_A559_length_1289_cov_13.311056_S5	1151
NODE_A574_length_1280_cov_13.400665_S5	1342
NODE_A639_length_1245_cov_8.026541_S5	835
NODE_A644_length_1242_cov_9.141631_S5	944
NODE_A655_length_1234_cov_29.921348_S5	3019
NODE_A663_length_1229_cov_20.473090_S5	2388
NODE_B58_length_1228_cov_3.569939_S5	1090
NODE_A749_length_1189_cov_46.941547_S5	2137
NODE_A759_length_1186_cov_11.788999_S5	1056
NODE_A798_length_1167_cov_31.868807_S5	1627
NODE_A808_length_1164_cov_7.070837_S5	1451
NODE_A897_length_1130_cov_11.456790_S5	885
NODE_A970_length_1104_cov_11.109056_S5	710
NODE_A1103_length_1066_cov_6.082912_S5	649
NODE_A1125_length_1059_cov_15.967413_S5	1088
NODE_A1138_length_1055_cov_18.200409_S5	835
NODE_A1155_length_1051_cov_18.102669_S5	845
NODE_A1173_length_1047_cov_5.319588_S5	884
NODE_A1231_length_1034_cov_27.673981_S5	947
NODE_A1247_length_1030_cov_29.050367_S5	1011
NODE_A1286_length_1022_cov_8.469841_S5	642
NODE_A1290_length_1022_cov_5.673016_S5	733
NODE_A1298_length_1020_cov_7.252386_S5	767
NODE_B99_length_1017_cov_8.837234_S5	3215
NODE_A1452_length_995_cov_25.178649_S5	777
NODE_A1465_length_993_cov_55.401747_S5	3267
NODE_A1472_length_992_cov_18.613115_S5	902
NODE_A1483_length_988_cov_12.641054_S5	1054
NODE_A1527_length_980_cov_13.466224_S5	1675
NODE_A1533_length_979_cov_4.791574_S5	911
NODE_A1534_length_979_cov_4.778271_S5	901
NODE_A1551_length_976_cov_480.947720_S5	8562
NODE_A1565_length_973_cov_20.123884_S5	1536
NODE_A1574_length_971_cov_7.692394_S5	854
NODE_B121_length_971_cov_8.225951_S5	2900
NODE_B124_length_966_cov_1.023622_S5	1104
NODE_B125_length_965_cov_2.771396_S5	1485
NODE_A1617_length_961_cov_12.128959_S5	775
NODE_A1655_length_954_cov_11.104903_S5	625
NODE_A1672_length_952_cov_6.904000_S5	788
NODE_A1678_length_951_cov_25.018307_S5	1368
NODE_A1685_length_950_cov_10.508591_S5	907
NODE_A1801_length_929_cov_9.010563_S5	602
NODE_A1805_length_929_cov_5.132629_S5	679
NODE_A1891_length_913_cov_5.849282_S5	685
NODE_A1917_length_910_cov_14.202881_S5	617
NODE_A1978_length_902_cov_10.699394_S5	628
NODE_A2133_length_882_cov_7.203727_S5	1284
NODE_C30_length_873_cov_1.396985_S5	1277
NODE_A2231_length_871_cov_13.585642_S5	1224
NODE_A2305_length_864_cov_8.613723_S5	1373
NODE_A2322_length_863_cov_3.245547_S5	651
NODE_B183_length_863_cov_82.743003_S5	29946
NODE_A2436_length_850_cov_2.694696_S5	803
NODE_A2441_length_849_cov_18.646373_S5	1396
NODE_A2466_length_847_cov_28.135065_S5	647
NODE_A2662_length_826_cov_10.108144_S5	585
NODE_A2721_length_820_cov_15.551817_S5	1212
NODE_A2753_length_817_cov_15.385135_S5	1125
NODE_A2777_length_815_cov_5.626016_S5	694
NODE_A2832_length_810_cov_7.697135_S5	520
NODE_A2945_length_799_cov_14.497230_S5	4656
NODE_A2946_length_799_cov_11.371191_S5	607
NODE_A3044_length_791_cov_7.977591_S5	565
NODE_A3089_length_788_cov_3.202532_S5	604
NODE_B256_length_784_cov_3.867044_S5	996
NODE_A3186_length_780_cov_4.281650_S5	970
NODE_A3196_length_779_cov_14.636752_S5	509
NODE_A3264_length_774_cov_7.398852_S5	513
NODE_A3267_length_774_cov_4.011478_S5	604
NODE_B267_length_774_cov_3.292683_S5	1366
NODE_A3342_length_769_cov_4.731214_S5	551
NODE_A3374_length_766_cov_5.915820_S5	1268
NODE_A3414_length_763_cov_10.877551_S5	1254
NODE_A3486_length_759_cov_3.912023_S5	540
NODE_A3654_length_747_cov_17.870149_S5	642
NODE_A3781_length_738_cov_4.019667_S5	573
NODE_A3866_length_731_cov_15.581040_S5	1609
NODE_A3891_length_729_cov_11.509202_S5	986
NODE_A3895_length_729_cov_5.814417_S5	1038
NODE_A3948_length_726_cov_7.466872_S5	505
NODE_A3960_length_725_cov_11.203704_S5	655
NODE_A4056_length_720_cov_19.412131_S5	727
NODE_A4065_length_720_cov_5.041991_S5	496
NODE_A4140_length_715_cov_9.876176_S5	1218
NODE_A4264_length_708_cov_21.226624_S5	1587
NODE_A4314_length_705_cov_299.047771_S5	8125
NODE_B363_length_701_cov_15.275641_S5	22240
NODE_B370_length_698_cov_5.835749_S5	8417
NODE_A4869_length_678_cov_6.693844_S5	536
NODE_A4910_length_676_cov_4.217028_S5	441
NODE_C43_length_670_cov_1.843170_S5	3548
NODE_A5167_length_663_cov_5.298635_S5	582
NODE_B439_length_663_cov_3.100683_S5	785
NODE_B449_length_660_cov_1.461407_S5	1255
NODE_A5292_length_658_cov_11.277108_S5	477
NODE_B453_length_658_cov_2.580034_S5	430
NODE_B468_length_653_cov_1.631944_S5	438
NODE_A5495_length_649_cov_3.367133_S5	569
NODE_B474_length_648_cov_3.691769_S5	727
NODE_A5571_length_645_cov_5.669014_S5	549
NODE_A5613_length_643_cov_7.021201_S5	462
NODE_B489_length_642_cov_7.984071_S5	1600
