magnitudes	NC4
NODE_A213_length_1344_cov_33.166535_S15	1049
NODE_A216_length_1343_cov_25.830964_S15	795
NODE_A220_length_1334_cov_41.607001_S15	1119
NODE_A222_length_1333_cov_61.569268_S15	1715
NODE_A225_length_1328_cov_40.780975_S15	1115
NODE_A226_length_1325_cov_25.581731_S15	821
NODE_A228_length_1322_cov_38.342169_S15	1293
NODE_A229_length_1320_cov_32.320998_S15	876
NODE_A231_length_1311_cov_68.140194_S15	1933
NODE_A232_length_1311_cov_40.053485_S15	1315
NODE_A233_length_1310_cov_45.548256_S15	1641
NODE_A234_length_1308_cov_67.844842_S15	1996
NODE_A235_length_1308_cov_38.129163_S15	1125
NODE_A236_length_1308_cov_31.233956_S15	857
NODE_A237_length_1305_cov_58.907980_S15	1702
NODE_A243_length_1296_cov_56.345365_S15	1516
NODE_A245_length_1295_cov_149.981117_S15	4235
NODE_B96_length_1293_cov_3.734375_S15	1097
NODE_A247_length_1292_cov_39.668313_S15	1111
NODE_A248_length_1289_cov_83.967822_S15	2411
NODE_A249_length_1289_cov_50.957096_S15	1353
NODE_A251_length_1288_cov_46.695293_S15	1347
NODE_A252_length_1284_cov_40.941176_S15	1203
NODE_A253_length_1282_cov_49.729461_S15	1385
NODE_B102_length_1279_cov_6.082363_S15	1736
NODE_B104_length_1277_cov_10.579167_S15	3052
NODE_A259_length_1275_cov_41.246244_S15	1111
NODE_A263_length_1269_cov_96.072148_S15	2617
NODE_A264_length_1268_cov_65.633081_S15	1287
NODE_A265_length_1268_cov_41.681780_S15	1450
NODE_A267_length_1264_cov_35.127211_S15	860
NODE_A268_length_1263_cov_171.978078_S15	2493
NODE_A271_length_1255_cov_39.602716_S15	1106
NODE_A272_length_1254_cov_55.680544_S15	1387
NODE_A274_length_1252_cov_43.883404_S15	1109
NODE_A276_length_1251_cov_71.074106_S15	1868
NODE_A279_length_1247_cov_61.275214_S15	1748
NODE_A281_length_1244_cov_74.646101_S15	1958
NODE_A288_length_1235_cov_37.549223_S15	914
NODE_B119_length_1235_cov_6.895509_S15	1873
NODE_A290_length_1233_cov_84.083910_S15	1638
NODE_A291_length_1229_cov_57.024306_S15	1468
NODE_A292_length_1228_cov_135.350999_S15	3295
NODE_A295_length_1225_cov_215.807491_S15	5733
NODE_A296_length_1225_cov_49.029617_S15	1249
NODE_A297_length_1225_cov_49.014808_S15	1314
NODE_A298_length_1223_cov_91.930192_S15	2436
NODE_A300_length_1222_cov_75.419214_S15	2004
NODE_A301_length_1222_cov_44.020961_S15	1228
NODE_A302_length_1221_cov_38.375874_S15	1028
NODE_A304_length_1219_cov_36.344133_S15	933
NODE_A308_length_1216_cov_48.827041_S15	1159
NODE_A312_length_1202_cov_52.882667_S15	1337
NODE_A313_length_1201_cov_116.786477_S15	3799
NODE_A316_length_1199_cov_35.442068_S15	1009
NODE_A319_length_1197_cov_30.586607_S15	772
NODE_A322_length_1195_cov_33.033095_S15	827
NODE_A324_length_1191_cov_61.026930_S15	1562
NODE_A326_length_1190_cov_64.137466_S15	1662
NODE_A329_length_1188_cov_34.307831_S15	891
NODE_A333_length_1184_cov_62.609756_S15	1552
NODE_A334_length_1183_cov_42.625678_S15	1029
NODE_A342_length_1172_cov_32.566210_S15	822
NODE_A343_length_1170_cov_42.767612_S15	1023
NODE_A344_length_1170_cov_40.733760_S15	1052
NODE_A346_length_1169_cov_72.447802_S15	1760
NODE_A348_length_1163_cov_38.746777_S15	917
NODE_A350_length_1159_cov_121.053604_S15	3066
NODE_A351_length_1157_cov_112.773148_S15	2709
NODE_A353_length_1156_cov_66.954588_S15	2158
NODE_A356_length_1153_cov_30.311338_S15	865
NODE_A357_length_1152_cov_84.199070_S15	1936
NODE_A358_length_1152_cov_46.426047_S15	1240
NODE_A359_length_1149_cov_69.897388_S15	1687
NODE_A361_length_1148_cov_49.500467_S15	1323
NODE_A362_length_1145_cov_69.063670_S15	1740
NODE_A363_length_1145_cov_32.309925_S15	939
NODE_A364_length_1143_cov_39.004690_S15	1125
NODE_A365_length_1141_cov_29.749060_S15	811
NODE_A367_length_1140_cov_36.439323_S15	920
NODE_A368_length_1140_cov_28.730950_S15	662
NODE_A371_length_1139_cov_42.847458_S15	1149
NODE_A375_length_1137_cov_35.911321_S15	854
NODE_A376_length_1137_cov_24.640566_S15	689
NODE_A377_length_1132_cov_64.950711_S15	1605
NODE_A379_length_1128_cov_54.542341_S15	1228
NODE_A380_length_1128_cov_38.731684_S15	974
NODE_A382_length_1125_cov_49.527672_S15	1256
NODE_A389_length_1119_cov_40.385797_S15	944
NODE_A390_length_1118_cov_59.986551_S15	1483
NODE_A391_length_1117_cov_58.274038_S15	1426
NODE_A392_length_1117_cov_26.902885_S15	649
NODE_A394_length_1111_cov_37.158607_S15	866
NODE_A396_length_1110_cov_90.401742_S15	1951
NODE_A397_length_1109_cov_27.287791_S15	679
NODE_A401_length_1107_cov_30.025243_S15	904
NODE_A402_length_1107_cov_28.517476_S15	717
NODE_A404_length_1106_cov_81.221574_S15	2203
NODE_A406_length_1104_cov_30.312561_S15	791
NODE_A409_length_1101_cov_105.645508_S15	2467
NODE_A410_length_1099_cov_54.022505_S15	1264
NODE_A411_length_1099_cov_43.396282_S15	1045
NODE_A414_length_1098_cov_60.988247_S15	1417
NODE_A415_length_1098_cov_38.256611_S15	951
NODE_A417_length_1092_cov_33.155665_S15	894
NODE_A418_length_1092_cov_26.759606_S15	739
NODE_A420_length_1091_cov_28.919132_S15	640
NODE_A421_length_1089_cov_30.235178_S15	807
NODE_B187_length_1086_cov_6.477701_S15	1482
NODE_A423_length_1085_cov_72.967262_S15	1671
NODE_A425_length_1084_cov_71.672294_S15	1725
NODE_A426_length_1084_cov_42.478649_S15	952
NODE_A429_length_1083_cov_78.108350_S15	1726
NODE_A430_length_1083_cov_62.005964_S15	1327
NODE_A433_length_1080_cov_120.907278_S15	2830
NODE_A439_length_1077_cov_35.446000_S15	869
NODE_A444_length_1070_cov_28.651561_S15	605
NODE_A445_length_1069_cov_62.570565_S15	1568
NODE_A448_length_1063_cov_100.645030_S15	2165
NODE_A449_length_1063_cov_38.260649_S15	907
NODE_B208_length_1062_cov_5.425381_S15	1177
NODE_A452_length_1061_cov_55.792683_S15	1450
NODE_A453_length_1061_cov_31.815041_S15	695
NODE_A457_length_1053_cov_29.070697_S15	597
NODE_A458_length_1052_cov_31.462564_S15	798
NODE_A460_length_1049_cov_44.836420_S15	1054
NODE_A462_length_1047_cov_104.234021_S15	2370
NODE_A463_length_1046_cov_31.603715_S15	682
NODE_A464_length_1045_cov_94.491736_S15	2164
NODE_A465_length_1045_cov_25.915289_S15	624
NODE_A466_length_1043_cov_47.278468_S15	969
NODE_B225_length_1040_cov_7.966771_S15	1703
NODE_A470_length_1037_cov_59.719792_S15	1355
NODE_A471_length_1036_cov_102.217935_S15	2441
NODE_A473_length_1034_cov_59.996865_S15	644
NODE_A474_length_1034_cov_35.686520_S15	788
NODE_A476_length_1033_cov_29.141213_S15	631
NODE_A477_length_1032_cov_51.008377_S15	1240
NODE_A478_length_1032_cov_35.543455_S15	774
NODE_A480_length_1029_cov_37.888655_S15	798
NODE_A481_length_1027_cov_165.911579_S15	3653
NODE_A482_length_1027_cov_61.678947_S15	1319
NODE_A483_length_1027_cov_25.935789_S15	627
NODE_A484_length_1026_cov_49.208641_S15	1058
NODE_A485_length_1026_cov_36.783983_S15	796
NODE_A488_length_1024_cov_45.194298_S15	987
NODE_A489_length_1024_cov_42.303062_S15	907
NODE_A490_length_1024_cov_33.710665_S15	787
NODE_A491_length_1021_cov_29.325212_S15	731
NODE_A496_length_1015_cov_109.490405_S15	2662
NODE_A497_length_1015_cov_43.937100_S15	910
NODE_A498_length_1014_cov_85.050160_S15	1955
NODE_A500_length_1012_cov_61.931551_S15	1322
NODE_A503_length_1009_cov_105.901288_S15	2130
NODE_A504_length_1009_cov_68.050429_S15	1426
NODE_A505_length_1009_cov_30.192060_S15	666
NODE_A509_length_1007_cov_68.078495_S15	1423
NODE_A510_length_1007_cov_47.432258_S15	961
NODE_A511_length_1007_cov_38.696774_S15	820
NODE_A512_length_1006_cov_33.650161_S15	692
NODE_A513_length_1005_cov_39.137931_S15	987
NODE_B249_length_1002_cov_4.207568_S15	1170
NODE_A518_length_1001_cov_34.537879_S15	745
NODE_A521_length_998_cov_29.019544_S15	636
NODE_A526_length_996_cov_40.675734_S15	855
NODE_A527_length_995_cov_92.127451_S15	1822
NODE_A529_length_993_cov_47.225983_S15	969
NODE_A532_length_990_cov_53.442497_S15	1060
NODE_A533_length_989_cov_71.479167_S15	1426
NODE_A534_length_989_cov_41.088816_S15	968
NODE_A535_length_989_cov_27.447368_S15	730
NODE_A537_length_988_cov_61.466520_S15	1250
NODE_A538_length_988_cov_42.355653_S15	842
NODE_A542_length_985_cov_40.219163_S15	838
NODE_A543_length_985_cov_32.581498_S15	704
NODE_A544_length_984_cov_52.163175_S15	1120
NODE_A545_length_982_cov_57.256354_S15	1125
NODE_A546_length_982_cov_49.200000_S15	1244
NODE_A547_length_981_cov_70.288717_S15	1185
NODE_A551_length_979_cov_65.568736_S15	1301
NODE_A552_length_977_cov_46.444444_S15	1000
NODE_A553_length_977_cov_29.975556_S15	556
NODE_A554_length_976_cov_41.315907_S15	794
NODE_A555_length_976_cov_35.957731_S15	712
NODE_A556_length_975_cov_81.269488_S15	1720
NODE_A557_length_975_cov_31.203786_S15	638
NODE_A562_length_972_cov_75.839106_S15	1511
NODE_A563_length_971_cov_36.190157_S15	752
NODE_A566_length_970_cov_31.395297_S15	612
NODE_A571_length_967_cov_61.461798_S15	1222
NODE_A572_length_967_cov_29.995506_S15	627
NODE_A573_length_966_cov_95.949381_S15	1761
NODE_A575_length_965_cov_41.894144_S15	1001
NODE_A578_length_964_cov_42.615558_S15	882
NODE_A579_length_964_cov_26.607666_S15	603
NODE_A580_length_963_cov_82.601580_S15	1768
NODE_A581_length_963_cov_56.481941_S15	1152
NODE_A586_length_960_cov_42.320498_S15	808
NODE_A587_length_960_cov_36.785957_S15	737
NODE_A589_length_960_cov_27.984145_S15	650
NODE_A591_length_958_cov_53.413167_S15	1091
NODE_B283_length_958_cov_3.309875_S15	628
NODE_A592_length_957_cov_93.772727_S15	1960
NODE_A594_length_956_cov_28.316268_S15	552
NODE_A596_length_954_cov_64.324971_S15	1267
NODE_A599_length_952_cov_29.525714_S15	687
NODE_A601_length_951_cov_28.310069_S15	694
NODE_A602_length_949_cov_90.149083_S15	1822
NODE_A604_length_948_cov_105.086108_S15	2083
NODE_A605_length_948_cov_41.010333_S15	986
NODE_A606_length_948_cov_37.572905_S15	862
NODE_A612_length_946_cov_49.674338_S15	1057
NODE_A613_length_946_cov_34.234753_S15	731
NODE_A614_length_946_cov_30.993096_S15	656
NODE_A615_length_946_cov_29.779056_S15	567
NODE_A617_length_944_cov_73.642445_S15	1492
NODE_A618_length_944_cov_54.450980_S15	1001
NODE_A619_length_944_cov_34.673587_S15	755
NODE_A622_length_943_cov_69.012702_S15	1480
NODE_A628_length_939_cov_28.386311_S15	560
NODE_A632_length_938_cov_190.034843_S15	3641
NODE_A633_length_938_cov_28.271777_S15	554
NODE_A638_length_935_cov_42.187646_S15	1004
NODE_A640_length_934_cov_31.939323_S15	641
NODE_A644_length_930_cov_40.595545_S15	869
NODE_A649_length_929_cov_29.382629_S15	575
NODE_A651_length_928_cov_38.168038_S15	800
NODE_A652_length_927_cov_187.104706_S15	3840
NODE_A653_length_925_cov_52.761792_S15	994
NODE_A655_length_923_cov_61.859338_S15	1196
NODE_A657_length_922_cov_61.629586_S15	1199
NODE_A661_length_919_cov_97.299287_S15	1844
NODE_A663_length_919_cov_31.649644_S15	587
NODE_A665_length_918_cov_78.420927_S15	1628
NODE_A666_length_918_cov_50.315101_S15	938
NODE_A668_length_917_cov_33.121429_S15	644
NODE_A670_length_915_cov_94.411695_S15	1765
NODE_A671_length_915_cov_31.748210_S15	634
NODE_A673_length_914_cov_78.676225_S15	1510
NODE_A675_length_914_cov_46.586619_S15	907
NODE_A676_length_914_cov_30.114695_S15	654
NODE_A678_length_914_cov_15.671446_S15	912
NODE_A680_length_913_cov_56.872010_S15	1078
NODE_A681_length_912_cov_43.039521_S15	806
NODE_A682_length_912_cov_38.111377_S15	779
NODE_A683_length_912_cov_30.571257_S15	624
NODE_A685_length_911_cov_42.781775_S15	938
NODE_A690_length_909_cov_86.582933_S15	1653
NODE_B328_length_909_cov_3.737981_S15	755
NODE_A692_length_908_cov_43.174489_S15	882
NODE_A693_length_908_cov_41.374248_S15	847
NODE_A695_length_907_cov_84.449398_S15	1668
NODE_A696_length_907_cov_30.442169_S15	590
NODE_A700_length_906_cov_138.118215_S15	2808
NODE_A702_length_905_cov_41.648551_S15	788
NODE_A704_length_904_cov_89.721886_S15	1645
NODE_A705_length_904_cov_42.701330_S15	808
NODE_A713_length_900_cov_30.226002_S15	577
NODE_A714_length_899_cov_58.126521_S15	748
NODE_A715_length_899_cov_36.164234_S15	692
NODE_A716_length_899_cov_29.518248_S15	515
NODE_A718_length_898_cov_47.697929_S15	855
NODE_A719_length_898_cov_35.654080_S15	722
NODE_A720_length_898_cov_32.425091_S15	674
NODE_A721_length_897_cov_46.489024_S15	799
NODE_A722_length_897_cov_44.985366_S15	826
NODE_A724_length_896_cov_47.167277_S15	982
NODE_A725_length_896_cov_44.625153_S15	875
NODE_A727_length_894_cov_29.892289_S15	641
NODE_A729_length_893_cov_54.556373_S15	1214
NODE_A739_length_890_cov_55.043050_S15	963
NODE_A748_length_886_cov_74.364648_S15	1453
NODE_A749_length_886_cov_38.500618_S15	739
NODE_A752_length_885_cov_145.372525_S15	2115
NODE_A753_length_885_cov_60.512376_S15	1061
NODE_A754_length_885_cov_41.081683_S15	766
NODE_A758_length_883_cov_32.291563_S15	655
NODE_A759_length_883_cov_29.668734_S15	725
NODE_A760_length_883_cov_26.553350_S15	508
NODE_A762_length_882_cov_39.339130_S15	685
NODE_A763_length_882_cov_35.816149_S15	635
NODE_A768_length_880_cov_28.564134_S15	540
NODE_A769_length_880_cov_28.333748_S15	674
NODE_A773_length_874_cov_57.509410_S15	1005
NODE_A774_length_874_cov_29.422836_S15	689
NODE_A777_length_873_cov_58.403266_S15	1232
NODE_A780_length_872_cov_40.447799_S15	766
NODE_A781_length_872_cov_36.085535_S15	630
NODE_A785_length_871_cov_28.889169_S15	517
NODE_A788_length_870_cov_58.791929_S15	1046
NODE_A789_length_870_cov_33.095839_S15	624
NODE_B380_length_868_cov_2.597977_S15	583
NODE_A798_length_866_cov_28.024081_S15	527
NODE_A799_length_865_cov_31.766497_S15	562
NODE_A802_length_864_cov_50.700127_S15	953
NODE_A803_length_864_cov_38.735705_S15	730
NODE_A804_length_863_cov_77.167939_S15	1269
NODE_A805_length_863_cov_30.282443_S15	649
NODE_A809_length_862_cov_46.974522_S15	827
NODE_A810_length_862_cov_30.578344_S15	579
NODE_A812_length_861_cov_49.334184_S15	871
NODE_A814_length_860_cov_83.426564_S15	1392
NODE_A817_length_859_cov_91.067775_S15	1647
NODE_A820_length_858_cov_38.967990_S15	678
NODE_A821_length_858_cov_34.019206_S15	695
NODE_A823_length_857_cov_63.126923_S15	1180
NODE_A826_length_856_cov_129.473684_S15	2295
NODE_A829_length_855_cov_45.727506_S15	835
NODE_A835_length_853_cov_84.326031_S15	1550
NODE_A836_length_853_cov_75.737113_S15	1423
NODE_A838_length_853_cov_29.460052_S15	492
NODE_B410_length_853_cov_4.039948_S15	633
NODE_A839_length_852_cov_167.460645_S15	2788
NODE_A844_length_851_cov_126.735142_S15	2265
NODE_A845_length_851_cov_37.634367_S15	621
NODE_A849_length_849_cov_34.090674_S15	622
NODE_A850_length_849_cov_29.243523_S15	498
NODE_A856_length_846_cov_31.851756_S15	592
NODE_B420_length_846_cov_3.117035_S15	723
NODE_A858_length_844_cov_116.409387_S15	2121
NODE_A859_length_844_cov_75.804433_S15	1263
NODE_B422_length_844_cov_7.657106_S15	1216
NODE_A862_length_843_cov_65.630548_S15	1226
NODE_A863_length_843_cov_41.077023_S15	690
NODE_A864_length_843_cov_36.580940_S15	567
NODE_A865_length_843_cov_22.041775_S15	699
NODE_B424_length_843_cov_6.078329_S15	956
NODE_A866_length_842_cov_59.662745_S15	1049
NODE_A867_length_842_cov_46.039216_S15	883
NODE_A871_length_841_cov_72.145288_S15	1294
NODE_A872_length_840_cov_30.547837_S15	504
NODE_A877_length_839_cov_66.083990_S15	1089
NODE_A878_length_839_cov_34.059055_S15	538
NODE_A880_length_838_cov_50.883049_S15	888
NODE_A881_length_838_cov_49.211564_S15	938
NODE_A884_length_837_cov_42.285526_S15	820
NODE_B433_length_837_cov_2.771053_S15	579
NODE_A887_length_836_cov_27.696970_S15	519
NODE_A889_length_835_cov_85.614776_S15	1472
NODE_A895_length_833_cov_47.892857_S15	804
NODE_A898_length_832_cov_43.864901_S15	729
NODE_A903_length_830_cov_31.164675_S15	532
NODE_A907_length_829_cov_62.477394_S15	993
NODE_A908_length_829_cov_37.735372_S15	625
NODE_A915_length_828_cov_41.645806_S15	781
NODE_A916_length_828_cov_29.175766_S15	522
NODE_A920_length_826_cov_43.858478_S15	838
NODE_A924_length_825_cov_46.775401_S15	803
NODE_A929_length_822_cov_70.424161_S15	1268
NODE_A930_length_822_cov_49.869799_S15	955
NODE_A931_length_822_cov_38.688591_S15	643
NODE_A932_length_822_cov_37.531544_S15	580
NODE_A933_length_822_cov_27.542282_S15	498
NODE_B453_length_822_cov_4.888591_S15	1128
NODE_A939_length_820_cov_80.826380_S15	1351
NODE_A940_length_820_cov_36.987887_S15	587
NODE_A943_length_818_cov_80.554656_S15	1344
NODE_A944_length_818_cov_31.043185_S15	496
NODE_A947_length_816_cov_33.063599_S15	535
NODE_A949_length_815_cov_84.611111_S15	1398
NODE_A964_length_811_cov_51.539510_S15	862
NODE_A965_length_811_cov_44.829700_S15	752
NODE_A967_length_810_cov_64.442019_S15	1192
NODE_A968_length_808_cov_82.134063_S15	1363
NODE_A969_length_808_cov_43.886457_S15	853
NODE_A970_length_808_cov_33.224350_S15	627
NODE_A974_length_807_cov_56.480822_S15	1029
NODE_A975_length_807_cov_43.238356_S15	725
NODE_A977_length_806_cov_48.825789_S15	785
NODE_A981_length_805_cov_34.440934_S15	599
NODE_A984_length_804_cov_56.495186_S15	989
NODE_A989_length_803_cov_66.353994_S15	1043
NODE_A991_length_803_cov_45.698347_S15	494
NODE_A992_length_803_cov_35.564738_S15	664
NODE_A996_length_802_cov_37.704828_S15	693
NODE_A1000_length_801_cov_38.080110_S15	621
NODE_A1001_length_801_cov_34.875691_S15	572
NODE_A1007_length_800_cov_69.615491_S15	1139
NODE_A1008_length_800_cov_52.302905_S15	899
NODE_A1009_length_799_cov_55.880886_S15	992
NODE_A1012_length_798_cov_136.954230_S15	2196
NODE_A1013_length_798_cov_71.965326_S15	1187
NODE_A1014_length_798_cov_71.024965_S15	1126
NODE_A1015_length_798_cov_49.042996_S15	775
NODE_A1016_length_798_cov_35.765603_S15	651
NODE_A1022_length_797_cov_86.665278_S15	1460
NODE_A1023_length_797_cov_40.456944_S15	619
NODE_B496_length_797_cov_2.763889_S15	600
NODE_A1025_length_796_cov_71.439499_S15	1149
NODE_A1026_length_796_cov_69.514604_S15	1162
NODE_A1027_length_796_cov_55.447844_S15	913
