magnitudes	NC1
NODE_A831_length_590_cov_110.769981_NC1	1504
NODE_A833_length_589_cov_130.103516_NC1	1750
NODE_A834_length_589_cov_41.896484_NC1	547
NODE_A835_length_589_cov_25.599609_NC1	446
NODE_A836_length_589_cov_21.800781_NC1	581
NODE_A837_length_588_cov_67.688845_NC1	1125
NODE_A839_length_588_cov_47.005871_NC1	894
NODE_A840_length_588_cov_44.009785_NC1	697
NODE_B457_length_588_cov_7.095890_NC1	993
NODE_A842_length_587_cov_85.270588_NC1	1109
NODE_A843_length_587_cov_70.290196_NC1	1054
NODE_A844_length_587_cov_61.282353_NC1	789
NODE_B459_length_587_cov_6.084314_NC1	849
NODE_A848_length_586_cov_65.524558_NC1	875
NODE_A849_length_586_cov_29.192534_NC1	389
NODE_A853_length_585_cov_195.602362_NC1	3053
NODE_A854_length_585_cov_82.515748_NC1	1048
NODE_A858_length_584_cov_81.504931_NC1	1039
NODE_A860_length_583_cov_187.393281_NC1	2513
NODE_A861_length_583_cov_89.701581_NC1	1313
NODE_A863_length_583_cov_54.057312_NC1	742
NODE_A864_length_583_cov_37.547431_NC1	672
NODE_A866_length_583_cov_21.033597_NC1	668
NODE_A867_length_582_cov_68.504950_NC1	1105
NODE_A868_length_581_cov_209.509921_NC1	3085
NODE_A869_length_581_cov_79.700397_NC1	1188
NODE_A871_length_580_cov_162.439364_NC1	2329
NODE_A874_length_580_cov_53.369781_NC1	672
NODE_A875_length_579_cov_75.922311_NC1	1012
NODE_A876_length_579_cov_61.318725_NC1	768
NODE_A878_length_579_cov_47.241036_NC1	881
NODE_A879_length_579_cov_36.545817_NC1	549
NODE_A881_length_578_cov_195.055888_NC1	2430
NODE_A882_length_578_cov_99.073852_NC1	1790
NODE_A883_length_578_cov_84.760479_NC1	1349
NODE_A884_length_578_cov_72.728543_NC1	926
NODE_A885_length_578_cov_39.475050_NC1	982
NODE_A886_length_578_cov_36.600798_NC1	475
NODE_A887_length_578_cov_30.738523_NC1	427
NODE_A888_length_577_cov_67.478000_NC1	914
NODE_A890_length_576_cov_92.072144_NC1	1119
NODE_A891_length_576_cov_88.262525_NC1	1259
NODE_A892_length_576_cov_86.559118_NC1	1071
NODE_A893_length_576_cov_78.050100_NC1	1055
NODE_A894_length_576_cov_68.771543_NC1	1005
NODE_A896_length_576_cov_34.965932_NC1	636
NODE_A897_length_576_cov_31.893788_NC1	420
NODE_A900_length_575_cov_43.495984_NC1	574
NODE_B491_length_575_cov_6.162651_NC1	435
NODE_A903_length_574_cov_29.591549_NC1	493
NODE_A904_length_574_cov_27.263581_NC1	459
NODE_A906_length_573_cov_94.945565_NC1	1246
NODE_A908_length_573_cov_88.439516_NC1	1146
NODE_B498_length_573_cov_7.223790_NC1	965
NODE_A912_length_572_cov_103.943434_NC1	1761
NODE_A913_length_572_cov_68.202020_NC1	1076
NODE_A914_length_572_cov_55.955556_NC1	729
NODE_A915_length_572_cov_46.183838_NC1	632
NODE_A916_length_572_cov_29.537374_NC1	387
NODE_B502_length_572_cov_6.397980_NC1	988
NODE_B503_length_572_cov_4.282828_NC1	399
NODE_A919_length_571_cov_86.066802_NC1	1150
NODE_A921_length_570_cov_74.643002_NC1	1172
NODE_A922_length_570_cov_26.328600_NC1	494
NODE_A928_length_568_cov_117.431772_NC1	1903
NODE_A929_length_568_cov_96.372709_NC1	1681
NODE_A930_length_568_cov_90.887984_NC1	1116
NODE_A931_length_568_cov_84.553971_NC1	1052
NODE_A932_length_568_cov_67.036660_NC1	1062
NODE_B523_length_568_cov_6.942974_NC1	581
NODE_A935_length_567_cov_77.818367_NC1	1020
NODE_A936_length_567_cov_49.967347_NC1	775
NODE_A937_length_567_cov_46.597959_NC1	747
NODE_A938_length_567_cov_44.279592_NC1	1009
NODE_B528_length_567_cov_6.326531_NC1	661
NODE_A939_length_566_cov_56.202454_NC1	885
NODE_A944_length_565_cov_197.108607_NC1	2528
NODE_A945_length_565_cov_77.149590_NC1	1000
NODE_A947_length_565_cov_24.991803_NC1	421
NODE_A949_length_564_cov_76.139630_NC1	1042
NODE_A950_length_564_cov_64.361396_NC1	818
NODE_A951_length_564_cov_51.400411_NC1	707
NODE_B537_length_564_cov_2.872690_NC1	711
NODE_A956_length_563_cov_58.072016_NC1	745
NODE_A957_length_563_cov_43.705761_NC1	508
NODE_A958_length_563_cov_37.462963_NC1	559
NODE_A959_length_562_cov_97.919588_NC1	2424
NODE_A960_length_562_cov_88.125773_NC1	1008
NODE_A962_length_562_cov_38.554639_NC1	485
NODE_A964_length_561_cov_172.865702_NC1	2133
NODE_A966_length_561_cov_55.946281_NC1	452
NODE_A967_length_560_cov_167.805383_NC1	3389
NODE_A968_length_560_cov_47.207039_NC1	855
NODE_C40_length_560_cov_1.383023_NC1	2040
NODE_A971_length_559_cov_90.952282_NC1	1279
NODE_A973_length_559_cov_70.871369_NC1	1311
NODE_A975_length_559_cov_35.043568_NC1	397
NODE_A976_length_559_cov_33.556017_NC1	500
NODE_A977_length_559_cov_31.203320_NC1	408
NODE_A978_length_559_cov_30.504149_NC1	552
NODE_A980_length_558_cov_79.442827_NC1	969
NODE_A981_length_558_cov_74.920998_NC1	1046
NODE_A982_length_558_cov_73.436590_NC1	939
NODE_A983_length_558_cov_70.555094_NC1	957
NODE_A984_length_558_cov_45.343035_NC1	713
NODE_A987_length_557_cov_133.056250_NC1	1917
NODE_A988_length_557_cov_48.445833_NC1	624
NODE_A990_length_556_cov_76.432150_NC1	902
NODE_A991_length_556_cov_22.350731_NC1	417
NODE_A992_length_555_cov_62.847280_NC1	1148
NODE_A993_length_555_cov_58.797071_NC1	648
NODE_B570_length_555_cov_5.027197_NC1	1173
NODE_A995_length_554_cov_77.029350_NC1	1053
NODE_A996_length_554_cov_70.735849_NC1	1003
NODE_A997_length_554_cov_69.159329_NC1	1006
NODE_A998_length_554_cov_46.067086_NC1	752
NODE_A999_length_554_cov_33.553459_NC1	438
NODE_B574_length_554_cov_7.000000_NC1	871
NODE_A1001_length_553_cov_96.657563_NC1	1866
NODE_A1002_length_553_cov_86.323529_NC1	963
NODE_A1003_length_553_cov_63.207983_NC1	753
NODE_A1004_length_553_cov_49.644958_NC1	693
NODE_A1005_length_552_cov_194.602105_NC1	2240
NODE_A1006_length_552_cov_75.981053_NC1	809
NODE_A1007_length_552_cov_56.210526_NC1	789
NODE_A1008_length_552_cov_31.197895_NC1	451
NODE_A1009_length_552_cov_30.515789_NC1	410
NODE_A1010_length_552_cov_20.117895_NC1	466
NODE_A1013_length_551_cov_73.232068_NC1	932
NODE_B585_length_551_cov_3.267932_NC1	638
NODE_A1017_length_550_cov_50.534884_NC1	371
NODE_A1018_length_550_cov_43.443975_NC1	649
NODE_A1019_length_550_cov_21.175476_NC1	400
NODE_A1022_length_549_cov_56.279661_NC1	663
NODE_A1023_length_549_cov_39.004237_NC1	489
NODE_A1026_length_548_cov_90.719745_NC1	1447
NODE_A1027_length_548_cov_54.248408_NC1	638
NODE_A1028_length_548_cov_45.222930_NC1	579
NODE_A1029_length_548_cov_42.543524_NC1	747
NODE_A1030_length_548_cov_38.229299_NC1	469
NODE_A1033_length_547_cov_94.314894_NC1	1129
NODE_A1036_length_546_cov_118.051173_NC1	1598
NODE_A1037_length_546_cov_72.714286_NC1	835
NODE_A1038_length_546_cov_47.852878_NC1	579
NODE_A1039_length_546_cov_36.767591_NC1	539
NODE_A1040_length_546_cov_32.933902_NC1	540
NODE_A1043_length_545_cov_78.057692_NC1	753
NODE_A1044_length_545_cov_75.724359_NC1	883
NODE_A1045_length_545_cov_36.158120_NC1	458
NODE_A1049_length_544_cov_130.220557_NC1	2199
NODE_A1050_length_544_cov_38.865096_NC1	463
NODE_A1051_length_544_cov_30.687366_NC1	350
NODE_A1052_length_543_cov_72.663090_NC1	585
NODE_A1053_length_543_cov_69.881974_NC1	953
NODE_A1055_length_542_cov_101.539785_NC1	2109
NODE_A1056_length_542_cov_67.991398_NC1	534
NODE_A1057_length_542_cov_58.311828_NC1	684
NODE_A1058_length_542_cov_48.492473_NC1	607
NODE_A1059_length_542_cov_39.978495_NC1	485
NODE_A1060_length_542_cov_28.873118_NC1	631
NODE_A1064_length_541_cov_84.327586_NC1	995
NODE_A1065_length_541_cov_82.258621_NC1	938
NODE_A1066_length_541_cov_68.153017_NC1	858
NODE_A1067_length_541_cov_62.226293_NC1	812
NODE_A1072_length_540_cov_93.086393_NC1	1133
NODE_A1073_length_540_cov_62.870410_NC1	731
NODE_A1074_length_540_cov_57.285097_NC1	688
NODE_A1075_length_540_cov_56.693305_NC1	618
NODE_A1078_length_539_cov_82.820346_NC1	1119
NODE_A1079_length_539_cov_71.489177_NC1	944
NODE_A1080_length_539_cov_66.872294_NC1	887
NODE_A1081_length_539_cov_37.610390_NC1	641
NODE_A1083_length_538_cov_247.657267_NC1	3219
NODE_A1084_length_538_cov_57.464208_NC1	977
NODE_A1085_length_538_cov_46.737527_NC1	864
NODE_A1086_length_538_cov_37.520607_NC1	495
NODE_B627_length_538_cov_4.895879_NC1	808
NODE_A1091_length_537_cov_143.882609_NC1	1625
NODE_A1092_length_537_cov_117.569565_NC1	1733
NODE_A1093_length_537_cov_103.793478_NC1	1179
NODE_B630_length_537_cov_3.243478_NC1	733
NODE_A1096_length_536_cov_73.873638_NC1	908
NODE_A1097_length_536_cov_51.189542_NC1	676
NODE_A1098_length_536_cov_42.328976_NC1	554
NODE_A1100_length_536_cov_33.522876_NC1	696
NODE_A1101_length_535_cov_128.179039_NC1	1538
NODE_A1102_length_535_cov_61.270742_NC1	712
NODE_A1103_length_535_cov_61.251092_NC1	506
NODE_A1109_length_534_cov_141.708972_NC1	2003
NODE_A1110_length_534_cov_85.317287_NC1	982
NODE_A1111_length_534_cov_32.035011_NC1	440
NODE_A1112_length_534_cov_25.877462_NC1	477
NODE_A1115_length_533_cov_63.162281_NC1	839
NODE_A1116_length_533_cov_50.377193_NC1	554
NODE_A1117_length_533_cov_48.089912_NC1	700
NODE_A1118_length_533_cov_27.333333_NC1	374
NODE_A1119_length_533_cov_26.039474_NC1	464
NODE_A1120_length_533_cov_22.015351_NC1	796
NODE_B645_length_533_cov_6.660088_NC1	944
NODE_A1121_length_532_cov_79.501099_NC1	1292
NODE_A1122_length_532_cov_54.819780_NC1	607
NODE_A1124_length_532_cov_21.962637_NC1	528
NODE_A1126_length_531_cov_87.966960_NC1	1093
NODE_A1127_length_531_cov_84.123348_NC1	984
NODE_A1128_length_531_cov_61.081498_NC1	1175
NODE_A1129_length_531_cov_34.447137_NC1	642
NODE_A1134_length_530_cov_80.660044_NC1	1018
NODE_A1135_length_530_cov_76.785872_NC1	905
NODE_A1136_length_530_cov_32.328918_NC1	522
NODE_B658_length_530_cov_6.017660_NC1	945
NODE_A1139_length_529_cov_131.592920_NC1	1705
NODE_A1140_length_529_cov_80.146018_NC1	949
NODE_A1141_length_529_cov_79.568584_NC1	960
NODE_A1142_length_529_cov_57.805310_NC1	665
NODE_A1143_length_529_cov_32.168142_NC1	396
NODE_B660_length_529_cov_6.502212_NC1	1438
NODE_A1147_length_528_cov_140.099778_NC1	1612
NODE_A1148_length_528_cov_51.199557_NC1	565
NODE_B663_length_528_cov_10.270510_NC1	1484
NODE_B665_length_528_cov_4.472284_NC1	831
NODE_B667_length_528_cov_3.288248_NC1	523
NODE_A1154_length_527_cov_87.220000_NC1	1604
NODE_A1155_length_527_cov_76.046667_NC1	856
NODE_A1156_length_527_cov_65.424444_NC1	746
NODE_A1157_length_527_cov_57.793333_NC1	690
NODE_A1158_length_527_cov_43.213333_NC1	632
NODE_A1159_length_527_cov_35.191111_NC1	540
NODE_A1163_length_526_cov_77.329621_NC1	874
NODE_A1164_length_526_cov_73.701559_NC1	1467
NODE_A1165_length_526_cov_47.175947_NC1	623
NODE_A1166_length_526_cov_26.396437_NC1	391
NODE_A1167_length_526_cov_25.659243_NC1	418
NODE_B675_length_526_cov_8.797327_NC1	1681
NODE_A1171_length_525_cov_95.834821_NC1	1370
NODE_A1172_length_525_cov_73.560268_NC1	835
NODE_A1173_length_525_cov_44.410714_NC1	539
NODE_B677_length_525_cov_5.497768_NC1	509
NODE_A1178_length_524_cov_133.387025_NC1	1595
NODE_A1180_length_524_cov_27.105145_NC1	475
NODE_A1184_length_523_cov_112.396861_NC1	1321
NODE_A1185_length_523_cov_66.569507_NC1	789
NODE_A1186_length_523_cov_62.778027_NC1	692
NODE_A1187_length_523_cov_28.114350_NC1	363
NODE_A1188_length_523_cov_27.329596_NC1	379
NODE_A1189_length_523_cov_21.201794_NC1	451
NODE_B682_length_523_cov_12.506726_NC1	1861
NODE_A1195_length_522_cov_130.062921_NC1	1659
NODE_A1196_length_522_cov_119.564045_NC1	1484
NODE_A1197_length_522_cov_99.588764_NC1	1402
NODE_A1198_length_522_cov_74.397753_NC1	840
NODE_A1199_length_522_cov_71.764045_NC1	867
NODE_A1200_length_522_cov_65.157303_NC1	865
NODE_A1201_length_522_cov_48.400000_NC1	737
NODE_A1203_length_521_cov_161.950450_NC1	2204
NODE_A1204_length_521_cov_111.880631_NC1	1368
NODE_A1205_length_521_cov_72.164414_NC1	808
NODE_A1206_length_521_cov_56.335586_NC1	678
NODE_A1207_length_521_cov_32.914414_NC1	634
NODE_A1211_length_520_cov_92.173815_NC1	1179
NODE_A1212_length_520_cov_82.643341_NC1	1221
NODE_A1214_length_520_cov_74.557562_NC1	940
NODE_A1215_length_520_cov_69.379233_NC1	793
NODE_A1216_length_520_cov_63.060948_NC1	817
NODE_A1217_length_520_cov_42.970655_NC1	503
NODE_A1218_length_520_cov_41.234763_NC1	542
NODE_A1223_length_519_cov_89.825792_NC1	1057
NODE_A1224_length_519_cov_85.649321_NC1	1234
NODE_A1225_length_519_cov_65.269231_NC1	747
NODE_A1226_length_519_cov_59.800905_NC1	710
NODE_A1227_length_519_cov_59.746606_NC1	763
NODE_A1228_length_519_cov_54.604072_NC1	830
NODE_A1233_length_518_cov_171.625850_NC1	2191
NODE_A1235_length_518_cov_70.124717_NC1	874
NODE_A1236_length_518_cov_65.746032_NC1	784
NODE_A1237_length_518_cov_33.782313_NC1	409
NODE_A1238_length_518_cov_31.056689_NC1	352
NODE_B714_length_518_cov_2.809524_NC1	405
NODE_A1240_length_517_cov_94.297727_NC1	1058
NODE_A1241_length_517_cov_66.138636_NC1	924
NODE_A1242_length_517_cov_57.886364_NC1	687
NODE_B718_length_517_cov_5.556818_NC1	501
NODE_B719_length_517_cov_4.086364_NC1	453
NODE_A1246_length_516_cov_109.829157_NC1	1879
NODE_A1247_length_516_cov_68.710706_NC1	794
NODE_A1249_length_516_cov_52.384966_NC1	701
NODE_A1250_length_516_cov_32.287016_NC1	430
NODE_A1251_length_515_cov_74.127854_NC1	1545
NODE_A1252_length_515_cov_56.287671_NC1	985
NODE_A1253_length_515_cov_44.162100_NC1	542
NODE_A1254_length_515_cov_36.000000_NC1	551
NODE_A1255_length_515_cov_35.486301_NC1	415
NODE_A1256_length_515_cov_23.757991_NC1	418
NODE_A1257_length_514_cov_110.217391_NC1	1817
NODE_A1258_length_514_cov_101.343249_NC1	1495
NODE_A1259_length_514_cov_95.372998_NC1	1021
NODE_A1261_length_514_cov_29.663616_NC1	376
NODE_A1268_length_513_cov_91.479358_NC1	1325
NODE_A1269_length_513_cov_70.938073_NC1	620
NODE_A1270_length_513_cov_68.743119_NC1	799
NODE_A1271_length_513_cov_54.564220_NC1	619
NODE_C57_length_513_cov_1.738532_NC1	1574
NODE_A1273_length_512_cov_46.910345_NC1	644
NODE_A1274_length_512_cov_42.533333_NC1	488
NODE_A1276_length_511_cov_243.953917_NC1	3267
NODE_A1277_length_511_cov_199.410138_NC1	2402
NODE_A1278_length_511_cov_99.834101_NC1	1086
NODE_A1279_length_511_cov_93.677419_NC1	837
NODE_A1280_length_511_cov_48.495392_NC1	643
NODE_A1282_length_511_cov_44.652074_NC1	501
NODE_A1283_length_511_cov_39.822581_NC1	556
NODE_A1285_length_511_cov_19.407834_NC1	580
NODE_A1287_length_510_cov_79.429561_NC1	985
NODE_A1288_length_510_cov_74.212471_NC1	1108
NODE_A1289_length_510_cov_69.094688_NC1	794
NODE_A1291_length_510_cov_59.683603_NC1	894
NODE_A1292_length_510_cov_53.127021_NC1	796
NODE_A1293_length_510_cov_48.815242_NC1	565
NODE_A1296_length_509_cov_143.592593_NC1	1855
NODE_A1298_length_509_cov_78.402778_NC1	618
NODE_A1299_length_509_cov_58.349537_NC1	640
NODE_B757_length_509_cov_5.219907_NC1	1205
NODE_A1301_length_508_cov_119.132251_NC1	1408
NODE_A1302_length_508_cov_67.777262_NC1	696
NODE_A1303_length_508_cov_47.083527_NC1	554
NODE_A1308_length_507_cov_73.206977_NC1	814
NODE_A1309_length_507_cov_61.604651_NC1	686
NODE_A1310_length_507_cov_40.953488_NC1	460
NODE_A1315_length_506_cov_77.701632_NC1	871
NODE_A1316_length_506_cov_64.463869_NC1	741
NODE_A1317_length_506_cov_51.368298_NC1	608
NODE_A1318_length_506_cov_36.925408_NC1	370
NODE_A1320_length_506_cov_17.503497_NC1	614
NODE_B768_length_506_cov_6.310023_NC1	1221
NODE_A1325_length_505_cov_203.364486_NC1	2218
NODE_A1326_length_505_cov_147.177570_NC1	1843
NODE_A1327_length_505_cov_101.717290_NC1	1404
NODE_A1329_length_505_cov_73.072430_NC1	814
NODE_A1330_length_505_cov_62.651869_NC1	1047
NODE_A1331_length_505_cov_60.299065_NC1	673
NODE_A1332_length_505_cov_35.511682_NC1	432
NODE_A1333_length_505_cov_32.843458_NC1	476
NODE_A1334_length_505_cov_32.817757_NC1	384
NODE_A1336_length_504_cov_206.723653_NC1	2867
NODE_A1337_length_504_cov_136.437939_NC1	1572
NODE_A1339_length_504_cov_71.215457_NC1	804
NODE_A1340_length_504_cov_40.676815_NC1	588
NODE_A1345_length_503_cov_80.758216_NC1	952
NODE_A1346_length_503_cov_68.899061_NC1	811
NODE_A1348_length_503_cov_51.593897_NC1	825
NODE_A1350_length_503_cov_27.359155_NC1	476
NODE_B784_length_503_cov_4.816901_NC1	589
NODE_A1351_length_502_cov_97.178824_NC1	1221
NODE_A1352_length_502_cov_84.425882_NC1	933
NODE_A1353_length_502_cov_76.658824_NC1	844
NODE_A1354_length_502_cov_75.232941_NC1	820
NODE_A1355_length_502_cov_73.444706_NC1	662
NODE_A1356_length_502_cov_63.847059_NC1	744
NODE_A1358_length_502_cov_38.094118_NC1	445
NODE_A1359_length_502_cov_31.047059_NC1	599
NODE_A1363_length_501_cov_133.292453_NC1	1902
NODE_A1364_length_501_cov_119.195755_NC1	1360
NODE_A1365_length_501_cov_89.077830_NC1	967
NODE_A1366_length_501_cov_53.153302_NC1	746
NODE_A1367_length_501_cov_35.606132_NC1	422
NODE_A1368_length_501_cov_29.943396_NC1	370
NODE_B797_length_501_cov_1.856132_NC1	322
NODE_A1372_length_500_cov_81.096927_NC1	1005
NODE_A1375_length_500_cov_42.444444_NC1	602
NODE_A1376_length_500_cov_25.231678_NC1	448
NODE_B4_length_1930_cov_6.359957_NC2	7117
NODE_A127_length_1392_cov_73.758175_NC2	956
NODE_B106_length_1109_cov_5.072674_NC2	815
NODE_A10_length_8776_cov_78.319807_S10	14670
NODE_A20_length_6814_cov_75.956360_S10	11865
NODE_A22_length_6568_cov_73.571869_S10	15931
NODE_A41_length_4501_cov_77.345615_S10	7581
NODE_A78_length_3073_cov_37.040387_S10	3379
NODE_A80_length_3051_cov_59.640888_S10	5925
NODE_A101_length_2675_cov_89.714396_S10	5799
NODE_A596_length_1289_cov_28.172442_S10	1508
NODE_A658_length_1248_cov_9.142613_S10	2980
NODE_A961_length_1122_cov_12.572249_S10	930
NODE_A2154_length_864_cov_7.575604_S10	2331
NODE_A2283_length_850_cov_6.858991_S10	1024
NODE_A2512_length_826_cov_5.340454_S10	1591
NODE_A2623_length_815_cov_8.082656_S10	520
NODE_A3819_length_718_cov_9.084243_S10	1446
NODE_A4464_length_680_cov_3.084577_S10	898
NODE_A4608_length_671_cov_10.946128_S10	2083
NODE_A4612_length_671_cov_7.952862_S10	951
NODE_A4711_length_666_cov_7.490662_S10	632
NODE_A4906_length_657_cov_9.206897_S10	780
NODE_A5261_length_642_cov_4.230088_S10	516
NODE_A5313_length_640_cov_2.602131_S10	1234
NODE_A5446_length_634_cov_4.859964_S10	775
NODE_A5550_length_630_cov_6.189873_S10	515
NODE_A5680_length_625_cov_4.859489_S10	955
NODE_A5692_length_625_cov_2.718978_S10	1234
NODE_A5727_length_623_cov_24.018315_S10	521
NODE_A5753_length_622_cov_10.996330_S10	753
NODE_A5994_length_613_cov_4.119403_S10	853
NODE_A6149_length_607_cov_13.407547_S10	500
NODE_A6284_length_603_cov_3.005703_S10	919
NODE_A6446_length_597_cov_4.846154_S10	632
NODE_A6656_length_590_cov_16.017544_S10	510
NODE_A6805_length_586_cov_6.548134_S10	1649
NODE_A6935_length_582_cov_8.732673_S10	584
NODE_A6995_length_581_cov_3.605159_S10	1167
NODE_B757_length_578_cov_4.455090_S10	689
NODE_A7151_length_576_cov_7.899800_S10	620
NODE_A7186_length_575_cov_6.174699_S10	614
NODE_A7194_length_575_cov_4.666667_S10	472
NODE_A7432_length_568_cov_6.356415_S10	1128
NODE_A7433_length_568_cov_6.289206_S10	591
NODE_A7509_length_566_cov_9.087935_S10	641
NODE_A7670_length_562_cov_4.381443_S10	360
NODE_A7801_length_558_cov_14.141372_S10	2325
NODE_A8308_length_545_cov_10.824786_S10	766
NODE_A8491_length_541_cov_4.454741_S10	1231
NODE_A8686_length_536_cov_8.603486_S10	717
NODE_A8974_length_529_cov_19.232301_S10	735
NODE_A9464_length_519_cov_7.769231_S10	712
NODE_A9506_length_518_cov_11.553288_S10	382
NODE_A9516_length_518_cov_6.512472_S10	396
NODE_A9581_length_517_cov_4.290909_S10	584
NODE_A10312_length_502_cov_16.145882_S10	1246
NODE_A10376_length_501_cov_9.254717_S10	1046
NODE_A10396_length_501_cov_5.391509_S10	1307
NODE_A10454_length_500_cov_5.607565_S10	519
NODE_A3225_length_772_cov_4.174101_S12	862
NODE_A9604_length_560_cov_37.973085_S12	1288
NODE_A84_length_1702_cov_45.485538_S15	3600
NODE_A287_length_1237_cov_33.259483_S15	1238
NODE_A1297_length_732_cov_22.912977_S15	455
NODE_A1556_length_687_cov_25.149180_S15	508
NODE_A3021_length_531_cov_23.828194_S15	893
NODE_A3253_length_516_cov_28.972665_S15	385
NODE_A1624_length_978_cov_7.653718_S18	1750
NODE_A581_length_909_cov_2.846154_S21	680
NODE_B558_length_645_cov_5.686620_S21	1448
NODE_A1819_length_632_cov_8.837838_S21	1222
NODE_A126_length_1684_cov_15.952085_S22	1768
NODE_A292_length_1156_cov_8.014829_S22	917
NODE_A652_length_806_cov_12.639232_S22	849
NODE_A1284_length_596_cov_7.181118_S22	581
NODE_A1858_length_524_cov_4.601790_S22	569
NODE_A874_length_577_cov_3.484000_S23	1157
NODE_A49_length_1295_cov_15.566502_S27	1082
NODE_A1984_length_530_cov_13.587196_S27	442
NODE_A8_length_2442_cov_97.328964_S28	2304
NODE_A24_length_1909_cov_215.038755_S28	4454
NODE_A106_length_1372_cov_214.502703_S28	1311
NODE_B95_length_1127_cov_29.814286_S28	3539
NODE_A500_length_913_cov_121.587321_S28	1462
NODE_A705_length_809_cov_15.382514_S28	564
NODE_A1185_length_698_cov_46.723027_S28	1428
NODE_A1393_length_665_cov_5.697279_S28	1498
NODE_A1474_length_654_cov_56.618718_S28	594
NODE_B859_length_654_cov_6.157712_S28	493
NODE_A1807_length_620_cov_56.395948_S28	1008
NODE_A2120_length_592_cov_21.631068_S28	986
NODE_B1455_length_563_cov_3.032922_S28	587
NODE_A2727_length_546_cov_36.264392_S28	1134
NODE_A3469_length_506_cov_18.694639_S28	377
NODE_B2194_length_501_cov_5.875000_S28	909
NODE_A47_length_1650_cov_131.407502_S29	1106
NODE_A238_length_974_cov_64.588629_S29	1332
NODE_A746_length_659_cov_2.786942_S37	769
NODE_A169_length_3231_cov_10.544388_S38	3744
NODE_A311_length_2736_cov_29.664912_S38	2241
NODE_B92_length_1454_cov_4.329702_S38	1428
NODE_A1885_length_1393_cov_10.066109_S38	1058
NODE_A2021_length_1353_cov_6.467868_S38	2547
NODE_A2076_length_1339_cov_8.615689_S38	996
NODE_A2928_length_1153_cov_9.298327_S38	1837
NODE_A3074_length_1131_cov_12.796015_S38	1496
NODE_B574_length_915_cov_2.560859_S38	1028
NODE_A6415_length_796_cov_13.286509_S38	839
NODE_A8790_length_679_cov_3.931894_S38	611
NODE_A9444_length_652_cov_8.982609_S38	887
NODE_A11785_length_582_cov_11.681188_S38	515
NODE_A13294_length_547_cov_6.238298_S38	572
NODE_A13666_length_538_cov_6.169197_S38	616
NODE_A221_length_1128_cov_13.242626_S4	860
NODE_A1063_length_707_cov_16.058730_S4	478
NODE_A34_length_2507_cov_30.867901_S6	1736
NODE_A59_length_2064_cov_89.535481_S6	7040
NODE_A1028_length_789_cov_7.363764_S6	873
NODE_A1124_length_760_cov_9.888726_S6	670
