magnitudes	CF6_5
NODE_A24_length_2157_cov_40.101923_S46	3226
NODE_A28_length_2062_cov_31.330982_S46	2232
NODE_A33_length_2000_cov_17.716589_S46	2329
NODE_A44_length_1874_cov_20.132999_S46	1694
NODE_A45_length_1865_cov_89.036353_S46	8503
NODE_B3_length_1837_cov_18.178977_S46	10750
NODE_A50_length_1821_cov_12.553326_S46	1523
NODE_A52_length_1809_cov_22.596998_S46	1671
NODE_A53_length_1805_cov_12.737269_S46	1734
NODE_A55_length_1798_cov_40.606624_S46	3037
NODE_B4_length_1756_cov_4.154258_S46	4524
NODE_A58_length_1747_cov_25.882036_S46	2267
NODE_B5_length_1740_cov_6.279014_S46	5634
NODE_A59_length_1736_cov_21.138035_S46	2367
NODE_A61_length_1728_cov_13.562084_S46	2656
NODE_A65_length_1697_cov_22.472840_S46	1475
NODE_A72_length_1634_cov_18.385999_S46	2215
NODE_A76_length_1565_cov_17.806452_S46	1843
NODE_A84_length_1517_cov_13.455556_S46	1148
NODE_B12_length_1490_cov_4.452937_S46	2208
NODE_A87_length_1477_cov_26.801429_S46	2876
NODE_A88_length_1477_cov_14.710714_S46	2553
NODE_A92_length_1459_cov_13.318379_S46	1215
NODE_A96_length_1446_cov_44.745800_S46	1800
NODE_A97_length_1444_cov_43.094367_S46	2255
NODE_A103_length_1414_cov_11.968586_S46	1224
NODE_A111_length_1369_cov_22.891641_S46	1288
NODE_A116_length_1353_cov_14.395768_S46	1137
NODE_A117_length_1350_cov_19.769049_S46	1537
NODE_A126_length_1333_cov_132.488057_S46	1240
NODE_A127_length_1330_cov_31.151636_S46	1376
NODE_A133_length_1304_cov_44.260799_S46	2213
NODE_A135_length_1298_cov_20.024570_S46	1248
NODE_A136_length_1297_cov_17.187705_S46	2299
NODE_A139_length_1289_cov_5.761551_S46	1257
NODE_A141_length_1284_cov_10.793703_S46	1236
NODE_A143_length_1281_cov_12.403654_S46	2159
NODE_B13_length_1232_cov_3.162771_S46	1258
NODE_A166_length_1216_cov_11.104478_S46	983
NODE_A171_length_1199_cov_11.284314_S46	1816
NODE_A185_length_1171_cov_11.592322_S46	1014
NODE_A191_length_1162_cov_12.027650_S46	941
NODE_B20_length_1161_cov_4.972325_S46	2114
NODE_A196_length_1151_cov_45.534451_S46	1031
NODE_A198_length_1149_cov_17.128731_S46	1620
NODE_A200_length_1145_cov_24.065543_S46	1255
NODE_A203_length_1141_cov_14.175752_S46	2441
NODE_A205_length_1139_cov_18.241055_S46	1657
NODE_A208_length_1133_cov_19.215909_S46	1133
NODE_A209_length_1131_cov_43.930740_S46	1630
NODE_A210_length_1131_cov_22.257116_S46	2021
NODE_A212_length_1128_cov_31.812559_S46	3491
NODE_B23_length_1107_cov_4.215534_S46	1229
NODE_A227_length_1103_cov_33.291423_S46	1187
NODE_A228_length_1103_cov_25.008772_S46	1013
NODE_B25_length_1102_cov_19.378537_S46	3291
NODE_A231_length_1099_cov_22.761252_S46	1644
NODE_A236_length_1085_cov_20.819444_S46	1449
NODE_B27_length_1077_cov_10.785000_S46	2498
NODE_A242_length_1073_cov_35.242972_S46	1232
NODE_A246_length_1072_cov_15.396985_S46	973
NODE_B28_length_1072_cov_15.417085_S46	9757
NODE_B30_length_1070_cov_5.520645_S46	5035
NODE_A253_length_1055_cov_20.729039_S46	1239
NODE_A262_length_1046_cov_11.219814_S46	880
NODE_A270_length_1034_cov_7.818182_S46	907
NODE_B32_length_1013_cov_9.022436_S46	3452
NODE_A296_length_1004_cov_6.481122_S46	924
NODE_A298_length_1001_cov_11.333333_S46	845
NODE_A310_length_994_cov_32.415485_S46	1557
NODE_A329_length_972_cov_21.421229_S46	1077
NODE_A338_length_962_cov_28.466667_S46	1115
NODE_A347_length_954_cov_20.458381_S46	968
NODE_A355_length_948_cov_8.274397_S46	1027
NODE_A358_length_947_cov_7.736782_S46	2243
NODE_B39_length_946_cov_4.814730_S46	1165
NODE_A368_length_932_cov_7.906433_S46	2781
NODE_A369_length_930_cov_5.930832_S46	912
NODE_A371_length_927_cov_21.424706_S46	1252
NODE_B41_length_922_cov_2.119527_S46	1580
NODE_B42_length_918_cov_3.187872_S46	1089
NODE_A378_length_917_cov_29.101190_S46	2092
NODE_B43_length_917_cov_6.034524_S46	3456
NODE_B44_length_914_cov_3.449223_S46	1378
NODE_A389_length_911_cov_13.486811_S46	1752
NODE_A394_length_908_cov_6.623345_S46	1659
NODE_B45_length_907_cov_1.130120_S46	784
NODE_A398_length_905_cov_7.384058_S46	726
NODE_A400_length_903_cov_17.799031_S46	1279
NODE_A404_length_902_cov_7.181818_S46	1042
NODE_A406_length_899_cov_78.288321_S46	979
NODE_B48_length_898_cov_3.153471_S46	1305
NODE_A417_length_896_cov_12.506716_S46	1178
NODE_A425_length_890_cov_6.862239_S46	732
NODE_B49_length_888_cov_11.136868_S46	6752
NODE_B50_length_887_cov_5.008642_S46	7907
NODE_B51_length_886_cov_3.058096_S46	1792
NODE_A434_length_882_cov_5.300621_S46	1005
NODE_A436_length_881_cov_12.936567_S46	744
NODE_A439_length_880_cov_19.526775_S46	757
NODE_A442_length_879_cov_11.658354_S46	696
NODE_A444_length_878_cov_31.420724_S46	876
NODE_A450_length_875_cov_5.755639_S46	983
NODE_B54_length_870_cov_2.488020_S46	1154
NODE_A461_length_866_cov_24.176172_S46	1570
NODE_B56_length_865_cov_3.607868_S46	1030
NODE_B58_length_863_cov_17.683206_S46	5686
NODE_B59_length_863_cov_4.994911_S46	3764
NODE_A465_length_862_cov_18.117197_S46	789
NODE_A473_length_855_cov_13.393316_S46	1298
NODE_B61_length_855_cov_2.086118_S46	1774
NODE_C2_length_855_cov_4.079692_S46	27648
NODE_A485_length_847_cov_6.245455_S46	812
NODE_A496_length_841_cov_7.986911_S46	648
NODE_A498_length_840_cov_16.178244_S46	669
NODE_A500_length_839_cov_9.847769_S46	598
NODE_A504_length_838_cov_12.274639_S46	1044
NODE_B67_length_837_cov_1.789474_S46	1235
NODE_A516_length_831_cov_8.381963_S46	684
NODE_A520_length_829_cov_18.198138_S46	912
NODE_A523_length_826_cov_10.016021_S46	754
NODE_B71_length_823_cov_4.379357_S46	3665
NODE_B73_length_821_cov_8.029570_S46	3891
NODE_A546_length_815_cov_16.733062_S46	583
NODE_A548_length_814_cov_51.583446_S46	876
NODE_B76_length_813_cov_4.855978_S46	2741
NODE_A572_length_803_cov_6.224518_S46	739
NODE_A573_length_803_cov_6.071625_S46	1059
NODE_A575_length_802_cov_17.744828_S46	614
NODE_B80_length_799_cov_4.541551_S46	1782
NODE_B84_length_793_cov_3.483240_S46	2614
NODE_A601_length_790_cov_9.527349_S46	698
NODE_A605_length_788_cov_11.437412_S46	1205
NODE_A611_length_786_cov_9.471086_S46	797
NODE_A616_length_782_cov_21.656738_S46	718
NODE_A619_length_781_cov_3.963068_S46	728
NODE_A623_length_780_cov_13.429587_S46	640
NODE_A624_length_780_cov_11.714083_S46	815
NODE_A633_length_776_cov_11.894134_S46	2020
NODE_A635_length_774_cov_5.565280_S46	671
NODE_C5_length_773_cov_0.724138_S46	1598
NODE_A646_length_771_cov_10.979827_S46	1623
NODE_B88_length_770_cov_3.170274_S46	673
NODE_A667_length_765_cov_12.905523_S46	1155
NODE_C7_length_765_cov_1.191860_S46	9132
NODE_A681_length_763_cov_4.967930_S46	2780
NODE_A685_length_761_cov_53.054094_S46	664
NODE_A686_length_761_cov_14.239766_S46	627
NODE_A692_length_759_cov_23.375367_S46	660
NODE_A693_length_759_cov_19.511730_S46	1594
NODE_A706_length_754_cov_5.750369_S46	1082
NODE_A712_length_751_cov_5.919881_S46	2026
NODE_B91_length_750_cov_10.346211_S46	702
NODE_A714_length_749_cov_6.026786_S46	1119
NODE_A717_length_748_cov_11.649776_S46	880
NODE_A725_length_745_cov_10.989521_S46	607
NODE_A727_length_744_cov_11.140930_S46	763
NODE_B96_length_744_cov_6.712144_S46	3996
NODE_A729_length_743_cov_17.984985_S46	1490
NODE_A733_length_742_cov_6.375940_S46	1104
NODE_A739_length_741_cov_1.933735_S46	1091
NODE_A749_length_736_cov_17.500759_S46	871
NODE_A752_length_736_cov_6.637329_S46	827
NODE_A753_length_736_cov_5.165402_S46	636
NODE_B103_length_732_cov_4.209160_S46	827
NODE_B105_length_729_cov_3.352761_S46	520
NODE_B106_length_727_cov_4.250769_S46	2521
NODE_B109_length_726_cov_2.402157_S46	2452
NODE_A786_length_724_cov_11.774343_S46	573
NODE_A790_length_723_cov_29.600619_S46	1000
NODE_A799_length_721_cov_17.720497_S46	1322
NODE_A801_length_721_cov_9.982919_S46	1265
NODE_A808_length_718_cov_9.335413_S46	1563
NODE_B111_length_718_cov_15.432137_S46	4596
NODE_B114_length_717_cov_5.381250_S46	3382
NODE_B116_length_716_cov_3.719875_S46	938
NODE_A817_length_715_cov_27.128527_S46	1337
NODE_A822_length_714_cov_12.722135_S46	637
NODE_A823_length_714_cov_12.028257_S46	1158
NODE_A827_length_713_cov_17.496855_S46	1410
NODE_A828_length_713_cov_17.180818_S46	1440
NODE_A832_length_712_cov_5.472441_S46	928
NODE_B123_length_709_cov_4.911392_S46	7586
NODE_A846_length_707_cov_3.076190_S46	613
NODE_A851_length_705_cov_7.640127_S46	1647
NODE_A852_length_705_cov_7.087580_S46	592
NODE_C9_length_705_cov_0.550955_S46	4690
NODE_A857_length_703_cov_13.514377_S46	1267
NODE_A860_length_703_cov_2.592652_S46	2213
NODE_A861_length_702_cov_49.668800_S46	1536
NODE_B128_length_702_cov_9.587200_S46	3026
NODE_B129_length_701_cov_25.592949_S46	3345
NODE_A880_length_697_cov_15.488710_S46	895
NODE_A882_length_697_cov_5.495161_S46	573
NODE_A885_length_696_cov_7.169628_S46	1098
NODE_A893_length_694_cov_42.884927_S46	1057
NODE_A894_length_693_cov_5.993506_S46	1023
NODE_A895_length_692_cov_44.926829_S46	3446
NODE_A900_length_691_cov_49.324104_S46	1749
NODE_B135_length_691_cov_6.592834_S46	1001
NODE_B138_length_691_cov_1.817590_S46	467
NODE_A905_length_689_cov_19.140523_S46	1500
NODE_C11_length_689_cov_1.374183_S46	4163
NODE_A911_length_687_cov_9.375410_S46	1270
NODE_A918_length_686_cov_4.819376_S46	590
NODE_A923_length_684_cov_10.464580_S46	886
NODE_A929_length_682_cov_6.728926_S46	1091
NODE_A937_length_680_cov_13.656716_S46	1863
NODE_A943_length_678_cov_16.826955_S46	1480
NODE_A945_length_678_cov_5.657238_S46	2143
NODE_A956_length_676_cov_28.415693_S46	1001
NODE_B146_length_676_cov_30.824708_S46	13130
NODE_B147_length_676_cov_4.504174_S46	1502
NODE_A959_length_675_cov_7.140468_S46	1329
NODE_A966_length_674_cov_5.127303_S46	634
NODE_B149_length_674_cov_27.546064_S46	9909
NODE_B150_length_674_cov_12.038526_S46	692
NODE_B152_length_670_cov_5.204047_S46	2874
NODE_A985_length_669_cov_9.113176_S46	672
NODE_A990_length_668_cov_16.976311_S46	2157
NODE_A991_length_668_cov_10.109983_S46	1070
NODE_B157_length_668_cov_4.296108_S46	3460
NODE_B158_length_667_cov_13.174576_S46	4149
NODE_B160_length_666_cov_2.353141_S46	770
NODE_B162_length_664_cov_15.567291_S46	15170
NODE_B163_length_661_cov_16.698630_S46	2785
NODE_A1023_length_660_cov_5.777015_S46	1148
NODE_A1025_length_660_cov_2.262436_S46	628
NODE_C14_length_660_cov_0.427101_S46	2042
NODE_A1028_length_659_cov_20.692440_S46	1911
NODE_B164_length_659_cov_8.878007_S46	2764
NODE_A1036_length_658_cov_14.810671_S46	556
NODE_B167_length_658_cov_3.235800_S46	1084
NODE_B169_length_655_cov_5.129758_S46	2501
NODE_B170_length_655_cov_4.448097_S46	2514
NODE_A1056_length_653_cov_9.703125_S46	737
NODE_A1065_length_651_cov_21.681185_S46	1347
NODE_B177_length_651_cov_4.991289_S46	3507
NODE_B179_length_650_cov_11.368237_S46	1168
NODE_A1075_length_649_cov_3.685315_S46	1576
NODE_A1080_length_647_cov_8.142105_S46	1601
NODE_B182_length_647_cov_4.503509_S46	899
NODE_A1084_length_646_cov_21.787346_S46	517
NODE_B184_length_645_cov_3.121479_S46	2195
NODE_A1097_length_644_cov_43.539683_S46	1405
NODE_A1105_length_643_cov_4.614841_S46	593
NODE_B189_length_643_cov_2.215548_S46	3914
NODE_A1109_length_642_cov_5.534513_S46	648
NODE_A1121_length_640_cov_10.417407_S46	1330
NODE_A1126_length_639_cov_6.448399_S46	2367
NODE_A1127_length_639_cov_3.322064_S46	574
NODE_A1139_length_637_cov_7.446429_S46	449
NODE_A1141_length_637_cov_4.419643_S46	599
NODE_B194_length_637_cov_5.641071_S46	1452
NODE_A1147_length_636_cov_14.497317_S46	521
NODE_A1150_length_636_cov_4.318426_S46	749
NODE_A1151_length_636_cov_4.218247_S46	1168
NODE_A1153_length_635_cov_11.544803_S46	567
NODE_B198_length_633_cov_3.109712_S46	801
NODE_B199_length_633_cov_2.073741_S46	627
NODE_A1176_length_631_cov_11.709386_S46	685
NODE_A1179_length_631_cov_3.422383_S46	836
NODE_A1188_length_629_cov_18.012681_S46	834
NODE_A1189_length_629_cov_16.170290_S46	487
NODE_A1193_length_629_cov_7.527174_S46	1060
NODE_B206_length_629_cov_1.400362_S46	2412
NODE_A1198_length_628_cov_5.168784_S46	1344
NODE_B211_length_627_cov_1.394545_S46	2181
NODE_A1205_length_626_cov_3.692168_S46	983
NODE_B212_length_626_cov_4.249545_S46	1504
NODE_B213_length_626_cov_2.023679_S46	2174
NODE_A1207_length_625_cov_18.494526_S46	702
NODE_B215_length_625_cov_11.543796_S46	4846
NODE_B216_length_624_cov_1.084095_S46	491
NODE_A1217_length_623_cov_6.223443_S46	512
NODE_A1219_length_623_cov_3.794872_S46	916
NODE_B218_length_623_cov_4.313187_S46	1064
NODE_A1227_length_620_cov_16.788214_S46	4116
NODE_A1228_length_620_cov_6.370166_S46	1088
NODE_A1235_length_619_cov_36.429889_S46	595
NODE_A1239_length_618_cov_8.018484_S46	695
NODE_A1241_length_618_cov_4.913124_S46	746
NODE_B222_length_618_cov_5.800370_S46	2199
NODE_A1246_length_617_cov_43.272222_S46	976
NODE_A1247_length_617_cov_21.407407_S46	1394
NODE_A1248_length_617_cov_5.007407_S46	617
NODE_A1256_length_616_cov_4.729128_S46	551
NODE_A1263_length_615_cov_4.847584_S46	2707
NODE_A1277_length_612_cov_20.871028_S46	581
NODE_A1279_length_612_cov_4.336449_S46	555
NODE_A1280_length_612_cov_2.736449_S46	612
NODE_B230_length_612_cov_3.368224_S46	2100
NODE_A1293_length_610_cov_18.069418_S46	1357
NODE_A1294_length_610_cov_5.911820_S46	1261
NODE_A1295_length_610_cov_4.714822_S46	814
NODE_A1296_length_610_cov_4.527205_S46	730
NODE_A1308_length_608_cov_67.203390_S46	1765
NODE_A1311_length_608_cov_3.561205_S46	1134
NODE_A1317_length_607_cov_10.220755_S46	567
NODE_B238_length_607_cov_4.513208_S46	1337
NODE_A1321_length_606_cov_16.311909_S46	640
NODE_A1322_length_606_cov_12.975425_S46	906
NODE_A1323_length_606_cov_10.236295_S46	426
NODE_A1328_length_605_cov_9.314394_S46	1154
NODE_A1329_length_605_cov_3.375000_S46	794
NODE_A1330_length_605_cov_3.130682_S46	781
NODE_A1333_length_604_cov_13.829222_S46	624
NODE_A1334_length_604_cov_6.870968_S46	516
NODE_B243_length_604_cov_1.462998_S46	1011
NODE_B245_length_603_cov_1.541825_S46	748
NODE_A1350_length_601_cov_7.211832_S46	571
NODE_B250_length_600_cov_2.810707_S46	954
NODE_C19_length_597_cov_4.236538_S46	4813
NODE_B258_length_596_cov_1.348748_S46	746
NODE_A1378_length_595_cov_27.664093_S46	438
NODE_B260_length_595_cov_2.488417_S46	1390
NODE_A1386_length_594_cov_7.437137_S46	916
NODE_B262_length_593_cov_4.856589_S46	5947
NODE_B264_length_593_cov_3.083333_S46	485
NODE_B265_length_592_cov_7.291262_S46	16637
NODE_B266_length_592_cov_3.549515_S46	1657
NODE_A1402_length_591_cov_10.334630_S46	4372
NODE_B267_length_590_cov_1.676413_S46	1216
NODE_A1420_length_589_cov_4.580078_S46	672
NODE_A1421_length_589_cov_3.191406_S46	966
NODE_B271_length_588_cov_5.604697_S46	5655
NODE_A1429_length_587_cov_16.105882_S46	505
NODE_A1431_length_587_cov_6.378431_S46	457
NODE_A1450_length_584_cov_17.437870_S46	645
NODE_A1453_length_584_cov_6.140039_S46	924
NODE_A1454_length_584_cov_4.650888_S46	1348
NODE_B283_length_581_cov_2.103175_S46	630
NODE_A1477_length_580_cov_11.111332_S46	819
NODE_A1480_length_580_cov_4.125249_S46	684
NODE_A1485_length_579_cov_14.364542_S46	1143
NODE_A1489_length_579_cov_4.762948_S46	1337
NODE_B290_length_579_cov_0.808765_S46	1538
NODE_A1494_length_578_cov_14.750499_S46	1067
NODE_A1496_length_578_cov_5.223553_S46	484
NODE_B292_length_578_cov_1.750499_S46	406
NODE_A1504_length_577_cov_4.852000_S46	1351
NODE_B293_length_577_cov_1.852000_S46	699
NODE_B295_length_577_cov_0.854000_S46	682
NODE_A1526_length_575_cov_4.054217_S46	1216
NODE_A1527_length_575_cov_3.524096_S46	995
NODE_A1540_length_573_cov_7.832661_S46	1132
NODE_A1542_length_573_cov_4.169355_S46	1089
NODE_A1550_length_572_cov_4.656566_S46	453
NODE_A1551_length_572_cov_3.957576_S46	465
NODE_A1558_length_571_cov_16.447368_S46	437
NODE_B304_length_571_cov_3.969636_S46	2523
NODE_B305_length_571_cov_3.410931_S46	770
NODE_A1573_length_570_cov_4.523327_S46	854
NODE_B308_length_569_cov_8.656504_S46	740
NODE_C24_length_569_cov_2.109756_S46	1938
NODE_A1586_length_568_cov_3.417515_S46	659
NODE_A1593_length_567_cov_8.316327_S46	443
NODE_A1597_length_567_cov_2.240816_S46	737
NODE_B310_length_567_cov_2.677551_S46	441
NODE_A1600_length_566_cov_8.646217_S46	2914
NODE_A1601_length_566_cov_3.799591_S46	568
NODE_A1604_length_565_cov_13.014344_S46	1219
NODE_A1606_length_565_cov_9.844262_S46	1820
NODE_A1607_length_565_cov_7.290984_S46	743
NODE_A1608_length_565_cov_5.245902_S46	1237
NODE_A1611_length_565_cov_3.608607_S46	451
NODE_C25_length_563_cov_2.020576_S46	854
NODE_A1637_length_562_cov_7.703093_S46	1589
NODE_B318_length_562_cov_3.463918_S46	532
NODE_B319_length_562_cov_1.606186_S46	481
NODE_A1647_length_561_cov_5.099174_S46	583
NODE_B321_length_561_cov_3.369835_S46	817
NODE_B322_length_560_cov_3.204969_S46	796
NODE_A1660_length_559_cov_19.195021_S46	605
NODE_A1662_length_559_cov_2.705394_S46	796
NODE_A1668_length_558_cov_3.679834_S46	597
NODE_A1671_length_558_cov_3.114345_S46	680
NODE_A1676_length_557_cov_12.808333_S46	994
NODE_A1683_length_556_cov_15.613779_S46	1489
NODE_B324_length_556_cov_0.931106_S46	612
NODE_A1694_length_555_cov_18.225941_S46	1431
NODE_A1703_length_555_cov_2.495816_S46	2597
NODE_A1706_length_554_cov_6.209644_S46	603
NODE_A1738_length_551_cov_20.147679_S46	1002
NODE_A1740_length_551_cov_13.257384_S46	1011
NODE_C27_length_551_cov_1.204641_S46	458
NODE_A1754_length_550_cov_6.308668_S46	860
NODE_B336_length_550_cov_11.359408_S46	5431
NODE_A1770_length_549_cov_3.629237_S46	499
NODE_B339_length_549_cov_2.362288_S46	1297
NODE_B340_length_549_cov_2.360169_S46	637
NODE_C28_length_549_cov_2.436441_S46	9781
NODE_C29_length_547_cov_5.782979_S46	24878
NODE_A1791_length_546_cov_10.633262_S46	646
NODE_A1793_length_546_cov_5.729211_S46	668
NODE_A1803_length_545_cov_15.690171_S46	3290
NODE_A1806_length_545_cov_4.790598_S46	625
NODE_B348_length_545_cov_1.358974_S46	1451
NODE_A1818_length_544_cov_38.678801_S46	2313
NODE_A1825_length_544_cov_5.447537_S46	840
NODE_A1831_length_544_cov_1.967880_S46	476
NODE_B349_length_544_cov_14.447537_S46	20457
NODE_A1834_length_543_cov_28.081545_S46	614
NODE_A1836_length_543_cov_9.109442_S46	771
NODE_A1839_length_543_cov_3.997854_S46	493
NODE_A1840_length_543_cov_3.585837_S46	1657
NODE_B351_length_543_cov_2.875536_S46	1320
NODE_A1851_length_542_cov_5.354839_S46	2060
NODE_B355_length_542_cov_4.739785_S46	651
NODE_A1862_length_541_cov_9.075431_S46	504
NODE_B357_length_541_cov_3.144397_S46	1522
NODE_A1872_length_539_cov_12.978355_S46	568
NODE_A1873_length_539_cov_10.047619_S46	584
NODE_B367_length_539_cov_1.995671_S46	1243
NODE_A1885_length_538_cov_12.284165_S46	430
NODE_A1887_length_538_cov_2.932755_S46	3107
NODE_B370_length_538_cov_2.939262_S46	667
NODE_B371_length_538_cov_1.470716_S46	505
NODE_B372_length_538_cov_1.418655_S46	481
NODE_A1895_length_537_cov_3.480435_S46	573
NODE_A1911_length_536_cov_3.130719_S46	707
NODE_A1919_length_535_cov_7.275109_S46	947
NODE_B376_length_535_cov_2.718341_S46	1644
NODE_B377_length_535_cov_1.759825_S46	878
NODE_A1927_length_534_cov_4.207877_S46	443
NODE_B378_length_534_cov_3.054705_S46	1064
NODE_B379_length_533_cov_4.982456_S46	1589
NODE_A1942_length_532_cov_17.202198_S46	734
NODE_A1946_length_532_cov_3.635165_S46	452
NODE_B382_length_532_cov_10.000000_S46	2210
NODE_B383_length_531_cov_8.226872_S46	8703
NODE_A1969_length_530_cov_3.929360_S46	793
NODE_A1970_length_530_cov_3.827815_S46	763
NODE_A1975_length_529_cov_3.674779_S46	2741
NODE_B386_length_529_cov_1.670354_S46	786
NODE_B387_length_529_cov_1.015487_S46	539
NODE_A1985_length_528_cov_7.523282_S46	380
NODE_A1986_length_528_cov_6.671840_S46	1004
NODE_A1997_length_527_cov_4.864444_S46	724
NODE_A2023_length_525_cov_15.408482_S46	592
NODE_A2025_length_525_cov_9.750000_S46	1854
NODE_A2027_length_525_cov_8.031250_S46	426
NODE_A2028_length_525_cov_4.404018_S46	429
NODE_A2031_length_525_cov_3.162946_S46	826
NODE_A2032_length_525_cov_3.075893_S46	1581
NODE_A2035_length_525_cov_2.683036_S46	1710
NODE_B398_length_524_cov_4.080537_S46	615
NODE_B400_length_524_cov_1.901566_S46	600
NODE_A2055_length_523_cov_10.605381_S46	542
NODE_A2056_length_523_cov_9.937220_S46	513
NODE_A2059_length_523_cov_4.755605_S46	626
NODE_B403_length_523_cov_4.336323_S46	598
NODE_A2069_length_522_cov_3.984270_S46	508
NODE_A2073_length_522_cov_2.851685_S46	741
NODE_B405_length_522_cov_2.438202_S46	475
NODE_A2081_length_521_cov_18.761261_S46	942
NODE_A2112_length_519_cov_2.022624_S46	921
NODE_B413_length_519_cov_1.262443_S46	472
NODE_A2116_length_518_cov_14.501134_S46	696
NODE_A2135_length_517_cov_4.318182_S46	628
NODE_A2145_length_516_cov_6.425968_S46	596
NODE_B428_length_516_cov_0.936219_S46	606
NODE_A2153_length_515_cov_7.388128_S46	528
NODE_A2163_length_514_cov_9.107551_S46	1102
NODE_A2168_length_514_cov_3.121281_S46	683
NODE_B431_length_514_cov_2.867277_S46	1248
NODE_A2175_length_513_cov_14.169725_S46	866
NODE_A2177_length_513_cov_7.364679_S46	651
NODE_A2178_length_513_cov_6.639908_S46	476
NODE_A2179_length_513_cov_5.997706_S46	555
NODE_A2189_length_513_cov_1.509174_S46	2305
NODE_A2191_length_512_cov_211.862069_S46	2643
NODE_A2193_length_512_cov_8.659770_S46	533
NODE_A2205_length_511_cov_18.193548_S46	621
NODE_A2206_length_511_cov_12.004608_S46	925
NODE_A2208_length_511_cov_9.237327_S46	987
NODE_A2218_length_511_cov_2.907834_S46	777
NODE_A2219_length_511_cov_2.794931_S46	2111
NODE_B438_length_511_cov_12.808756_S46	7874
NODE_B439_length_511_cov_4.145161_S46	1563
NODE_B445_length_510_cov_0.960739_S46	463
NODE_A2250_length_509_cov_2.942130_S46	1065
NODE_B446_length_509_cov_3.594907_S46	2010
NODE_B448_length_509_cov_2.155093_S46	915
NODE_A2262_length_508_cov_4.250580_S46	863
NODE_B456_length_508_cov_10.044084_S46	4875
NODE_C37_length_508_cov_1.651972_S46	1697
NODE_A2275_length_507_cov_4.309302_S46	827
NODE_B462_length_507_cov_3.830233_S46	529
NODE_A2284_length_506_cov_7.734266_S46	1007
NODE_A2285_length_506_cov_7.724942_S46	826
NODE_A2286_length_506_cov_7.268065_S46	830
NODE_B464_length_506_cov_2.440559_S46	643
NODE_A2301_length_505_cov_5.147196_S46	369
NODE_C39_length_505_cov_1.060748_S46	1474
NODE_A2313_length_504_cov_9.758782_S46	1774
NODE_A2316_length_504_cov_5.081967_S46	474
NODE_A2317_length_504_cov_4.053864_S46	826
NODE_A2318_length_504_cov_4.032787_S46	693
NODE_A2319_length_504_cov_3.332553_S46	565
NODE_B469_length_504_cov_1.768150_S46	391
NODE_C40_length_504_cov_2.627635_S46	7737
NODE_C41_length_504_cov_0.889930_S46	863
NODE_A2325_length_503_cov_20.096244_S46	446
NODE_A2330_length_503_cov_5.403756_S46	429
NODE_A2333_length_503_cov_3.882629_S46	526
NODE_A2352_length_502_cov_3.261176_S46	434
NODE_A2354_length_502_cov_2.837647_S46	636
NODE_B474_length_502_cov_7.291765_S46	881
NODE_A2374_length_500_cov_18.813239_S46	3528
NODE_B482_length_500_cov_3.070922_S46	1638
NODE_A10_length_2654_cov_27.184323_S48	4460
NODE_A13_length_2352_cov_19.056703_S48	3638
NODE_A14_length_2326_cov_50.461538_S48	2487
NODE_B1_length_2284_cov_3.932488_S48	3088
NODE_A17_length_2152_cov_24.268434_S48	4004
NODE_A21_length_2084_cov_53.416542_S48	3542
NODE_A43_length_1772_cov_30.045428_S48	2009
NODE_A58_length_1632_cov_26.094534_S48	1907
NODE_A69_length_1558_cov_14.827819_S48	1240
NODE_A75_length_1514_cov_23.288796_S48	1687
NODE_A80_length_1489_cov_8.677762_S48	1732
NODE_A92_length_1399_cov_15.275340_S48	2163
NODE_A94_length_1386_cov_7.307869_S48	1071
NODE_A103_length_1369_cov_18.122291_S48	2198
NODE_A108_length_1351_cov_11.262951_S48	1899
NODE_A121_length_1276_cov_16.804003_S48	1033
NODE_A132_length_1246_cov_59.326775_S48	1802
NODE_B6_length_1229_cov_6.218750_S48	2860
NODE_A141_length_1213_cov_7.997359_S48	1166
NODE_A153_length_1183_cov_11.631103_S48	1087
NODE_A156_length_1177_cov_21.570000_S48	2813
NODE_A159_length_1170_cov_12.387923_S48	1485
NODE_A162_length_1165_cov_9.759191_S48	2375
NODE_A163_length_1163_cov_15.015654_S48	1459
NODE_A167_length_1150_cov_22.857409_S48	2880
NODE_A168_length_1148_cov_8.292250_S48	1346
NODE_A169_length_1141_cov_13.111842_S48	1333
NODE_A173_length_1133_cov_42.837121_S48	2839
NODE_A186_length_1104_cov_13.868549_S48	854
NODE_A189_length_1096_cov_21.111874_S48	1235
NODE_A191_length_1094_cov_9.281219_S48	1033
NODE_A196_length_1068_cov_13.067608_S48	1124
NODE_A199_length_1058_cov_17.931702_S48	1327
NODE_A202_length_1054_cov_10.372569_S48	747
NODE_A204_length_1051_cov_17.865503_S48	757
NODE_B12_length_1047_cov_1.263918_S48	1074
NODE_A216_length_1024_cov_8.414995_S48	1594
NODE_A218_length_1021_cov_13.788136_S48	1400
NODE_A219_length_1021_cov_12.007415_S48	808
NODE_A222_length_1019_cov_12.625265_S48	2483
NODE_A224_length_1016_cov_10.640043_S48	1286
NODE_A225_length_1015_cov_16.133262_S48	949
NODE_A228_length_1004_cov_10.631068_S48	791
NODE_B15_length_1002_cov_4.957838_S48	1929
NODE_A232_length_1000_cov_6.773564_S48	1008
NODE_B19_length_974_cov_4.409142_S48	1645
