magnitudes	CF6_6
NODE_A1496_length_602_cov_5.171429_S36	1084
NODE_B499_length_602_cov_2.632381_S36	1957
NODE_A1504_length_601_cov_16.994275_S36	908
NODE_A1509_length_601_cov_4.711832_S36	1294
NODE_A1514_length_601_cov_3.276718_S36	1227
NODE_B502_length_601_cov_1.793893_S36	3019
NODE_A1521_length_600_cov_14.938815_S36	691
NODE_A1522_length_600_cov_7.365201_S36	1390
NODE_A1523_length_600_cov_3.806883_S36	692
NODE_A1524_length_600_cov_3.022945_S36	930
NODE_A1528_length_599_cov_8.455939_S36	501
NODE_A1537_length_599_cov_2.383142_S36	593
NODE_A1538_length_598_cov_49.798464_S36	1634
NODE_A1540_length_598_cov_20.575816_S36	15448
NODE_B506_length_598_cov_25.518234_S36	4542
NODE_B508_length_598_cov_2.481766_S36	2173
NODE_A1543_length_597_cov_23.532692_S36	2390
NODE_A1544_length_597_cov_13.144231_S36	448
NODE_A1545_length_597_cov_8.959615_S36	1313
NODE_A1548_length_597_cov_5.517308_S36	819
NODE_A1549_length_597_cov_5.194231_S36	1103
NODE_A1550_length_597_cov_5.059615_S36	521
NODE_A1559_length_596_cov_8.263969_S36	586
NODE_A1561_length_596_cov_7.296724_S36	507
NODE_A1562_length_596_cov_6.924855_S36	1504
NODE_A1563_length_596_cov_5.080925_S36	955
NODE_A1571_length_595_cov_20.306950_S36	1217
NODE_A1573_length_595_cov_9.131274_S36	439
NODE_A1577_length_595_cov_4.405405_S36	635
NODE_A1578_length_595_cov_3.445946_S36	1011
NODE_B512_length_595_cov_5.260618_S36	1883
NODE_A1585_length_594_cov_6.251451_S36	664
NODE_A1586_length_594_cov_4.456480_S36	1533
NODE_A1587_length_594_cov_4.205029_S36	545
NODE_A1596_length_594_cov_1.336557_S36	930
NODE_B517_length_594_cov_4.450677_S36	2048
NODE_A1600_length_593_cov_12.507752_S36	697
NODE_A1604_length_593_cov_7.279070_S36	418
NODE_A1606_length_593_cov_5.968992_S36	1241
NODE_A1609_length_593_cov_2.236434_S36	552
NODE_C27_length_593_cov_1.428295_S36	4186
NODE_A1611_length_592_cov_33.580583_S36	454
NODE_A1612_length_592_cov_15.792233_S36	551
NODE_A1613_length_592_cov_14.539806_S36	1237
NODE_A1617_length_592_cov_3.147573_S36	624
NODE_A1618_length_592_cov_2.858252_S36	1041
NODE_A1624_length_591_cov_7.418288_S36	1097
NODE_A1625_length_591_cov_4.817121_S36	575
NODE_A1631_length_591_cov_3.136187_S36	924
NODE_A1634_length_591_cov_3.085603_S36	806
NODE_A1635_length_591_cov_3.031128_S36	925
NODE_A1637_length_591_cov_2.608949_S36	3529
NODE_B524_length_591_cov_2.266537_S36	630
NODE_A1647_length_590_cov_1.495127_S36	723
NODE_B525_length_590_cov_7.382066_S36	1643
NODE_A1648_length_589_cov_31.636719_S36	2493
NODE_A1651_length_589_cov_6.291016_S36	5906
NODE_B529_length_589_cov_1.167969_S36	678
NODE_B530_length_589_cov_1.056641_S36	580
NODE_B531_length_589_cov_1.029297_S36	468
NODE_A1663_length_588_cov_4.046967_S36	930
NODE_A1664_length_588_cov_3.136986_S36	851
NODE_A1668_length_587_cov_21.576471_S36	873
NODE_A1671_length_587_cov_7.601961_S36	879
NODE_A1672_length_587_cov_7.192157_S36	517
NODE_A1673_length_587_cov_5.029412_S36	496
NODE_A1676_length_587_cov_3.564706_S36	899
NODE_A1680_length_587_cov_1.166667_S36	812
NODE_A1682_length_586_cov_6.915521_S36	2770
NODE_A1683_length_586_cov_5.646365_S36	585
NODE_B537_length_586_cov_0.662083_S36	707
NODE_A1694_length_585_cov_12.407480_S36	2525
NODE_A1695_length_585_cov_5.564961_S36	1032
NODE_A1696_length_585_cov_4.874016_S36	1323
NODE_A1699_length_585_cov_3.183071_S36	520
NODE_A1706_length_584_cov_25.591716_S36	583
NODE_A1707_length_584_cov_17.810651_S36	617
NODE_A1708_length_584_cov_9.493097_S36	464
NODE_A1709_length_584_cov_6.242604_S36	8148
NODE_B540_length_584_cov_5.266272_S36	2844
NODE_A1724_length_583_cov_5.697628_S36	577
NODE_A1726_length_583_cov_4.086957_S36	561
NODE_A1728_length_583_cov_3.731225_S36	847
NODE_A1729_length_583_cov_3.422925_S36	607
NODE_B543_length_583_cov_3.869565_S36	2998
NODE_B545_length_583_cov_1.223320_S36	627
NODE_A1735_length_582_cov_8.146535_S36	678
NODE_A1736_length_582_cov_8.071287_S36	953
NODE_A1741_length_582_cov_4.546535_S36	461
NODE_A1745_length_581_cov_28.470238_S36	2163
NODE_A1746_length_581_cov_13.115079_S36	3417
NODE_A1750_length_581_cov_5.529762_S36	562
NODE_B548_length_581_cov_5.678571_S36	14857
NODE_A1754_length_580_cov_96.697813_S36	1661
NODE_A1757_length_580_cov_6.375746_S36	1027
NODE_A1758_length_580_cov_5.683897_S36	5423
NODE_A1759_length_580_cov_5.332008_S36	3302
NODE_A1760_length_580_cov_4.109344_S36	954
NODE_A1765_length_580_cov_1.914513_S36	2661
NODE_B550_length_580_cov_5.314115_S36	5406
NODE_B551_length_580_cov_2.357853_S36	589
NODE_A1767_length_579_cov_4.352590_S36	907
NODE_B553_length_579_cov_4.659363_S36	5513
NODE_C34_length_579_cov_1.165339_S36	1479
NODE_A1776_length_578_cov_6.664671_S36	571
NODE_A1780_length_578_cov_4.171657_S36	664
NODE_A1782_length_578_cov_3.598802_S36	5547
NODE_A1783_length_578_cov_3.317365_S36	592
NODE_A1784_length_578_cov_3.285429_S36	1258
NODE_A1786_length_578_cov_2.878244_S36	636
NODE_A1794_length_577_cov_15.024000_S36	1125
NODE_A1797_length_577_cov_7.094000_S36	1007
NODE_A1799_length_577_cov_6.312000_S36	3224
NODE_A1801_length_577_cov_5.266000_S36	1101
NODE_C35_length_577_cov_2.756000_S36	3250
NODE_A1813_length_576_cov_12.629259_S36	927
NODE_A1814_length_576_cov_6.527054_S36	898
NODE_A1815_length_576_cov_5.985972_S36	33214
NODE_A1817_length_576_cov_4.440882_S36	820
NODE_A1823_length_575_cov_4.929719_S36	2456
NODE_A1824_length_575_cov_3.714859_S36	809
NODE_B567_length_575_cov_3.905622_S36	2668
NODE_B568_length_575_cov_3.387550_S36	2049
NODE_B570_length_575_cov_2.528112_S36	1325
NODE_A1829_length_574_cov_6.144869_S36	419
NODE_A1830_length_574_cov_5.931590_S36	663
NODE_A1832_length_574_cov_4.967807_S36	1046
NODE_A1836_length_574_cov_2.913481_S36	642
NODE_B572_length_574_cov_2.973843_S36	1269
NODE_B573_length_574_cov_0.897384_S36	875
NODE_A1845_length_573_cov_9.915323_S36	1669
NODE_A1849_length_573_cov_6.169355_S36	452
NODE_A1850_length_573_cov_5.417339_S36	6142
NODE_A1851_length_573_cov_5.290323_S36	896
NODE_A1859_length_572_cov_5.109091_S36	1043
NODE_A1861_length_572_cov_3.383838_S36	598
NODE_A1866_length_571_cov_21.157895_S36	4116
NODE_A1871_length_571_cov_9.894737_S36	613
NODE_A1873_length_571_cov_5.878543_S36	643
NODE_A1877_length_571_cov_4.457490_S36	613
NODE_A1879_length_571_cov_3.777328_S36	1113
NODE_A1888_length_570_cov_8.744422_S36	505
NODE_A1891_length_570_cov_4.803245_S36	842
NODE_B583_length_570_cov_4.823529_S36	6585
NODE_A1893_length_569_cov_141.333333_S36	2229
NODE_A1897_length_569_cov_4.308943_S36	559
NODE_A1899_length_569_cov_3.107724_S36	532
NODE_B587_length_569_cov_1.040650_S36	1034
NODE_A1910_length_568_cov_4.018330_S36	605
NODE_A1921_length_567_cov_8.551020_S36	631
NODE_A1922_length_567_cov_5.312245_S36	1107
NODE_A1925_length_567_cov_4.406122_S36	2211
NODE_A1930_length_567_cov_3.822449_S36	667
NODE_A1936_length_566_cov_33.378323_S36	381
NODE_A1937_length_566_cov_7.051125_S36	458
NODE_A1938_length_566_cov_5.274029_S36	1203
NODE_A1951_length_565_cov_4.678279_S36	926
NODE_B596_length_565_cov_2.936475_S36	1010
NODE_A1958_length_564_cov_8.841889_S36	645
NODE_A1959_length_564_cov_5.689938_S36	2929
NODE_A1964_length_564_cov_3.763860_S36	453
NODE_B601_length_564_cov_4.702259_S36	6623
NODE_A1972_length_563_cov_17.567901_S36	1634
NODE_A1975_length_563_cov_9.825103_S36	961
NODE_A1991_length_562_cov_4.979381_S36	1147
NODE_A1997_length_562_cov_2.696907_S36	671
NODE_B604_length_562_cov_4.373196_S36	1884
NODE_B605_length_562_cov_2.437113_S36	455
NODE_B606_length_562_cov_1.035052_S36	1120
NODE_B607_length_562_cov_0.775258_S36	680
NODE_A2003_length_561_cov_13.845041_S36	1318
NODE_A2005_length_561_cov_8.115702_S36	5188
NODE_A2006_length_561_cov_5.570248_S36	1312
NODE_A2007_length_561_cov_5.487603_S36	1121
NODE_A2009_length_561_cov_4.324380_S36	573
NODE_A2014_length_561_cov_3.109504_S36	1371
NODE_B608_length_561_cov_5.163223_S36	1048
NODE_A2020_length_560_cov_9.488613_S36	595
NODE_A2025_length_560_cov_4.505176_S36	2027
NODE_A2026_length_560_cov_4.362319_S36	894
NODE_A2029_length_560_cov_4.175983_S36	930
NODE_A2034_length_560_cov_3.896480_S36	625
NODE_A2035_length_560_cov_3.730849_S36	769
NODE_B613_length_560_cov_8.351967_S36	5590
NODE_B615_length_560_cov_0.877847_S36	463
NODE_A2051_length_559_cov_7.919087_S36	642
NODE_A2067_length_558_cov_6.864865_S36	1760
NODE_A2068_length_558_cov_6.232848_S36	1264
NODE_A2070_length_558_cov_5.114345_S36	1955
NODE_A2077_length_558_cov_2.336798_S36	730
NODE_A2082_length_557_cov_10.222917_S36	859
NODE_A2086_length_557_cov_4.456250_S36	650
NODE_B621_length_557_cov_6.593750_S36	8432
NODE_B623_length_557_cov_4.247917_S36	3691
NODE_A2090_length_556_cov_13.137787_S36	1524
NODE_A2091_length_556_cov_7.849687_S36	504
NODE_A2092_length_556_cov_6.045929_S36	554
NODE_A2093_length_556_cov_5.826722_S36	3872
NODE_A2095_length_556_cov_4.567850_S36	1667
NODE_B627_length_556_cov_1.440501_S36	497
NODE_B628_length_556_cov_0.402923_S36	687
NODE_A2112_length_555_cov_6.382845_S36	827
NODE_A2113_length_555_cov_5.165272_S36	1812
NODE_A2114_length_555_cov_5.037657_S36	881
NODE_A2116_length_555_cov_3.857741_S36	1095
NODE_A2117_length_555_cov_3.640167_S36	532
NODE_B629_length_555_cov_5.960251_S36	3412
NODE_A2125_length_554_cov_12.454927_S36	931
NODE_A2130_length_554_cov_5.218029_S36	517
NODE_A2131_length_554_cov_4.893082_S36	820
NODE_A2133_length_554_cov_4.637317_S36	590
NODE_A2135_length_554_cov_4.012579_S36	1510
NODE_A2136_length_554_cov_3.987421_S36	616
NODE_A2138_length_554_cov_3.524109_S36	437
NODE_B636_length_554_cov_1.844864_S36	540
NODE_B637_length_554_cov_1.737945_S36	776
NODE_A2154_length_553_cov_3.460084_S36	796
NODE_A2164_length_552_cov_4.726316_S36	1084
NODE_A2165_length_552_cov_4.315789_S36	697
NODE_A2167_length_552_cov_4.075789_S36	1105
NODE_A2170_length_552_cov_3.511579_S36	704
NODE_A2182_length_551_cov_6.360759_S36	481
NODE_A2183_length_551_cov_5.042194_S36	952
NODE_A2187_length_551_cov_3.786920_S36	592
NODE_A2188_length_551_cov_3.632911_S36	1433
NODE_C42_length_551_cov_0.727848_S36	704
NODE_A2204_length_550_cov_2.845666_S36	3765
NODE_A2205_length_550_cov_1.841438_S36	671
NODE_A2206_length_550_cov_1.756871_S36	1201
NODE_C43_length_550_cov_1.930233_S36	10325
NODE_A2209_length_549_cov_4.254237_S36	450
NODE_A2214_length_549_cov_2.925847_S36	2222
NODE_A2215_length_549_cov_2.105932_S36	799
NODE_A2221_length_548_cov_4.256900_S36	617
NODE_A2225_length_548_cov_3.770701_S36	395
NODE_B651_length_548_cov_1.161359_S36	401
NODE_A2233_length_547_cov_7.723404_S36	1126
NODE_A2235_length_547_cov_7.342553_S36	488
NODE_A2241_length_547_cov_3.555319_S36	467
NODE_B653_length_547_cov_37.387234_S36	13363
NODE_A2251_length_546_cov_5.240938_S36	5008
NODE_A2253_length_546_cov_4.110874_S36	539
NODE_A2255_length_546_cov_3.198294_S36	1445
NODE_A2260_length_546_cov_2.481876_S36	443
NODE_A2261_length_546_cov_2.353945_S36	816
NODE_B659_length_546_cov_6.006397_S36	2503
NODE_B662_length_546_cov_1.010661_S36	767
NODE_A2267_length_545_cov_10.991453_S36	611
NODE_A2268_length_545_cov_6.181624_S36	673
NODE_B663_length_545_cov_5.141026_S36	2745
NODE_A2278_length_544_cov_6.098501_S36	570
NODE_A2280_length_544_cov_4.057816_S36	802
NODE_A2282_length_544_cov_3.940043_S36	1656
NODE_A2285_length_544_cov_3.261242_S36	909
NODE_A2289_length_544_cov_2.357602_S36	659
NODE_A2293_length_543_cov_41.901288_S36	1389
NODE_A2296_length_543_cov_11.592275_S36	1869
NODE_A2297_length_543_cov_9.879828_S36	458
NODE_A2299_length_543_cov_5.218884_S36	442
NODE_A2300_length_543_cov_5.206009_S36	746
NODE_A2308_length_543_cov_1.332618_S36	532
NODE_B667_length_543_cov_6.302575_S36	2711
NODE_B669_length_543_cov_3.345494_S36	802
NODE_A2310_length_542_cov_17.161290_S36	1303
NODE_A2317_length_542_cov_3.703226_S36	964
NODE_B671_length_542_cov_4.591398_S36	3413
NODE_A2329_length_541_cov_3.094828_S36	2536
NODE_A2331_length_541_cov_2.728448_S36	3997
NODE_B677_length_541_cov_13.006466_S36	8016
NODE_A2343_length_540_cov_4.462203_S36	409
NODE_A2344_length_540_cov_4.237581_S36	1014
NODE_A2345_length_540_cov_4.056156_S36	2796
NODE_A2358_length_539_cov_22.435065_S36	509
NODE_A2359_length_539_cov_13.870130_S36	708
NODE_A2360_length_539_cov_7.911255_S36	1413
NODE_A2361_length_539_cov_6.402597_S36	604
NODE_A2364_length_539_cov_5.415584_S36	1197
NODE_A2365_length_539_cov_4.699134_S36	693
NODE_A2366_length_539_cov_4.538961_S36	2246
NODE_A2367_length_539_cov_4.329004_S36	1424
NODE_A2377_length_539_cov_2.365801_S36	1915
NODE_A2383_length_538_cov_11.462039_S36	583
NODE_A2388_length_538_cov_5.232104_S36	625
NODE_A2390_length_538_cov_4.583514_S36	490
NODE_A2392_length_538_cov_4.088937_S36	1113
NODE_A2393_length_538_cov_4.021692_S36	493
NODE_B690_length_538_cov_1.255965_S36	489
NODE_A2408_length_537_cov_12.500000_S36	579
NODE_A2410_length_537_cov_5.997826_S36	1010
NODE_A2411_length_537_cov_5.915217_S36	1701
NODE_A2412_length_537_cov_5.663043_S36	1362
NODE_A2419_length_537_cov_4.000000_S36	756
NODE_A2423_length_537_cov_3.404348_S36	761
NODE_B692_length_537_cov_9.760870_S36	11614
NODE_B694_length_537_cov_5.513043_S36	2038
NODE_A2435_length_536_cov_13.692810_S36	608
NODE_A2440_length_536_cov_5.995643_S36	465
NODE_A2442_length_536_cov_5.601307_S36	3227
NODE_A2450_length_536_cov_3.409586_S36	652
NODE_A2454_length_536_cov_2.444444_S36	1955
NODE_A2461_length_535_cov_5.170306_S36	1270
NODE_A2462_length_535_cov_4.875546_S36	644
NODE_A2463_length_535_cov_4.810044_S36	985
NODE_A2467_length_535_cov_3.146288_S36	605
NODE_A2472_length_535_cov_2.183406_S36	893
NODE_B701_length_535_cov_20.355895_S36	4155
NODE_A2482_length_534_cov_5.809628_S36	1278
NODE_A2483_length_534_cov_5.312910_S36	1114
NODE_B706_length_534_cov_20.761488_S36	12065
NODE_B707_length_534_cov_2.404814_S36	586
NODE_B708_length_534_cov_2.137856_S36	5501
NODE_A2493_length_533_cov_29.728070_S36	947
NODE_A2494_length_533_cov_11.855263_S36	2396
NODE_A2497_length_533_cov_4.631579_S36	4036
NODE_A2498_length_533_cov_4.570175_S36	543
NODE_A2499_length_533_cov_4.182018_S36	703
NODE_A2500_length_533_cov_4.067982_S36	457
NODE_A2503_length_533_cov_3.065789_S36	751
NODE_B711_length_533_cov_5.921053_S36	1235
NODE_B713_length_533_cov_2.885965_S36	1614
NODE_B716_length_533_cov_1.489035_S36	712
NODE_A2513_length_532_cov_7.430769_S36	918
NODE_A2516_length_532_cov_5.232967_S36	614
NODE_A2518_length_532_cov_4.846154_S36	1389
NODE_A2521_length_532_cov_3.571429_S36	1000
NODE_A2523_length_532_cov_3.402198_S36	1106
NODE_A2524_length_532_cov_3.021978_S36	748
NODE_A2525_length_532_cov_2.989011_S36	562
NODE_A2528_length_532_cov_2.347253_S36	766
NODE_A2536_length_531_cov_4.629956_S36	1112
NODE_A2537_length_531_cov_3.865639_S36	1360
NODE_A2545_length_531_cov_3.052863_S36	668
NODE_B721_length_531_cov_3.486784_S36	1566
NODE_A2552_length_530_cov_7.763797_S36	465
NODE_A2559_length_530_cov_3.690949_S36	708
NODE_A2564_length_530_cov_2.964680_S36	11610
NODE_A2565_length_530_cov_2.501104_S36	2677
NODE_A2569_length_530_cov_2.161148_S36	1201
NODE_A2574_length_529_cov_21.944690_S36	2770
NODE_A2575_length_529_cov_18.112832_S36	804
NODE_A2576_length_529_cov_14.966814_S36	784
NODE_A2579_length_529_cov_7.269912_S36	652
NODE_A2580_length_529_cov_7.015487_S36	3268
NODE_A2581_length_529_cov_6.183628_S36	702
NODE_A2585_length_529_cov_4.703540_S36	987
NODE_A2587_length_529_cov_3.176991_S36	628
NODE_A2590_length_529_cov_2.639381_S36	2105
NODE_B727_length_529_cov_6.457965_S36	1053
NODE_B728_length_529_cov_2.940265_S36	636
NODE_B729_length_529_cov_0.570796_S36	735
NODE_A2596_length_528_cov_19.348115_S36	3430
NODE_A2597_length_528_cov_13.616408_S36	1294
NODE_A2599_length_528_cov_12.636364_S36	17010
NODE_B731_length_528_cov_4.986696_S36	1678
NODE_A2615_length_527_cov_24.660000_S36	1235
NODE_A2616_length_527_cov_17.680000_S36	880
NODE_A2617_length_527_cov_14.988889_S36	645
NODE_A2618_length_527_cov_10.488889_S36	454
NODE_A2620_length_527_cov_5.855556_S36	1221
NODE_A2622_length_527_cov_5.033333_S36	679
NODE_A2623_length_527_cov_4.066667_S36	1857
NODE_A2626_length_527_cov_3.817778_S36	566
NODE_A2635_length_527_cov_2.855556_S36	3240
NODE_B736_length_527_cov_5.931111_S36	1048
NODE_B739_length_527_cov_2.933333_S36	895
NODE_A2642_length_526_cov_11.416481_S36	823
NODE_A2644_length_526_cov_9.017817_S36	496
NODE_A2646_length_526_cov_7.986637_S36	878
NODE_A2647_length_526_cov_7.133630_S36	2406
NODE_A2651_length_526_cov_4.198218_S36	649
NODE_A2653_length_526_cov_3.944321_S36	30436
NODE_A2654_length_526_cov_3.919822_S36	825
NODE_A2655_length_526_cov_3.592428_S36	762
NODE_A2656_length_526_cov_3.478842_S36	2499
NODE_A2658_length_526_cov_3.091314_S36	446
NODE_A2660_length_526_cov_2.483296_S36	1123
NODE_A2661_length_526_cov_1.982183_S36	404
NODE_A2663_length_526_cov_1.884187_S36	815
NODE_B742_length_526_cov_2.249443_S36	6441
NODE_A2668_length_525_cov_19.359375_S36	788
NODE_A2669_length_525_cov_8.493304_S36	3135
NODE_A2670_length_525_cov_8.216518_S36	820
NODE_A2671_length_525_cov_7.008929_S36	783
NODE_A2675_length_525_cov_3.758929_S36	1024
NODE_A2676_length_525_cov_3.658482_S36	507
NODE_B748_length_525_cov_1.328125_S36	1149
NODE_B750_length_525_cov_0.975446_S36	470
NODE_C53_length_525_cov_2.881696_S36	17722
NODE_A2687_length_524_cov_8.548098_S36	3180
NODE_A2688_length_524_cov_7.901566_S36	2391
NODE_A2689_length_524_cov_7.438479_S36	1413
NODE_A2690_length_524_cov_6.051454_S36	1385
NODE_A2691_length_524_cov_4.847875_S36	396
NODE_A2692_length_524_cov_4.604027_S36	580
NODE_A2693_length_524_cov_3.919463_S36	628
NODE_A2708_length_523_cov_12.538117_S36	1192
NODE_A2714_length_523_cov_4.513453_S36	458
NODE_A2717_length_523_cov_3.253363_S36	701
NODE_A2719_length_523_cov_3.053812_S36	964
NODE_A2720_length_523_cov_3.026906_S36	599
NODE_A2733_length_522_cov_13.568539_S36	4828
NODE_A2735_length_522_cov_5.746067_S36	838
NODE_A2736_length_522_cov_5.200000_S36	746
NODE_A2740_length_522_cov_3.835955_S36	688
NODE_A2742_length_522_cov_3.584270_S36	571
NODE_A2744_length_522_cov_3.458427_S36	748
NODE_A2745_length_522_cov_3.456180_S36	1147
NODE_A2746_length_522_cov_2.914607_S36	1114
NODE_B760_length_522_cov_1.755056_S36	563
NODE_A2758_length_521_cov_24.734234_S36	1514
NODE_A2759_length_521_cov_15.596847_S36	1328
NODE_A2763_length_521_cov_6.378378_S36	1076
NODE_A2778_length_521_cov_2.056306_S36	961
NODE_B763_length_521_cov_3.743243_S36	1170
NODE_A2782_length_520_cov_60.821670_S36	2155
NODE_A2783_length_520_cov_18.286682_S36	472
NODE_A2784_length_520_cov_12.571106_S36	986
NODE_A2785_length_520_cov_11.406321_S36	496
NODE_A2788_length_520_cov_6.338600_S36	674
NODE_A2790_length_520_cov_5.512415_S36	1492
NODE_A2793_length_520_cov_4.158014_S36	1436
NODE_A2799_length_520_cov_2.869074_S36	556
NODE_B766_length_520_cov_19.846501_S36	4544
NODE_B770_length_520_cov_1.519187_S36	1309
NODE_B774_length_520_cov_0.559819_S36	751
NODE_A2811_length_519_cov_15.597285_S36	507
NODE_A2812_length_519_cov_9.178733_S36	576
NODE_A2813_length_519_cov_8.502262_S36	367
NODE_A2815_length_519_cov_6.841629_S36	528
NODE_A2818_length_519_cov_5.285068_S36	889
NODE_A2820_length_519_cov_5.006787_S36	4640
NODE_A2821_length_519_cov_4.918552_S36	2657
NODE_A2822_length_519_cov_3.959276_S36	2766
NODE_A2824_length_519_cov_3.595023_S36	663
NODE_A2826_length_519_cov_3.036199_S36	1353
NODE_B775_length_519_cov_5.314480_S36	1030
NODE_A2840_length_518_cov_51.138322_S36	467
NODE_A2841_length_518_cov_15.526077_S36	2659
NODE_A2842_length_518_cov_14.303855_S36	2892
NODE_A2843_length_518_cov_5.886621_S36	795
NODE_A2845_length_518_cov_4.975057_S36	617
NODE_A2846_length_518_cov_4.852608_S36	966
NODE_A2847_length_518_cov_4.818594_S36	515
NODE_A2849_length_518_cov_4.371882_S36	1161
NODE_A2850_length_518_cov_3.922902_S36	659
NODE_A2854_length_518_cov_2.850340_S36	855
NODE_B782_length_518_cov_2.818594_S36	3317
NODE_C57_length_518_cov_5.698413_S36	33115
NODE_A2862_length_517_cov_7.434091_S36	1036
NODE_A2863_length_517_cov_7.165909_S36	626
NODE_A2866_length_517_cov_6.027273_S36	470
NODE_A2868_length_517_cov_5.045455_S36	562
NODE_A2874_length_517_cov_2.859091_S36	1880
NODE_C58_length_517_cov_0.934091_S36	639
NODE_A2887_length_516_cov_12.968109_S36	1971
NODE_A2888_length_516_cov_10.223235_S36	408
NODE_A2889_length_516_cov_10.086560_S36	1976
NODE_A2892_length_516_cov_6.845103_S36	1672
NODE_A2893_length_516_cov_5.123007_S36	2455
NODE_A2896_length_516_cov_3.738041_S36	1918
NODE_A2900_length_516_cov_2.806378_S36	1465
NODE_A2901_length_516_cov_2.671982_S36	1041
NODE_A2902_length_516_cov_2.660592_S36	2193
NODE_A2903_length_516_cov_2.457859_S36	453
NODE_C59_length_516_cov_1.904328_S36	3618
NODE_A2910_length_515_cov_21.913242_S36	964
NODE_A2911_length_515_cov_19.477169_S36	1051
NODE_A2912_length_515_cov_19.262557_S36	1398
NODE_A2913_length_515_cov_15.723744_S36	922
NODE_A2915_length_515_cov_6.851598_S36	922
NODE_A2918_length_515_cov_4.328767_S36	781
NODE_A2923_length_515_cov_3.114155_S36	660
NODE_B790_length_515_cov_2.671233_S36	996
NODE_B791_length_515_cov_2.232877_S36	16400
NODE_B792_length_515_cov_2.143836_S36	2431
NODE_B794_length_515_cov_0.436073_S36	541
NODE_A2934_length_514_cov_42.883295_S36	2321
NODE_A2936_length_514_cov_6.947368_S36	2540
NODE_A2937_length_514_cov_5.727689_S36	859
NODE_A2938_length_514_cov_5.542334_S36	757
NODE_A2939_length_514_cov_5.482838_S36	870
NODE_A2942_length_514_cov_4.297483_S36	491
NODE_A2943_length_514_cov_4.196796_S36	1293
NODE_B795_length_514_cov_3.691076_S36	1993
NODE_B796_length_514_cov_3.581236_S36	7309
NODE_B797_length_514_cov_1.908467_S36	922
NODE_A2957_length_513_cov_13.472477_S36	1354
NODE_A2958_length_513_cov_11.883028_S36	403
NODE_A2959_length_513_cov_10.291284_S36	592
NODE_A2960_length_513_cov_9.061927_S36	1418
NODE_A2961_length_513_cov_8.603211_S36	1037
NODE_A2962_length_513_cov_8.467890_S36	621
NODE_A2963_length_513_cov_5.846330_S36	518
NODE_A2965_length_513_cov_5.233945_S36	932
NODE_A2966_length_513_cov_4.750000_S36	700
NODE_A2967_length_513_cov_4.736239_S36	787
NODE_A2973_length_513_cov_3.497706_S36	1158
NODE_B800_length_513_cov_6.938073_S36	3475
NODE_B801_length_513_cov_4.011468_S36	1528
NODE_B803_length_513_cov_1.298165_S36	1744
NODE_A2989_length_512_cov_11.485057_S36	616
NODE_A2992_length_512_cov_5.788506_S36	555
NODE_A2993_length_512_cov_5.232184_S36	515
NODE_A2996_length_512_cov_4.009195_S36	481
NODE_A2997_length_512_cov_3.891954_S36	2441
NODE_B807_length_512_cov_1.459770_S36	628
NODE_A3012_length_511_cov_15.940092_S36	1343
NODE_A3014_length_511_cov_11.209677_S36	1816
NODE_A3016_length_511_cov_7.023041_S36	421
NODE_A3022_length_511_cov_3.758065_S36	3315
NODE_A3030_length_511_cov_2.546083_S36	2818
NODE_A3039_length_511_cov_1.942396_S36	400
NODE_B811_length_511_cov_6.237327_S36	3373
NODE_B812_length_511_cov_2.500000_S36	1958
NODE_C60_length_511_cov_2.702765_S36	12446
NODE_A3041_length_510_cov_17.903002_S36	2521
NODE_A3047_length_510_cov_6.983834_S36	574
NODE_A3048_length_510_cov_5.771363_S36	384
NODE_A3050_length_510_cov_5.117783_S36	734
NODE_A3052_length_510_cov_4.849885_S36	936
NODE_A3053_length_510_cov_4.101617_S36	1351
NODE_A3054_length_510_cov_4.048499_S36	558
NODE_A3056_length_510_cov_3.692841_S36	935
NODE_A3057_length_510_cov_3.584296_S36	529
NODE_B816_length_510_cov_3.496536_S36	505
NODE_B818_length_510_cov_3.235566_S36	1149
NODE_A3066_length_509_cov_5.599537_S36	598
NODE_A3067_length_509_cov_5.520833_S36	672
NODE_A3069_length_509_cov_5.134259_S36	1152
NODE_A3073_length_509_cov_4.275463_S36	558
NODE_A3088_length_509_cov_1.664352_S36	789
NODE_A3095_length_508_cov_6.227378_S36	921
NODE_A3096_length_508_cov_5.953596_S36	1321
NODE_A3107_length_508_cov_2.788863_S36	419
NODE_A3109_length_508_cov_2.600928_S36	782
NODE_B825_length_508_cov_5.587007_S36	3120
NODE_B828_length_508_cov_1.097448_S36	436
NODE_A3120_length_507_cov_47.797674_S36	1319
NODE_A3122_length_507_cov_15.062791_S36	1081
NODE_A3123_length_507_cov_8.834884_S36	2712
NODE_A3124_length_507_cov_8.827907_S36	982
NODE_A3143_length_507_cov_1.997674_S36	2078
NODE_A3150_length_506_cov_44.801865_S36	706
NODE_A3153_length_506_cov_12.191142_S36	983
NODE_A3154_length_506_cov_11.787879_S36	434
NODE_A3160_length_506_cov_3.778555_S36	1172
NODE_B835_length_506_cov_0.708625_S36	610
NODE_A3180_length_505_cov_66.182243_S36	1318
NODE_A3182_length_505_cov_18.287383_S36	10220
NODE_A3184_length_505_cov_10.885514_S36	653
NODE_A3185_length_505_cov_7.820093_S36	346
NODE_A3186_length_505_cov_7.042056_S36	749
NODE_A3187_length_505_cov_4.745327_S36	1033
