magnitudes	CF6_6
NODE_A3189_length_505_cov_4.039720_S36	442
NODE_A3190_length_505_cov_4.030374_S36	427
NODE_A3191_length_505_cov_3.990654_S36	435
NODE_A3196_length_505_cov_3.476636_S36	2359
NODE_A3199_length_505_cov_2.724299_S36	1059
NODE_A3202_length_505_cov_1.885514_S36	1214
NODE_B837_length_505_cov_3.983645_S36	3139
NODE_B842_length_505_cov_1.876168_S36	1347
NODE_B844_length_505_cov_0.932243_S36	938
NODE_A3207_length_504_cov_7.679157_S36	1125
NODE_A3215_length_504_cov_3.908665_S36	4012
NODE_A3216_length_504_cov_3.868852_S36	511
NODE_B848_length_504_cov_3.154567_S36	566
NODE_B850_length_504_cov_1.667447_S36	631
NODE_C62_length_504_cov_0.709602_S36	3681
NODE_A3231_length_503_cov_51.478873_S36	1170
NODE_A3235_length_503_cov_12.718310_S36	1368
NODE_A3238_length_503_cov_8.009390_S36	478
NODE_A3240_length_503_cov_5.157277_S36	740
NODE_A3242_length_503_cov_4.887324_S36	388
NODE_A3246_length_503_cov_3.657277_S36	495
NODE_A3250_length_503_cov_2.884977_S36	996
NODE_B852_length_503_cov_4.070423_S36	3201
NODE_C64_length_503_cov_1.213615_S36	3465
NODE_A3261_length_502_cov_7.665882_S36	1021
NODE_A3268_length_502_cov_3.527059_S36	1130
NODE_A3269_length_502_cov_3.510588_S36	2840
NODE_A3274_length_502_cov_3.089412_S36	826
NODE_A3278_length_502_cov_2.724706_S36	3855
NODE_A3300_length_501_cov_9.490566_S36	1892
NODE_A3301_length_501_cov_7.547170_S36	2309
NODE_A3302_length_501_cov_6.764151_S36	468
NODE_A3303_length_501_cov_6.212264_S36	1523
NODE_A3304_length_501_cov_5.735849_S36	602
NODE_A3306_length_501_cov_5.327830_S36	3164
NODE_A3311_length_501_cov_4.051887_S36	538
NODE_A3314_length_501_cov_3.490566_S36	867
NODE_A3319_length_501_cov_3.141509_S36	763
NODE_A3325_length_501_cov_2.509434_S36	1210
NODE_B858_length_501_cov_2.167453_S36	630
NODE_A3335_length_500_cov_30.673759_S36	675
NODE_A3339_length_500_cov_15.321513_S36	5506
NODE_A3340_length_500_cov_8.439716_S36	1250
NODE_A3341_length_500_cov_8.158392_S36	870
NODE_A3347_length_500_cov_4.891253_S36	1563
NODE_A3348_length_500_cov_4.822695_S36	533
NODE_A3350_length_500_cov_4.018913_S36	1265
NODE_A3352_length_500_cov_3.728132_S36	823
NODE_A3360_length_500_cov_3.089835_S36	3000
NODE_B859_length_500_cov_22.425532_S36	3929
NODE_A784_length_647_cov_2.047368_S37	957
NODE_A1291_length_537_cov_5.047826_S37	2893
NODE_A1570_length_618_cov_7.441774_S4	3209
NODE_A2_length_4263_cov_234.784042_S46	111877
NODE_A3_length_3946_cov_36.231843_S46	5179
NODE_A5_length_3035_cov_55.660920_S46	13884
NODE_A6_length_2920_cov_16.557158_S46	6770
NODE_A8_length_2808_cov_20.506408_S46	2620
NODE_A9_length_2751_cov_43.265146_S46	9424
NODE_B2_length_2583_cov_18.250998_S46	38271
NODE_A17_length_2406_cov_26.617003_S46	7111
NODE_A18_length_2391_cov_15.015990_S46	2163
NODE_A20_length_2262_cov_6.340961_S46	1903
NODE_A21_length_2245_cov_39.716790_S46	6660
NODE_A22_length_2195_cov_11.100567_S46	4222
NODE_A23_length_2163_cov_29.607383_S46	6663
NODE_A24_length_2157_cov_40.101923_S46	5675
NODE_A28_length_2062_cov_31.330982_S46	4573
NODE_A31_length_2002_cov_13.104935_S46	1330
NODE_A33_length_2000_cov_17.716589_S46	4846
NODE_A44_length_1874_cov_20.132999_S46	3838
NODE_A45_length_1865_cov_89.036353_S46	16039
NODE_B3_length_1837_cov_18.178977_S46	24886
NODE_A50_length_1821_cov_12.553326_S46	2711
NODE_A52_length_1809_cov_22.596998_S46	3450
NODE_A53_length_1805_cov_12.737269_S46	3198
NODE_A55_length_1798_cov_40.606624_S46	6568
NODE_B4_length_1756_cov_4.154258_S46	8778
NODE_A58_length_1747_cov_25.882036_S46	4776
NODE_B5_length_1740_cov_6.279014_S46	11085
NODE_A59_length_1736_cov_21.138035_S46	5016
NODE_A61_length_1728_cov_13.562084_S46	5190
NODE_A64_length_1700_cov_9.513247_S46	1366
NODE_A65_length_1697_cov_22.472840_S46	2965
NODE_A72_length_1634_cov_18.385999_S46	4579
NODE_A76_length_1565_cov_17.806452_S46	3369
NODE_A82_length_1527_cov_18.412414_S46	1628
NODE_A83_length_1525_cov_14.997928_S46	2203
NODE_A84_length_1517_cov_13.455556_S46	2832
NODE_A86_length_1499_cov_12.433193_S46	1338
NODE_B12_length_1490_cov_4.452937_S46	5295
NODE_A87_length_1477_cov_26.801429_S46	5582
NODE_A88_length_1477_cov_14.710714_S46	4572
NODE_A92_length_1459_cov_13.318379_S46	2965
NODE_A94_length_1455_cov_10.721335_S46	962
NODE_A96_length_1446_cov_44.745800_S46	3399
NODE_A97_length_1444_cov_43.094367_S46	4838
NODE_A101_length_1420_cov_12.996277_S46	1747
NODE_A103_length_1414_cov_11.968586_S46	2356
NODE_A105_length_1399_cov_49.802572_S46	1990
NODE_A111_length_1369_cov_22.891641_S46	2463
NODE_A112_length_1369_cov_12.753870_S46	1516
NODE_A116_length_1353_cov_14.395768_S46	2773
NODE_A117_length_1350_cov_19.769049_S46	3381
NODE_A124_length_1337_cov_11.538095_S46	1242
NODE_A126_length_1333_cov_132.488057_S46	2545
NODE_A127_length_1330_cov_31.151636_S46	3187
NODE_A133_length_1304_cov_44.260799_S46	4488
NODE_A134_length_1300_cov_12.518397_S46	1728
NODE_A135_length_1298_cov_20.024570_S46	2426
NODE_A136_length_1297_cov_17.187705_S46	4302
NODE_A139_length_1289_cov_5.761551_S46	2837
NODE_A141_length_1284_cov_10.793703_S46	2417
NODE_A142_length_1282_cov_10.009959_S46	1027
NODE_A143_length_1281_cov_12.403654_S46	4845
NODE_A149_length_1252_cov_9.607660_S46	1406
NODE_A160_length_1237_cov_6.625862_S46	1258
NODE_B13_length_1232_cov_3.162771_S46	2622
NODE_A164_length_1226_cov_7.617058_S46	1873
NODE_A166_length_1216_cov_11.104478_S46	1852
NODE_A171_length_1199_cov_11.284314_S46	3738
NODE_A177_length_1185_cov_9.549639_S46	1811
NODE_A183_length_1175_cov_9.193078_S46	2157
NODE_A185_length_1171_cov_11.592322_S46	2519
NODE_A191_length_1162_cov_12.027650_S46	1919
NODE_B20_length_1161_cov_4.972325_S46	2170
NODE_A196_length_1151_cov_45.534451_S46	1181
NODE_A198_length_1149_cov_17.128731_S46	3399
NODE_A200_length_1145_cov_24.065543_S46	2634
NODE_A203_length_1141_cov_14.175752_S46	5200
NODE_A204_length_1140_cov_4.555974_S46	1186
NODE_A205_length_1139_cov_18.241055_S46	3258
NODE_A208_length_1133_cov_19.215909_S46	2457
NODE_A209_length_1131_cov_43.930740_S46	3020
NODE_A210_length_1131_cov_22.257116_S46	4324
NODE_A212_length_1128_cov_31.812559_S46	8187
NODE_A215_length_1124_cov_11.333333_S46	1891
NODE_B23_length_1107_cov_4.215534_S46	2231
NODE_A226_length_1105_cov_13.130350_S46	774
NODE_A227_length_1103_cov_33.291423_S46	2993
NODE_A228_length_1103_cov_25.008772_S46	2370
NODE_A229_length_1103_cov_12.054581_S46	745
NODE_B25_length_1102_cov_19.378537_S46	3429
NODE_A231_length_1099_cov_22.761252_S46	3658
NODE_A236_length_1085_cov_20.819444_S46	2807
NODE_B27_length_1077_cov_10.785000_S46	5628
NODE_A242_length_1073_cov_35.242972_S46	2605
NODE_A243_length_1073_cov_13.672691_S46	1296
NODE_A246_length_1072_cov_15.396985_S46	2149
NODE_B28_length_1072_cov_15.417085_S46	20730
NODE_B30_length_1070_cov_5.520645_S46	10835
NODE_A253_length_1055_cov_20.729039_S46	2284
NODE_A254_length_1053_cov_3.745902_S46	888
NODE_A262_length_1046_cov_11.219814_S46	1765
NODE_A270_length_1034_cov_7.818182_S46	2003
NODE_A273_length_1033_cov_6.694561_S46	1420
NODE_A276_length_1029_cov_5.990546_S46	1013
NODE_B32_length_1013_cov_9.022436_S46	7133
NODE_A293_length_1008_cov_15.963480_S46	907
NODE_A296_length_1004_cov_6.481122_S46	2104
NODE_A298_length_1001_cov_11.333333_S46	1522
NODE_A304_length_998_cov_11.377850_S46	1377
NODE_A305_length_997_cov_11.280435_S46	1520
NODE_A310_length_994_cov_32.415485_S46	2647
NODE_A311_length_993_cov_7.264192_S46	816
NODE_B33_length_975_cov_1.927617_S46	1409
NODE_A329_length_972_cov_21.421229_S46	1646
NODE_A335_length_967_cov_11.373034_S46	1161
NODE_A338_length_962_cov_28.466667_S46	2282
NODE_B36_length_959_cov_4.002268_S46	1132
NODE_A347_length_954_cov_20.458381_S46	2460
NODE_A355_length_948_cov_8.274397_S46	2237
NODE_A357_length_948_cov_5.324914_S46	692
NODE_A358_length_947_cov_7.736782_S46	4180
NODE_B39_length_946_cov_4.814730_S46	2371
NODE_A368_length_932_cov_7.906433_S46	4909
NODE_A369_length_930_cov_5.930832_S46	1644
NODE_A371_length_927_cov_21.424706_S46	2787
NODE_A373_length_924_cov_15.054309_S46	1057
NODE_B41_length_922_cov_2.119527_S46	2916
NODE_B42_length_918_cov_3.187872_S46	2225
NODE_A378_length_917_cov_29.101190_S46	3808
NODE_B43_length_917_cov_6.034524_S46	7625
NODE_B44_length_914_cov_3.449223_S46	2636
NODE_A389_length_911_cov_13.486811_S46	3537
NODE_A394_length_908_cov_6.623345_S46	3273
NODE_B45_length_907_cov_1.130120_S46	1591
NODE_A398_length_905_cov_7.384058_S46	1429
NODE_A400_length_903_cov_17.799031_S46	2472
NODE_A404_length_902_cov_7.181818_S46	2234
NODE_A406_length_899_cov_78.288321_S46	1769
NODE_A412_length_898_cov_2.991474_S46	933
NODE_B48_length_898_cov_3.153471_S46	2472
NODE_A413_length_897_cov_10.897561_S46	743
NODE_A417_length_896_cov_12.506716_S46	2207
NODE_A424_length_890_cov_9.321033_S46	1088
NODE_A425_length_890_cov_6.862239_S46	1976
NODE_A427_length_889_cov_10.435961_S46	951
NODE_B49_length_888_cov_11.136868_S46	15035
NODE_A428_length_887_cov_5.603704_S46	855
NODE_B50_length_887_cov_5.008642_S46	18385
NODE_B51_length_886_cov_3.058096_S46	4257
NODE_A431_length_885_cov_33.235149_S46	867
NODE_A433_length_883_cov_12.935484_S46	968
NODE_A434_length_882_cov_5.300621_S46	1996
NODE_A436_length_881_cov_12.936567_S46	1701
NODE_A439_length_880_cov_19.526775_S46	2135
NODE_A442_length_879_cov_11.658354_S46	1305
NODE_A444_length_878_cov_31.420724_S46	1751
NODE_A446_length_877_cov_7.818750_S46	1087
NODE_A450_length_875_cov_5.755639_S46	2371
NODE_B54_length_870_cov_2.488020_S46	2426
NODE_A458_length_868_cov_13.132743_S46	1203
NODE_A461_length_866_cov_24.176172_S46	2556
NODE_B56_length_865_cov_3.607868_S46	2411
NODE_B58_length_863_cov_17.683206_S46	12396
NODE_B59_length_863_cov_4.994911_S46	8224
NODE_A465_length_862_cov_18.117197_S46	1217
NODE_A473_length_855_cov_13.393316_S46	2688
NODE_B61_length_855_cov_2.086118_S46	3842
NODE_C2_length_855_cov_4.079692_S46	68260
NODE_A476_length_851_cov_13.218346_S46	846
NODE_A479_length_850_cov_17.831824_S46	999
NODE_A485_length_847_cov_6.245455_S46	1623
NODE_A487_length_846_cov_6.574772_S46	664
NODE_A490_length_844_cov_9.220339_S46	788
NODE_A496_length_841_cov_7.986911_S46	1429
NODE_A498_length_840_cov_16.178244_S46	1667
NODE_A500_length_839_cov_9.847769_S46	1139
NODE_A504_length_838_cov_12.274639_S46	1730
NODE_A506_length_837_cov_5.452632_S46	1318
NODE_B67_length_837_cov_1.789474_S46	3000
NODE_B68_length_836_cov_2.115942_S46	944
NODE_A514_length_832_cov_4.119205_S46	609
NODE_A515_length_832_cov_3.088742_S46	704
NODE_A516_length_831_cov_8.381963_S46	704
NODE_A520_length_829_cov_18.198138_S46	1731
NODE_A523_length_826_cov_10.016021_S46	1475
NODE_B71_length_823_cov_4.379357_S46	8608
NODE_A533_length_821_cov_6.694892_S46	839
NODE_B73_length_821_cov_8.029570_S46	8959
NODE_A544_length_816_cov_3.560217_S46	862
NODE_A546_length_815_cov_16.733062_S46	912
NODE_A548_length_814_cov_51.583446_S46	1587
NODE_B76_length_813_cov_4.855978_S46	5793
NODE_A553_length_811_cov_6.892371_S46	1111
NODE_A554_length_811_cov_4.747956_S46	1166
NODE_A561_length_809_cov_5.881148_S46	1070
NODE_A562_length_808_cov_4.950752_S46	760
NODE_A567_length_807_cov_2.960274_S46	735
NODE_A572_length_803_cov_6.224518_S46	1600
NODE_A573_length_803_cov_6.071625_S46	1795
NODE_A575_length_802_cov_17.744828_S46	1370
NODE_A583_length_800_cov_4.535270_S46	900
NODE_B80_length_799_cov_4.541551_S46	3523
NODE_A586_length_797_cov_4.456944_S46	755
NODE_A592_length_794_cov_11.054393_S46	1218
NODE_A594_length_793_cov_5.434358_S46	734
NODE_B84_length_793_cov_3.483240_S46	4911
NODE_A597_length_792_cov_6.441958_S46	529
NODE_A601_length_790_cov_9.527349_S46	1369
NODE_A604_length_789_cov_2.174157_S46	1141
NODE_A605_length_788_cov_11.437412_S46	2241
NODE_A607_length_787_cov_15.073239_S46	863
NODE_A611_length_786_cov_9.471086_S46	1560
NODE_A616_length_782_cov_21.656738_S46	1156
NODE_A619_length_781_cov_3.963068_S46	1447
NODE_A623_length_780_cov_13.429587_S46	1330
NODE_A624_length_780_cov_11.714083_S46	1845
NODE_A633_length_776_cov_11.894134_S46	4077
NODE_A635_length_774_cov_5.565280_S46	1506
NODE_C5_length_773_cov_0.724138_S46	2605
NODE_A643_length_772_cov_5.143885_S46	1088
NODE_A646_length_771_cov_10.979827_S46	3271
NODE_A651_length_770_cov_7.434343_S46	788
NODE_B88_length_770_cov_3.170274_S46	1274
NODE_A657_length_768_cov_5.842258_S46	618
NODE_A665_length_766_cov_4.912917_S46	862
NODE_A667_length_765_cov_12.905523_S46	2554
NODE_A671_length_765_cov_4.584302_S46	615
NODE_C7_length_765_cov_1.191860_S46	16782
NODE_A675_length_764_cov_8.935953_S46	1001
NODE_A681_length_763_cov_4.967930_S46	4918
NODE_A685_length_761_cov_53.054094_S46	702
NODE_A686_length_761_cov_14.239766_S46	1257
NODE_A688_length_761_cov_6.271930_S46	741
NODE_A692_length_759_cov_23.375367_S46	1172
NODE_A693_length_759_cov_19.511730_S46	3565
NODE_A706_length_754_cov_5.750369_S46	2436
NODE_A712_length_751_cov_5.919881_S46	4874
NODE_B91_length_750_cov_10.346211_S46	771
NODE_A714_length_749_cov_6.026786_S46	2336
NODE_A717_length_748_cov_11.649776_S46	2074
NODE_A723_length_746_cov_3.614350_S46	691
NODE_A725_length_745_cov_10.989521_S46	1174
NODE_A727_length_744_cov_11.140930_S46	1520
NODE_B96_length_744_cov_6.712144_S46	9178
NODE_B97_length_744_cov_2.896552_S46	644
NODE_A729_length_743_cov_17.984985_S46	3364
NODE_A733_length_742_cov_6.375940_S46	2368
NODE_A739_length_741_cov_1.933735_S46	2137
NODE_A740_length_740_cov_7.926094_S46	946
NODE_A749_length_736_cov_17.500759_S46	2058
NODE_A752_length_736_cov_6.637329_S46	1247
NODE_A753_length_736_cov_5.165402_S46	1319
NODE_B103_length_732_cov_4.209160_S46	1601
NODE_A763_length_731_cov_6.493884_S46	605
NODE_A771_length_729_cov_3.584356_S46	1093
NODE_B105_length_729_cov_3.352761_S46	1044
NODE_B106_length_727_cov_4.250769_S46	5573
NODE_B109_length_726_cov_2.402157_S46	4574
NODE_A786_length_724_cov_11.774343_S46	636
NODE_A790_length_723_cov_29.600619_S46	2242
NODE_A793_length_723_cov_5.159443_S46	595
NODE_A796_length_722_cov_5.682171_S46	670
NODE_A799_length_721_cov_17.720497_S46	3474
NODE_A801_length_721_cov_9.982919_S46	2606
NODE_A803_length_720_cov_16.045101_S46	736
NODE_A808_length_718_cov_9.335413_S46	3598
NODE_A809_length_718_cov_8.831513_S46	1028
NODE_B111_length_718_cov_15.432137_S46	9587
NODE_B114_length_717_cov_5.381250_S46	5968
NODE_B116_length_716_cov_3.719875_S46	1863
NODE_A817_length_715_cov_27.128527_S46	2569
NODE_A822_length_714_cov_12.722135_S46	1055
NODE_A823_length_714_cov_12.028257_S46	2284
NODE_A827_length_713_cov_17.496855_S46	3063
NODE_A828_length_713_cov_17.180818_S46	2950
NODE_A832_length_712_cov_5.472441_S46	1727
NODE_A838_length_710_cov_4.451817_S46	689
NODE_B123_length_709_cov_4.911392_S46	16015
NODE_A843_length_707_cov_8.517460_S46	914
NODE_A846_length_707_cov_3.076190_S46	904
NODE_A851_length_705_cov_7.640127_S46	3479
NODE_A852_length_705_cov_7.087580_S46	1010
NODE_C9_length_705_cov_0.550955_S46	9896
NODE_A857_length_703_cov_13.514377_S46	2621
NODE_A860_length_703_cov_2.592652_S46	4872
NODE_A861_length_702_cov_49.668800_S46	3202
NODE_B128_length_702_cov_9.587200_S46	7274
NODE_A866_length_701_cov_8.411859_S46	541
NODE_B129_length_701_cov_25.592949_S46	7344
NODE_B133_length_699_cov_0.990354_S46	873
NODE_A876_length_698_cov_14.000000_S46	563
NODE_A877_length_698_cov_8.276973_S46	901
NODE_A878_length_698_cov_8.206119_S46	1022
NODE_A880_length_697_cov_15.488710_S46	1590
NODE_A882_length_697_cov_5.495161_S46	1160
NODE_A885_length_696_cov_7.169628_S46	2122
NODE_A887_length_696_cov_4.211632_S46	1095
NODE_A893_length_694_cov_42.884927_S46	2496
NODE_A894_length_693_cov_5.993506_S46	2434
NODE_A895_length_692_cov_44.926829_S46	7811
NODE_A896_length_692_cov_27.900813_S46	750
NODE_A898_length_692_cov_3.126829_S46	690
NODE_A900_length_691_cov_49.324104_S46	3280
NODE_A901_length_691_cov_9.428339_S46	518
NODE_B135_length_691_cov_6.592834_S46	2186
NODE_B138_length_691_cov_1.817590_S46	1139
NODE_A903_length_690_cov_7.707993_S46	621
NODE_A905_length_689_cov_19.140523_S46	3838
NODE_C11_length_689_cov_1.374183_S46	8605
NODE_A911_length_687_cov_9.375410_S46	2848
NODE_A918_length_686_cov_4.819376_S46	1481
NODE_A919_length_686_cov_4.735632_S46	667
NODE_A922_length_685_cov_5.425987_S46	885
NODE_A923_length_684_cov_10.464580_S46	1924
NODE_A929_length_682_cov_6.728926_S46	2337
NODE_A937_length_680_cov_13.656716_S46	4447
NODE_A938_length_680_cov_6.001658_S46	453
NODE_C12_length_680_cov_0.789386_S46	665
NODE_A943_length_678_cov_16.826955_S46	3066
NODE_A945_length_678_cov_5.657238_S46	4340
NODE_A955_length_677_cov_2.791667_S46	609
NODE_A956_length_676_cov_28.415693_S46	2433
NODE_B146_length_676_cov_30.824708_S46	31241
NODE_B147_length_676_cov_4.504174_S46	4047
NODE_A959_length_675_cov_7.140468_S46	2802
NODE_A966_length_674_cov_5.127303_S46	1384
NODE_B149_length_674_cov_27.546064_S46	20179
NODE_B150_length_674_cov_12.038526_S46	705
NODE_B152_length_670_cov_5.204047_S46	5808
NODE_A985_length_669_cov_9.113176_S46	1443
NODE_A988_length_669_cov_3.380068_S46	607
NODE_A990_length_668_cov_16.976311_S46	5700
NODE_A991_length_668_cov_10.109983_S46	2098
NODE_B157_length_668_cov_4.296108_S46	7842
NODE_B158_length_667_cov_13.174576_S46	8166
NODE_B160_length_666_cov_2.353141_S46	1787
NODE_B162_length_664_cov_15.567291_S46	31233
NODE_A1016_length_662_cov_6.058120_S46	926
NODE_A1020_length_661_cov_4.380137_S46	668
NODE_B163_length_661_cov_16.698630_S46	6090
NODE_A1023_length_660_cov_5.777015_S46	2666
NODE_A1025_length_660_cov_2.262436_S46	1394
NODE_C14_length_660_cov_0.427101_S46	4038
NODE_A1028_length_659_cov_20.692440_S46	4226
NODE_A1030_length_659_cov_8.266323_S46	603
NODE_A1033_length_659_cov_3.450172_S46	1020
NODE_B164_length_659_cov_8.878007_S46	7044
NODE_A1036_length_658_cov_14.810671_S46	1029
NODE_B167_length_658_cov_3.235800_S46	2265
NODE_B169_length_655_cov_5.129758_S46	4056
NODE_B170_length_655_cov_4.448097_S46	5455
NODE_A1056_length_653_cov_9.703125_S46	1439
NODE_B174_length_653_cov_3.138889_S46	631
NODE_A1065_length_651_cov_21.681185_S46	2374
NODE_B177_length_651_cov_4.991289_S46	8333
NODE_B178_length_651_cov_0.689895_S46	549
NODE_B179_length_650_cov_11.368237_S46	2100
NODE_A1075_length_649_cov_3.685315_S46	3046
NODE_A1080_length_647_cov_8.142105_S46	3332
NODE_A1081_length_647_cov_7.803509_S46	1173
NODE_A1082_length_647_cov_4.963158_S46	465
NODE_B182_length_647_cov_4.503509_S46	2444
NODE_A1084_length_646_cov_21.787346_S46	1094
NODE_B184_length_645_cov_3.121479_S46	4336
NODE_A1097_length_644_cov_43.539683_S46	2980
NODE_A1099_length_644_cov_7.319224_S46	635
NODE_A1104_length_643_cov_6.902827_S46	1108
NODE_A1105_length_643_cov_4.614841_S46	1703
NODE_B189_length_643_cov_2.215548_S46	7928
NODE_A1109_length_642_cov_5.534513_S46	1218
NODE_A1112_length_642_cov_1.892035_S46	953
NODE_A1113_length_641_cov_9.462766_S46	798
NODE_A1115_length_641_cov_4.356383_S46	1177
NODE_A1121_length_640_cov_10.417407_S46	2933
NODE_A1125_length_639_cov_23.048043_S46	647
NODE_A1126_length_639_cov_6.448399_S46	5065
NODE_A1127_length_639_cov_3.322064_S46	883
NODE_A1137_length_637_cov_12.269643_S46	727
NODE_A1139_length_637_cov_7.446429_S46	808
NODE_A1141_length_637_cov_4.419643_S46	1114
NODE_A1142_length_637_cov_3.625000_S46	491
NODE_B194_length_637_cov_5.641071_S46	1566
NODE_A1147_length_636_cov_14.497317_S46	1290
NODE_A1148_length_636_cov_5.912343_S46	1318
NODE_A1150_length_636_cov_4.318426_S46	1298
NODE_A1151_length_636_cov_4.218247_S46	2574
NODE_A1153_length_635_cov_11.544803_S46	1251
NODE_B197_length_634_cov_2.111311_S46	767
NODE_B198_length_633_cov_3.109712_S46	1606
NODE_B199_length_633_cov_2.073741_S46	1438
NODE_A1169_length_632_cov_9.279279_S46	733
NODE_A1170_length_632_cov_8.097297_S46	884
NODE_A1176_length_631_cov_11.709386_S46	1354
NODE_A1178_length_631_cov_3.624549_S46	560
NODE_A1179_length_631_cov_3.422383_S46	1828
NODE_A1188_length_629_cov_18.012681_S46	1620
NODE_A1189_length_629_cov_16.170290_S46	1292
NODE_A1192_length_629_cov_7.610507_S46	548
NODE_A1193_length_629_cov_7.527174_S46	1016
NODE_B206_length_629_cov_1.400362_S46	5207
NODE_A1196_length_628_cov_10.410163_S46	484
NODE_A1198_length_628_cov_5.168784_S46	3034
NODE_A1200_length_628_cov_3.076225_S46	510
NODE_B211_length_627_cov_1.394545_S46	4420
NODE_A1205_length_626_cov_3.692168_S46	2236
NODE_B212_length_626_cov_4.249545_S46	3336
NODE_B213_length_626_cov_2.023679_S46	4714
NODE_A1207_length_625_cov_18.494526_S46	1744
NODE_B215_length_625_cov_11.543796_S46	8159
NODE_B216_length_624_cov_1.084095_S46	589
NODE_A1217_length_623_cov_6.223443_S46	569
NODE_A1219_length_623_cov_3.794872_S46	1785
NODE_B218_length_623_cov_4.313187_S46	2064
NODE_A1227_length_620_cov_16.788214_S46	8018
NODE_A1228_length_620_cov_6.370166_S46	2155
NODE_A1230_length_620_cov_5.672192_S46	553
NODE_A1239_length_618_cov_8.018484_S46	1370
NODE_A1240_length_618_cov_7.935305_S46	878
NODE_A1241_length_618_cov_4.913124_S46	1422
NODE_B222_length_618_cov_5.800370_S46	4925
NODE_A1246_length_617_cov_43.272222_S46	764
NODE_A1247_length_617_cov_21.407407_S46	2729
NODE_A1248_length_617_cov_5.007407_S46	1217
NODE_A1250_length_617_cov_4.783333_S46	812
NODE_A1251_length_617_cov_4.253704_S46	836
NODE_A1256_length_616_cov_4.729128_S46	923
NODE_A1263_length_615_cov_4.847584_S46	6847
NODE_A1273_length_613_cov_6.843284_S46	633
NODE_A1277_length_612_cov_20.871028_S46	1013
NODE_A1279_length_612_cov_4.336449_S46	1113
NODE_A1280_length_612_cov_2.736449_S46	1388
NODE_B230_length_612_cov_3.368224_S46	4326
NODE_A1286_length_611_cov_11.498127_S46	484
NODE_A1289_length_611_cov_6.151685_S46	550
NODE_A1292_length_611_cov_3.910112_S46	484
NODE_A1293_length_610_cov_18.069418_S46	2758
NODE_A1294_length_610_cov_5.911820_S46	3418
NODE_A1295_length_610_cov_4.714822_S46	2127
NODE_A1296_length_610_cov_4.527205_S46	1386
NODE_A1304_length_609_cov_4.182331_S46	983
NODE_A1308_length_608_cov_67.203390_S46	3827
NODE_A1311_length_608_cov_3.561205_S46	2147
NODE_A1313_length_608_cov_2.026365_S46	681
NODE_A1317_length_607_cov_10.220755_S46	1281
NODE_A1320_length_607_cov_2.522642_S46	641
NODE_B238_length_607_cov_4.513208_S46	2912
NODE_A1321_length_606_cov_16.311909_S46	1694
NODE_A1322_length_606_cov_12.975425_S46	1764
NODE_A1323_length_606_cov_10.236295_S46	832
NODE_A1327_length_605_cov_10.674242_S46	448
NODE_A1328_length_605_cov_9.314394_S46	2188
NODE_A1329_length_605_cov_3.375000_S46	1595
NODE_A1330_length_605_cov_3.130682_S46	1439
NODE_A1333_length_604_cov_13.829222_S46	1031
NODE_A1334_length_604_cov_6.870968_S46	512
NODE_B243_length_604_cov_1.462998_S46	2280
NODE_A1338_length_603_cov_7.100760_S46	598
NODE_B245_length_603_cov_1.541825_S46	639
NODE_A1347_length_602_cov_6.529524_S46	1107
NODE_B246_length_602_cov_1.504762_S46	489
NODE_A1350_length_601_cov_7.211832_S46	933
NODE_B250_length_600_cov_2.810707_S46	2200
NODE_B253_length_600_cov_1.835564_S46	450
NODE_A1363_length_598_cov_6.735125_S46	645
NODE_A1364_length_598_cov_5.366603_S46	491
NODE_B255_length_598_cov_4.232246_S46	523
NODE_A1367_length_597_cov_4.294231_S46	559
NODE_A1370_length_597_cov_2.680769_S46	799
NODE_C19_length_597_cov_4.236538_S46	9020
NODE_A1372_length_596_cov_10.138728_S46	980
NODE_A1375_length_596_cov_4.653179_S46	938
NODE_B258_length_596_cov_1.348748_S46	1557
NODE_B260_length_595_cov_2.488417_S46	3305
NODE_A1386_length_594_cov_7.437137_S46	1467
NODE_A1390_length_593_cov_3.959302_S46	505
NODE_A1391_length_593_cov_3.806202_S46	834
NODE_A1393_length_593_cov_2.313953_S46	688
NODE_B262_length_593_cov_4.856589_S46	11199
NODE_B264_length_593_cov_3.083333_S46	436
NODE_C20_length_593_cov_0.606589_S46	1513
NODE_A1398_length_592_cov_9.483495_S46	453
NODE_B265_length_592_cov_7.291262_S46	26800
NODE_B266_length_592_cov_3.549515_S46	4107
NODE_A1402_length_591_cov_10.334630_S46	7659
NODE_A1403_length_591_cov_8.027237_S46	794
NODE_B267_length_590_cov_1.676413_S46	2201
NODE_C21_length_590_cov_0.639376_S46	739
NODE_A1418_length_589_cov_5.576172_S46	436
NODE_A1420_length_589_cov_4.580078_S46	1471
NODE_A1421_length_589_cov_3.191406_S46	1879
NODE_A1424_length_589_cov_1.275391_S46	853
NODE_B270_length_589_cov_1.212891_S46	632
NODE_B271_length_588_cov_5.604697_S46	10794
NODE_B275_length_588_cov_1.136986_S46	489
NODE_B276_length_588_cov_0.802348_S46	419
NODE_A1429_length_587_cov_16.105882_S46	1155
NODE_A1430_length_587_cov_11.488235_S46	865
NODE_A1431_length_587_cov_6.378431_S46	750
NODE_A1438_length_586_cov_5.066798_S46	919
NODE_A1446_length_585_cov_3.366142_S46	561
NODE_A1450_length_584_cov_17.437870_S46	1052
NODE_A1451_length_584_cov_10.463511_S46	600
