magnitudes	HG_CF_4
NODE_A14542_length_607_cov_30.967925_S30	490
NODE_A14633_length_605_cov_11.333333_S30	469
NODE_A14936_length_598_cov_33.170825_S30	708
NODE_B1977_length_593_cov_7.172481_S30	460
NODE_B1978_length_593_cov_4.674419_S30	375
NODE_A15472_length_586_cov_70.015717_S30	884
NODE_A15510_length_585_cov_28.832677_S30	431
NODE_A15511_length_585_cov_26.777559_S30	382
NODE_A15598_length_583_cov_30.859684_S30	366
NODE_A15642_length_582_cov_64.213861_S30	448
NODE_C81_length_577_cov_2.242000_S30	1005
NODE_B2124_length_576_cov_3.573146_S30	401
NODE_B2180_length_571_cov_4.354251_S30	695
NODE_A16246_length_569_cov_25.589431_S30	407
NODE_C84_length_569_cov_1.398374_S30	1327
NODE_A16294_length_568_cov_27.778004_S30	381
NODE_B2294_length_559_cov_10.815353_S30	590
NODE_A16751_length_558_cov_21.297297_S30	608
NODE_A16894_length_555_cov_25.922594_S30	363
NODE_A17034_length_552_cov_31.951579_S30	780
NODE_B2381_length_550_cov_3.832981_S30	430
NODE_B2384_length_550_cov_3.114165_S30	393
NODE_A17344_length_546_cov_23.961620_S30	589
NODE_B2460_length_544_cov_5.800857_S30	322
NODE_A17496_length_543_cov_19.789700_S30	386
NODE_C98_length_543_cov_1.431330_S30	572
NODE_B2499_length_541_cov_2.456897_S30	423
NODE_A17656_length_540_cov_26.440605_S30	491
NODE_B2598_length_533_cov_3.750000_S30	489
NODE_B2612_length_532_cov_4.542857_S30	472
NODE_C108_length_529_cov_0.703540_S30	647
NODE_B2763_length_521_cov_4.590090_S30	351
NODE_B2842_length_515_cov_3.098174_S30	481
NODE_A19333_length_510_cov_34.233256_S30	512
NODE_B2948_length_508_cov_5.113689_S30	427
NODE_C125_length_506_cov_2.009324_S30	362
NODE_B3004_length_505_cov_4.813084_S30	357
NODE_A19700_length_504_cov_68.845433_S30	880
NODE_A19898_length_501_cov_14.040094_S30	590
NODE_B6_length_9249_cov_41.426297_S32	5543
NODE_A29_length_3746_cov_711.250750_S32	3516
NODE_A31_length_3555_cov_1627.451409_S32	2940
NODE_C93_length_1035_cov_9.545929_S32	756
NODE_A312_length_844_cov_154.932203_S32	525
NODE_B225_length_548_cov_0.738854_S33	5443
NODE_A1266_length_514_cov_3.876430_S33	801
NODE_A150_length_1248_cov_28.818958_S34	18022
NODE_A347_length_850_cov_8.554981_S34	949
NODE_B64_length_804_cov_1.617607_S34	2562
NODE_B89_length_704_cov_2.194577_S34	5154
NODE_A948_length_620_cov_5.795580_S34	1134
NODE_A1474_length_548_cov_3.624204_S34	1255
NODE_A1627_length_536_cov_3.418301_S34	761
NODE_A1871_length_517_cov_5.336364_S34	561
NODE_A255_length_974_cov_6.739130_S37	16281
NODE_A1252_length_542_cov_2.208602_S37	679
NODE_B248_length_527_cov_0.757778_S37	1409
NODE_A79_length_1933_cov_10.656250_S40	1582
NODE_A27_length_3481_cov_93.207109_S42	37779
NODE_A60_length_1805_cov_17.223380_S42	3707
NODE_A75_length_1524_cov_33.284727_S42	1473
NODE_A146_length_1032_cov_20.401047_S42	1342
NODE_A254_length_731_cov_2.111621_S42	1073
NODE_A299_length_669_cov_13.069257_S42	1671
NODE_B174_length_554_cov_1.639413_S42	1754
NODE_A456_length_550_cov_23.118393_S42	395
NODE_A496_length_529_cov_29.893805_S42	2592
NODE_A554_length_504_cov_10.004684_S42	691
NODE_B9_length_6821_cov_15.918001_S43	6167
NODE_A225_length_1160_cov_5.741459_S43	2066
NODE_A434_length_695_cov_35.163430_S43	2610
NODE_A476_length_653_cov_0.909722_S43	731
NODE_A685_length_524_cov_2.297539_S43	457
NODE_A10_length_4679_cov_70.244024_S44	2747
NODE_A11_length_4493_cov_30.246150_S44	7146
NODE_B12_length_4427_cov_19.298161_S44	25219
NODE_A13_length_4398_cov_37.690812_S44	8211
NODE_A26_length_3423_cov_34.191273_S44	3876
NODE_A38_length_2762_cov_50.316946_S44	4383
NODE_A95_length_1981_cov_9.423319_S44	2763
NODE_A107_length_1904_cov_5.648604_S44	1976
NODE_A224_length_1537_cov_6.647260_S44	1076
NODE_A305_length_1382_cov_17.423755_S44	2531
NODE_A332_length_1350_cov_4.751767_S44	1123
NODE_A478_length_1204_cov_4.796806_S44	834
NODE_A504_length_1184_cov_3.579042_S44	916
NODE_A544_length_1160_cov_11.116343_S44	1106
NODE_A546_length_1159_cov_4.780037_S44	755
NODE_A592_length_1133_cov_46.314394_S44	6182
NODE_A638_length_1105_cov_5.459144_S44	683
NODE_A778_length_1034_cov_2.576803_S44	816
NODE_A834_length_1007_cov_4.506452_S44	730
NODE_A1044_length_932_cov_6.898246_S44	835
NODE_A1317_length_863_cov_5.786260_S44	745
NODE_C25_length_858_cov_6.763124_S44	3265
NODE_A1348_length_856_cov_11.942234_S44	958
NODE_A1368_length_852_cov_6.739355_S44	681
NODE_A1412_length_844_cov_3.569752_S44	501
NODE_A1446_length_836_cov_4.238472_S44	1009
NODE_A1678_length_792_cov_6.282517_S44	994
NODE_A1714_length_786_cov_6.596615_S44	1001
NODE_A1733_length_784_cov_3.702970_S44	719
NODE_A1825_length_770_cov_4.483405_S44	843
NODE_A1871_length_763_cov_3.600583_S44	707
NODE_A1887_length_760_cov_6.002928_S44	751
NODE_A1959_length_749_cov_5.059524_S44	2825
NODE_B165_length_749_cov_17.587798_S44	3256
NODE_A2192_length_723_cov_6.424149_S44	777
NODE_A2285_length_712_cov_89.149606_S44	1037
NODE_B177_length_710_cov_8.804107_S44	966
NODE_A2437_length_696_cov_2.176090_S44	569
NODE_A2438_length_695_cov_4.525890_S44	474
NODE_B204_length_660_cov_5.794168_S44	1516
NODE_A2806_length_657_cov_4.020690_S44	571
NODE_C49_length_634_cov_9.766607_S44	6218
NODE_A3249_length_619_cov_3.483395_S44	390
NODE_A3328_length_613_cov_9.753731_S44	1019
NODE_B249_length_609_cov_19.800752_S44	906
NODE_A3413_length_607_cov_7.398113_S44	550
NODE_A3448_length_605_cov_4.401515_S44	807
NODE_C55_length_590_cov_1.157895_S44	635
NODE_A3749_length_584_cov_2.804734_S44	416
NODE_A3883_length_575_cov_9.598394_S44	723
NODE_A3901_length_574_cov_4.527163_S44	493
NODE_A3922_length_572_cov_8.769697_S44	426
NODE_A4128_length_559_cov_4.008299_S44	447
NODE_A4156_length_557_cov_3.737500_S44	367
NODE_A4232_length_553_cov_9.237395_S44	810
NODE_A4515_length_539_cov_5.329004_S44	389
NODE_A4530_length_538_cov_9.722343_S44	851
NODE_A4535_length_538_cov_4.006508_S44	654
NODE_A4820_length_525_cov_9.379464_S44	681
NODE_A4872_length_523_cov_4.215247_S44	332
NODE_C70_length_518_cov_6.414966_S44	2076
NODE_B408_length_502_cov_1.952941_S44	452
NODE_A5432_length_500_cov_3.406619_S44	1706
NODE_A18_length_2423_cov_29.320119_S4	2913
NODE_A29_length_2081_cov_211.562874_S4	2852
NODE_A215_length_1131_cov_32.848197_S4	1783
NODE_A302_length_1046_cov_74.848297_S4	1562
NODE_A428_length_938_cov_12.997677_S4	1170
NODE_B247_length_717_cov_17.517187_S4	1906
NODE_A1046_length_710_cov_16.638231_S4	652
NODE_A1238_length_672_cov_16.216807_S4	656
NODE_A1244_length_670_cov_25.446880_S4	935
NODE_A1395_length_645_cov_10.383803_S4	642
NODE_B355_length_639_cov_13.638790_S4	2168
NODE_A1447_length_636_cov_11.631485_S4	668
NODE_A1509_length_627_cov_10.114545_S4	525
NODE_A2138_length_558_cov_11.835759_S4	1634
NODE_A2225_length_552_cov_13.406316_S4	909
NODE_A2320_length_546_cov_21.812367_S4	1460
NODE_A2622_length_523_cov_13.401345_S4	690
NODE_A2951_length_505_cov_5.362150_S4	741
NODE_A239_length_557_cov_2.210417_S45	1148
NODE_A10_length_4954_cov_30.542137_S47	10865
NODE_A11_length_4410_cov_28.484883_S47	13008
NODE_A12_length_4359_cov_20.546240_S47	4760
NODE_A14_length_4051_cov_55.716910_S47	26704
NODE_A15_length_3956_cov_16.892756_S47	2965
NODE_A17_length_3918_cov_42.201510_S47	12210
NODE_A18_length_3912_cov_22.781226_S47	4284
NODE_A51_length_1800_cov_35.014510_S47	3990
NODE_A73_length_1522_cov_23.752249_S47	1809
NODE_A80_length_1472_cov_32.868817_S47	2939
NODE_A128_length_1281_cov_19.792359_S47	2295
NODE_A145_length_1229_cov_22.995660_S47	823
NODE_A146_length_1229_cov_14.794271_S47	1855
NODE_A382_length_857_cov_17.211538_S47	777
NODE_B126_length_745_cov_4.853293_S47	2196
NODE_B143_length_703_cov_2.392971_S47	2335
NODE_A717_length_702_cov_11.080000_S47	550
NODE_A747_length_692_cov_9.126829_S47	1125
NODE_C53_length_683_cov_1.191419_S47	1939
NODE_A984_length_638_cov_29.946524_S47	520
NODE_A1366_length_575_cov_14.913655_S47	413
NODE_A1583_length_555_cov_1.638075_S47	1067
NODE_A1867_length_534_cov_2.803063_S47	730
NODE_C75_length_530_cov_2.013245_S47	4902
NODE_B264_length_518_cov_7.852608_S47	1570
NODE_A2408_length_503_cov_45.643192_S47	528
NODE_B79_length_1546_cov_302.064670_S49	1381
NODE_C118_length_844_cov_3.405476_S49	658
NODE_A127_length_5008_cov_38.210911_S7	3889
NODE_A226_length_4128_cov_107.114293_S7	6857
NODE_B4_length_4026_cov_27.587744_S7	10659
NODE_A340_length_3380_cov_50.720860_S7	5910
NODE_A378_length_3183_cov_37.972956_S7	4974
NODE_A503_length_2733_cov_13.818148_S7	2138
NODE_B14_length_2678_cov_8.397924_S7	2351
NODE_A678_length_2233_cov_66.287106_S7	3536
NODE_A766_length_2007_cov_64.114508_S7	1917
NODE_C4_length_1696_cov_15.546634_S7	6647
NODE_B111_length_1410_cov_6.499625_S7	6489
NODE_B125_length_1370_cov_10.313225_S7	3858
NODE_A1197_length_1351_cov_33.031397_S7	1725
NODE_A1235_length_1310_cov_33.695053_S7	1115
NODE_A1461_length_1104_cov_2.999026_S7	1106
NODE_B270_length_1066_cov_26.274014_S7	1454
NODE_A1908_length_851_cov_22.959948_S7	1074
NODE_A1983_length_820_cov_2.971736_S7	894
NODE_A2165_length_776_cov_38.236052_S7	933
NODE_B698_length_768_cov_65.464544_S7	5489
NODE_C25_length_767_cov_1.389855_S7	1113
NODE_C26_length_765_cov_9.020349_S7	9130
NODE_A2457_length_719_cov_2.788162_S7	628
NODE_B854_length_708_cov_5.022187_S7	699
NODE_A2551_length_706_cov_27.963434_S7	653
NODE_A2589_length_701_cov_78.690705_S7	1003
NODE_A2627_length_696_cov_11.277868_S7	910
NODE_A2947_length_658_cov_4.841652_S7	815
NODE_A2953_length_657_cov_26.453448_S7	1969
NODE_A3047_length_648_cov_3.330998_S7	1460
NODE_A3074_length_646_cov_17.695958_S7	711
NODE_A3138_length_641_cov_6.627660_S7	841
NODE_A3220_length_635_cov_6.483871_S7	1000
NODE_A3438_length_620_cov_15.736648_S7	547
NODE_A3558_length_613_cov_12.386194_S7	982
NODE_A3605_length_610_cov_5.941839_S7	1158
NODE_A3640_length_608_cov_3.015066_S7	1601
NODE_A3683_length_605_cov_8.816288_S7	1868
NODE_A3830_length_597_cov_3.001923_S7	474
NODE_B1279_length_596_cov_5.375723_S7	960
NODE_A4257_length_577_cov_2.646000_S7	1267
NODE_C52_length_566_cov_0.670757_S7	461
NODE_A4541_length_565_cov_3.567623_S7	808
NODE_A4847_length_554_cov_50.587002_S7	2021
NODE_A5153_length_544_cov_9.286938_S7	478
NODE_A5393_length_537_cov_6.343478_S7	1986
NODE_A5494_length_535_cov_1.890830_S7	421
NODE_B1642_length_533_cov_33.129386_S7	1227
NODE_A5566_length_532_cov_3.956044_S7	809
NODE_A5642_length_530_cov_2.545254_S7	568
NODE_A5847_length_525_cov_2.357143_S7	553
NODE_A5975_length_522_cov_2.631461_S7	513
NODE_A6017_length_521_cov_3.533784_S7	556
NODE_A6164_length_518_cov_2.068027_S7	671
NODE_C70_length_517_cov_2.540909_S7	781
NODE_A6318_length_514_cov_6.118993_S7	687
NODE_A6336_length_514_cov_2.704805_S7	462
NODE_B1779_length_509_cov_3.030093_S7	925
NODE_A6628_length_508_cov_3.422274_S7	477
NODE_A6652_length_508_cov_1.986079_S7	496
NODE_A6964_length_502_cov_2.312941_S7	857
NODE_A7070_length_500_cov_3.458629_S7	683
NODE_A7081_length_500_cov_2.657210_S7	554
NODE_B15_length_5822_cov_357.496084_S8	3496
NODE_C12_length_4731_cov_19.807263_S8	3500
NODE_A34_length_4138_cov_777.526718_S8	4329
NODE_B28_length_4100_cov_419.037037_S8	3591
NODE_A40_length_3590_cov_3355.681753_S8	2491
NODE_C19_length_2794_cov_22.307324_S8	1701
NODE_A71_length_2315_cov_3791.689902_S8	2621
NODE_B61_length_2274_cov_10.475193_S8	3607
NODE_C30_length_2006_cov_31.861586_S8	2267
NODE_A237_length_993_cov_316.245633_S8	870
NODE_A14_length_5071_cov_28.907889_S9	14999
NODE_A49_length_3429_cov_19.844272_S9	5037
NODE_A96_length_2876_cov_13.640586_S9	7637
NODE_A1113_length_1152_cov_19.960930_S9	2878
NODE_A1503_length_1018_cov_8.997875_S9	2030
NODE_A1969_length_907_cov_11.103614_S9	631
NODE_A2084_length_881_cov_11.268657_S9	752
NODE_A2454_length_815_cov_33.537940_S9	1638
NODE_A2490_length_810_cov_8.710778_S9	563
NODE_A2642_length_787_cov_21.030986_S9	2227
NODE_A2690_length_781_cov_12.112216_S9	554
NODE_A2951_length_748_cov_41.186289_S9	2933
NODE_C14_length_713_cov_2.070755_S9	1415
NODE_B261_length_636_cov_3.021467_S9	1338
NODE_C23_length_602_cov_674.215238_S9	11056
NODE_B307_length_601_cov_11.301527_S9	2297
NODE_A5116_length_569_cov_7.256098_S9	909
NODE_B362_length_566_cov_10.361963_S9	4490
NODE_B377_length_558_cov_5.517672_S9	2083
NODE_A6268_length_512_cov_244.018391_S9	1581
