magnitudes	Swill6_4
NODE_C63_length_632_cov_1.129730_S12	751
NODE_A6742_length_623_cov_28.390110_S12	1041
NODE_A6864_length_620_cov_11.979742_S12	394
NODE_A7071_length_615_cov_4.557621_S12	395
NODE_B801_length_612_cov_8.835514_S12	536
NODE_A7320_length_608_cov_335.216573_S12	2189
NODE_A7663_length_599_cov_17.816092_S12	446
NODE_A7716_length_598_cov_301.777351_S12	1111
NODE_A7861_length_595_cov_29.523166_S12	3418
NODE_A8178_length_588_cov_70.350294_S12	2184
NODE_A8519_length_581_cov_144.275794_S12	1388
NODE_A10543_length_544_cov_78.376874_S12	432
NODE_A10629_length_543_cov_7.145923_S12	463
NODE_A11272_length_532_cov_25.298901_S12	443
NODE_B1261_length_531_cov_32.116740_S12	1480
NODE_B1341_length_520_cov_31.015801_S12	5463
NODE_B1462_length_506_cov_354.365967_S12	64205
NODE_A13421_length_502_cov_12.870588_S12	346
NODE_A1_length_19728_cov_1238.280342_S18	713703
NODE_B2_length_14082_cov_42.256123_S18	119795
NODE_A6_length_9325_cov_96.801903_S18	6795
NODE_B5_length_5756_cov_32.280859_S18	26884
NODE_B6_length_5152_cov_13.130049_S18	5639
NODE_A48_length_3699_cov_212.683876_S18	2380
NODE_A62_length_3353_cov_99.343407_S18	3093
NODE_A84_length_3023_cov_122.904616_S18	2020
NODE_B14_length_2820_cov_13.238425_S18	2997
NODE_C12_length_2734_cov_7.865262_S18	34396
NODE_B23_length_2519_cov_13.258804_S18	1671
NODE_B24_length_2487_cov_29.866390_S18	5585
NODE_A134_length_2485_cov_112.336379_S18	2311
NODE_B32_length_2332_cov_202.653215_S18	62386
NODE_B37_length_2217_cov_10.893458_S18	3097
NODE_B40_length_2207_cov_5.692958_S18	1324
NODE_A177_length_2158_cov_49.306583_S18	1279
NODE_B44_length_2072_cov_21.749875_S18	2510
NODE_A186_length_2066_cov_67.789341_S18	1417
NODE_B53_length_1881_cov_17.656874_S18	3125
NODE_C16_length_1856_cov_4.521641_S18	10660
NODE_B69_length_1695_cov_142.668109_S18	15736
NODE_B82_length_1622_cov_27.353398_S18	1084
NODE_A386_length_1509_cov_234.356145_S18	7368
NODE_B110_length_1473_cov_21.853868_S18	2909
NODE_B120_length_1442_cov_12.803663_S18	1559
NODE_B127_length_1421_cov_19.238095_S18	2700
NODE_A509_length_1380_cov_88.775134_S18	849
NODE_B150_length_1313_cov_13.140777_S18	1043
NODE_B157_length_1290_cov_10.162407_S18	1221
NODE_B167_length_1262_cov_8.800844_S18	1080
NODE_B180_length_1229_cov_12.084201_S18	1974
NODE_A817_length_1181_cov_323.807971_S18	4608
NODE_A876_length_1157_cov_31.795370_S18	951
NODE_C26_length_1134_cov_11.299905_S18	12096
NODE_B270_length_1045_cov_19.456612_S18	1760
NODE_B272_length_1042_cov_13.409326_S18	2132
NODE_A1707_length_965_cov_111.654279_S18	650
NODE_A1943_length_934_cov_19.126021_S18	821
NODE_B392_length_916_cov_22.436234_S18	1333
NODE_A2299_length_893_cov_124.713235_S18	648
NODE_B428_length_886_cov_14.426452_S18	1244
NODE_B434_length_880_cov_21.549191_S18	7672
NODE_A2573_length_866_cov_72.365019_S18	726
NODE_A2786_length_850_cov_84.182406_S18	939
NODE_A3745_length_790_cov_38.907433_S18	550
NODE_B575_length_789_cov_17.546348_S18	1875
NODE_B589_length_783_cov_6.352691_S18	597
NODE_C55_length_780_cov_1.456615_S18	2204
NODE_A4481_length_754_cov_128.881832_S18	1087
NODE_A4543_length_751_cov_118.335312_S18	446
NODE_A4701_length_744_cov_127.604198_S18	554
NODE_B683_length_743_cov_14.340841_S18	619
NODE_A4881_length_737_cov_264.828788_S18	2069
NODE_C61_length_726_cov_2.744222_S18	691
NODE_B829_length_686_cov_10.745484_S18	1658
NODE_A6613_length_678_cov_213.677205_S18	3456
NODE_A7591_length_653_cov_402.710069_S18	10723
NODE_A8263_length_638_cov_17.702317_S18	618
NODE_C78_length_625_cov_6.527372_S18	7001
NODE_A9106_length_620_cov_26.515654_S18	515
NODE_B1103_length_615_cov_7.163569_S18	380
NODE_B1217_length_595_cov_15.507722_S18	818
NODE_A10824_length_589_cov_70.248047_S18	745
NODE_A11194_length_583_cov_38.626482_S18	993
NODE_A11613_length_577_cov_170.294000_S18	1215
NODE_A13086_length_557_cov_186.177083_S18	15144
NODE_A13242_length_555_cov_91.709205_S18	1383
NODE_A13891_length_547_cov_4.382979_S18	585
NODE_C116_length_546_cov_21.087420_S18	13077
NODE_A14331_length_542_cov_2.516129_S18	2764
NODE_A14806_length_536_cov_5.653595_S18	1374
NODE_A15125_length_532_cov_97.345055_S18	714
NODE_B1731_length_526_cov_5.204900_S18	444
NODE_B1816_length_518_cov_22.462585_S18	1875
NODE_C140_length_511_cov_2.172811_S18	371
NODE_A18117_length_501_cov_18.561321_S18	463
NODE_A40_length_3016_cov_16.349779_S23	46796
NODE_A116_length_1470_cov_12.150036_S23	24570
NODE_B155_length_585_cov_2.919291_S23	7930
NODE_A33_length_2458_cov_14.196136_S24	18570
NODE_A2494_length_562_cov_50.321649_S28	735
NODE_A1666_length_532_cov_3.848352_S34	5594
NODE_A1_length_20521_cov_1650.965613_S5	691231
NODE_A3_length_7822_cov_60.232408_S5	10065
NODE_B3_length_6611_cov_16.753290_S5	25115
NODE_A7_length_5932_cov_833.977284_S5	40994
NODE_B8_length_4522_cov_10.358155_S5	12896
NODE_B9_length_4356_cov_57.600841_S5	40370
NODE_A13_length_4301_cov_55.082386_S5	4035
NODE_C6_length_4216_cov_23.041073_S5	198151
NODE_A18_length_3952_cov_33.453677_S5	3130
NODE_B12_length_3318_cov_8.677569_S5	5434
NODE_A28_length_3210_cov_24.189595_S5	1940
NODE_A29_length_3201_cov_80.108835_S5	2735
NODE_C11_length_2493_cov_9.776904_S5	24383
NODE_B19_length_2155_cov_4.276708_S5	1422
NODE_B21_length_2049_cov_3.766734_S5	1375
NODE_B32_length_1657_cov_4.479114_S5	1328
NODE_A234_length_1639_cov_42.420615_S5	1476
NODE_A262_length_1581_cov_30.921543_S5	1720
NODE_A290_length_1544_cov_43.407635_S5	929
NODE_A324_length_1497_cov_27.042958_S5	878
NODE_A327_length_1493_cov_62.398305_S5	1341
NODE_A415_length_1392_cov_41.767300_S5	1276
NODE_A422_length_1389_cov_16.391768_S5	1407
NODE_A514_length_1328_cov_87.737810_S5	2260
NODE_A655_length_1234_cov_29.921348_S5	1005
NODE_A663_length_1229_cov_20.473090_S5	756
NODE_B58_length_1228_cov_3.569939_S5	728
NODE_A749_length_1189_cov_46.941547_S5	758
NODE_B99_length_1017_cov_8.837234_S5	1472
NODE_A1465_length_993_cov_55.401747_S5	1599
NODE_A1489_length_987_cov_32.171429_S5	616
NODE_A1551_length_976_cov_480.947720_S5	6934
NODE_B121_length_971_cov_8.225951_S5	1507
NODE_B125_length_965_cov_2.771396_S5	838
NODE_C30_length_873_cov_1.396985_S5	593
NODE_A2305_length_864_cov_8.613723_S5	538
NODE_B183_length_863_cov_82.743003_S5	15798
NODE_A2831_length_810_cov_48.181446_S5	779
NODE_A2945_length_799_cov_14.497230_S5	2158
NODE_B267_length_774_cov_3.292683_S5	676
NODE_A4055_length_720_cov_31.967341_S5	428
NODE_A4140_length_715_cov_9.876176_S5	523
NODE_A4264_length_708_cov_21.226624_S5	635
NODE_A4314_length_705_cov_299.047771_S5	4922
NODE_B363_length_701_cov_15.275641_S5	6471
NODE_B370_length_698_cov_5.835749_S5	2248
NODE_C43_length_670_cov_1.843170_S5	2555
NODE_B489_length_642_cov_7.984071_S5	576
NODE_A6146_length_622_cov_48.412844_S5	559
NODE_A6253_length_618_cov_4.378928_S5	817
NODE_A6307_length_616_cov_35.660482_S5	377
NODE_A6528_length_609_cov_27.003759_S5	422
NODE_B583_length_609_cov_20.708647_S5	930
NODE_A7350_length_585_cov_42.635952_S5	539
NODE_A7521_length_580_cov_5.139165_S5	450
NODE_A7581_length_578_cov_15.596806_S5	1724
NODE_A7763_length_573_cov_20.750000_S5	433
NODE_C58_length_567_cov_1.293878_S5	587
NODE_A8064_length_565_cov_5.754098_S5	951
NODE_A8202_length_561_cov_29.502066_S5	359
NODE_A8366_length_557_cov_3.781250_S5	696
NODE_A8968_length_541_cov_12.730603_S5	653
NODE_A9181_length_536_cov_32.973856_S5	381
NODE_A9361_length_532_cov_5.716484_S5	755
NODE_A9445_length_530_cov_42.741722_S5	449
NODE_A9823_length_521_cov_7.371622_S5	1614
NODE_A9903_length_519_cov_506.024887_S5	5157
NODE_A10197_length_513_cov_75.137615_S5	824
NODE_A10385_length_509_cov_26.745370_S5	1307
NODE_A10632_length_504_cov_12.093677_S5	330
