magnitudes	Swill6_6
NODE_B299_length_843_cov_8.624021_S12	3023
NODE_B302_length_841_cov_2.421466_S12	817
NODE_A2325_length_839_cov_12.216535_S12	499
NODE_A2387_length_833_cov_116.116402_S12	1141
NODE_B314_length_831_cov_2.011936_S12	730
NODE_B334_length_813_cov_4.786685_S12	794
NODE_A2794_length_801_cov_36.284530_S12	661
NODE_A2958_length_789_cov_53.460674_S12	1097
NODE_A3057_length_782_cov_49.110638_S12	746
NODE_A3058_length_782_cov_27.519149_S12	472
NODE_A3100_length_779_cov_27.601140_S12	608
NODE_B396_length_764_cov_4.879185_S12	688
NODE_A3412_length_759_cov_28.892962_S12	774
NODE_A3553_length_752_cov_83.029630_S12	1625
NODE_A3554_length_752_cov_43.522963_S12	641
NODE_A3555_length_752_cov_40.151111_S12	678
NODE_A3736_length_741_cov_21.396084_S12	4304
NODE_A3832_length_735_cov_24.986322_S12	821
NODE_A3888_length_732_cov_42.276336_S12	607
NODE_A3963_length_728_cov_82.262673_S12	2459
NODE_A4056_length_724_cov_6.208655_S12	541
NODE_B476_length_722_cov_3.744186_S12	975
NODE_B479_length_721_cov_8.346273_S12	3759
NODE_A4124_length_720_cov_15.575428_S12	1322
NODE_B481_length_719_cov_7.552960_S12	1382
NODE_A4228_length_715_cov_7.686520_S12	1255
NODE_B492_length_714_cov_5.558870_S12	511
NODE_B496_length_713_cov_2.883648_S12	494
NODE_A4341_length_710_cov_93.812006_S12	1181
NODE_A4805_length_690_cov_12.747145_S12	592
NODE_A4882_length_687_cov_7.773770_S12	642
NODE_A4921_length_685_cov_12.738487_S12	748
NODE_A4974_length_683_cov_27.077558_S12	436
NODE_A5021_length_681_cov_128.284768_S12	875
NODE_C53_length_680_cov_1.726368_S12	1042
NODE_A5066_length_679_cov_27.058140_S12	422
NODE_A5091_length_678_cov_36.615641_S12	1706
NODE_A5347_length_668_cov_10.318105_S12	1093
NODE_A5377_length_667_cov_27.701695_S12	582
NODE_B614_length_663_cov_4.851536_S12	523
NODE_B618_length_661_cov_3.904110_S12	1330
NODE_A5571_length_660_cov_12.485420_S12	896
NODE_A5600_length_659_cov_82.024055_S12	1809
NODE_A5601_length_659_cov_44.740550_S12	475
NODE_A5602_length_659_cov_24.520619_S12	611
NODE_A5768_length_653_cov_26.331597_S12	439
NODE_A5795_length_652_cov_29.556522_S12	373
NODE_A5854_length_650_cov_14.767888_S12	5832
NODE_A5874_length_650_cov_4.663176_S12	444
NODE_A6064_length_643_cov_25.977032_S12	376
NODE_B701_length_639_cov_3.040925_S12	561
NODE_A6226_length_638_cov_48.331551_S12	469
NODE_B706_length_638_cov_3.297683_S12	769
NODE_B710_length_637_cov_3.075000_S12	425
NODE_C63_length_632_cov_1.129730_S12	1598
NODE_A6473_length_631_cov_13.729242_S12	402
NODE_A6539_length_629_cov_53.255435_S12	518
NODE_A6675_length_625_cov_46.405109_S12	567
NODE_B759_length_625_cov_1.394161_S12	528
NODE_A6742_length_623_cov_28.390110_S12	2127
NODE_B769_length_621_cov_2.248162_S12	415
NODE_A6864_length_620_cov_11.979742_S12	742
NODE_B774_length_620_cov_2.856354_S12	417
NODE_A7046_length_615_cov_15.656134_S12	939
NODE_A7071_length_615_cov_4.557621_S12	502
NODE_A7092_length_614_cov_23.374302_S12	699
NODE_B801_length_612_cov_8.835514_S12	1051
NODE_B818_length_609_cov_3.847744_S12	897
NODE_A7320_length_608_cov_335.216573_S12	2272
NODE_A7358_length_607_cov_18.741509_S12	446
NODE_A7364_length_607_cov_9.988679_S12	396
NODE_B836_length_605_cov_1.827652_S12	776
NODE_A7622_length_600_cov_21.724665_S12	583
NODE_A7663_length_599_cov_17.816092_S12	934
NODE_A7716_length_598_cov_301.777351_S12	1471
NODE_A7861_length_595_cov_29.523166_S12	3075
NODE_B886_length_592_cov_4.046602_S12	575
NODE_A8087_length_590_cov_24.212476_S12	538
NODE_B902_length_589_cov_1.896484_S12	376
NODE_A8178_length_588_cov_70.350294_S12	5512
NODE_B916_length_586_cov_1.233792_S12	535
NODE_A8467_length_582_cov_29.863366_S12	361
NODE_A8519_length_581_cov_144.275794_S12	1917
NODE_A8523_length_581_cov_11.105159_S12	369
NODE_A8686_length_578_cov_32.203593_S12	360
NODE_A8689_length_578_cov_11.632735_S12	354
NODE_A8886_length_574_cov_18.494970_S12	436
NODE_A9084_length_570_cov_28.780933_S12	432
NODE_B1000_length_570_cov_5.527383_S12	500
NODE_B1003_length_570_cov_4.768763_S12	410
NODE_A9145_length_569_cov_26.371951_S12	370
NODE_B1032_length_565_cov_3.370902_S12	470
NODE_B1049_length_562_cov_3.259794_S12	391
NODE_A9604_length_560_cov_37.973085_S12	411
NODE_B1076_length_558_cov_2.149688_S12	429
NODE_A9763_length_557_cov_7.420833_S12	675
NODE_B1097_length_555_cov_4.094142_S12	471
NODE_B1098_length_555_cov_3.087866_S12	387
NODE_A10024_length_553_cov_5.014706_S12	720
NODE_A9995_length_553_cov_17.642857_S12	502
NODE_A10141_length_551_cov_6.175105_S12	509
NODE_B1130_length_550_cov_4.794926_S12	357
NODE_A10304_length_548_cov_24.968153_S12	353
NODE_A10448_length_546_cov_5.850746_S12	377
NODE_A10543_length_544_cov_78.376874_S12	706
NODE_A10629_length_543_cov_7.145923_S12	1271
NODE_A10850_length_539_cov_9.761905_S12	545
NODE_A10855_length_539_cov_7.428571_S12	603
NODE_A10906_length_538_cov_63.535792_S12	828
NODE_A10968_length_537_cov_27.843478_S12	319
NODE_A11214_length_533_cov_18.111842_S12	396
NODE_B1256_length_533_cov_1.021930_S12	489
NODE_A11272_length_532_cov_25.298901_S12	938
NODE_B1261_length_531_cov_32.116740_S12	1545
NODE_A11586_length_528_cov_5.339246_S12	800
NODE_A11936_length_522_cov_18.941573_S12	365
NODE_B1341_length_520_cov_31.015801_S12	14288
NODE_B1379_length_516_cov_3.792711_S12	424
NODE_A13082_length_507_cov_2.846512_S12	635
NODE_B1462_length_506_cov_354.365967_S12	161659
NODE_A13181_length_505_cov_11.892523_S12	442
NODE_B1493_length_503_cov_2.795775_S12	959
NODE_A13421_length_502_cov_12.870588_S12	1002
NODE_A13502_length_501_cov_8.563679_S12	471
NODE_A13561_length_500_cov_23.493934_S12	292
NODE_A13565_length_500_cov_17.728132_S12	377
NODE_A13570_length_500_cov_11.607565_S12	732
NODE_A1_length_19728_cov_1238.280342_S18	493468
NODE_A3_length_17394_cov_53.922850_S18	17983
NODE_A4_length_16872_cov_48.405180_S18	12360
NODE_B2_length_14082_cov_42.256123_S18	80865
NODE_A6_length_9325_cov_96.801903_S18	13696
NODE_A7_length_9243_cov_93.990072_S18	12891
NODE_A11_length_5876_cov_91.603897_S18	7290
NODE_B5_length_5756_cov_32.280859_S18	20288
NODE_B6_length_5152_cov_13.130049_S18	9632
NODE_A18_length_4630_cov_47.265759_S18	3770
NODE_A47_length_3759_cov_71.453286_S18	3664
NODE_A48_length_3699_cov_212.683876_S18	5050
NODE_A62_length_3353_cov_99.343407_S18	5147
NODE_A63_length_3353_cov_45.023199_S18	2293
NODE_A84_length_3023_cov_122.904616_S18	4019
NODE_B14_length_2820_cov_13.238425_S18	5809
NODE_A108_length_2742_cov_64.756098_S18	1891
NODE_C12_length_2734_cov_7.865262_S18	25397
NODE_A121_length_2601_cov_40.140650_S18	1942
NODE_B23_length_2519_cov_13.258804_S18	3500
NODE_A129_length_2510_cov_91.337443_S18	2952
NODE_A132_length_2494_cov_64.137774_S18	2559
NODE_B24_length_2487_cov_29.866390_S18	12536
NODE_A134_length_2485_cov_112.336379_S18	4436
NODE_B32_length_2332_cov_202.653215_S18	54428
NODE_A161_length_2298_cov_65.471409_S18	1528
NODE_B37_length_2217_cov_10.893458_S18	4733
NODE_B40_length_2207_cov_5.692958_S18	2244
NODE_A177_length_2158_cov_49.306583_S18	1293
NODE_A180_length_2135_cov_39.205053_S18	1332
NODE_B44_length_2072_cov_21.749875_S18	5504
NODE_A186_length_2066_cov_67.789341_S18	1497
NODE_A199_length_2014_cov_49.487352_S18	2018
NODE_B47_length_1986_cov_4.773180_S18	1246
NODE_A210_length_1956_cov_59.827036_S18	2400
NODE_B53_length_1881_cov_17.656874_S18	6137
NODE_B55_length_1875_cov_4.101224_S18	1740
NODE_C16_length_1856_cov_4.521641_S18	10338
NODE_A276_length_1733_cov_77.303140_S18	1493
NODE_B69_length_1695_cov_142.668109_S18	22517
NODE_B77_length_1669_cov_5.944724_S18	1406
NODE_A319_length_1635_cov_62.363928_S18	1018
NODE_B82_length_1622_cov_27.353398_S18	2647
NODE_A347_length_1585_cov_72.267241_S18	1297
NODE_A349_length_1579_cov_8.916778_S18	1016
NODE_A364_length_1543_cov_40.913370_S18	1175
NODE_A373_length_1529_cov_81.174242_S18	2107
NODE_A386_length_1509_cov_234.356145_S18	6456
NODE_B110_length_1473_cov_21.853868_S18	5647
NODE_B120_length_1442_cov_12.803663_S18	4277
NODE_A446_length_1433_cov_72.250737_S18	1862
NODE_B127_length_1421_cov_19.238095_S18	5451
NODE_B150_length_1313_cov_13.140777_S18	3186
NODE_B156_length_1293_cov_3.099507_S18	842
NODE_B157_length_1290_cov_10.162407_S18	2348
NODE_A626_length_1279_cov_100.439268_S18	1820
NODE_B167_length_1262_cov_8.800844_S18	2662
NODE_B168_length_1259_cov_6.270728_S18	1177
NODE_A712_length_1231_cov_4.991334_S18	980
NODE_B180_length_1229_cov_12.084201_S18	3731
NODE_A719_length_1223_cov_69.707679_S18	1024
NODE_A817_length_1181_cov_323.807971_S18	3937
NODE_A844_length_1171_cov_65.708410_S18	1328
NODE_A876_length_1157_cov_31.795370_S18	965
NODE_C26_length_1134_cov_11.299905_S18	15151
NODE_B244_length_1096_cov_3.206084_S18	874
NODE_B247_length_1090_cov_11.262586_S18	1466
NODE_B255_length_1079_cov_5.210579_S18	1163
NODE_B270_length_1045_cov_19.456612_S18	3388
NODE_B272_length_1042_cov_13.409326_S18	3586
NODE_A1441_length_1011_cov_18.749465_S18	677
NODE_A1555_length_988_cov_22.552141_S18	685
NODE_A1671_length_971_cov_8.742729_S18	581
NODE_A1707_length_965_cov_111.654279_S18	2057
NODE_B349_length_958_cov_2.950057_S18	586
NODE_A1943_length_934_cov_19.126021_S18	1584
NODE_B384_length_923_cov_5.239953_S18	919
NODE_A2096_length_917_cov_15.329762_S18	585
NODE_B392_length_916_cov_22.436234_S18	3032
NODE_A2299_length_893_cov_124.713235_S18	1188
NODE_B428_length_886_cov_14.426452_S18	1519
NODE_A2404_length_883_cov_26.022333_S18	730
NODE_B434_length_880_cov_21.549191_S18	3588
NODE_A2573_length_866_cov_72.365019_S18	1136
NODE_A2624_length_863_cov_42.980916_S18	576
NODE_C45_length_863_cov_2.338422_S18	539
NODE_A2786_length_850_cov_84.182406_S18	1021
NODE_B473_length_848_cov_3.645914_S18	586
NODE_B478_length_846_cov_2.009103_S18	576
NODE_A2886_length_844_cov_26.100391_S18	548
NODE_A2968_length_839_cov_38.447507_S18	556
NODE_B520_length_823_cov_4.454424_S18	576
NODE_A3416_length_809_cov_42.409836_S18	494
NODE_A3527_length_802_cov_68.575172_S18	917
NODE_B551_length_801_cov_2.158840_S18	522
NODE_A3633_length_796_cov_22.178025_S18	483
NODE_B570_length_791_cov_7.004202_S18	489
NODE_A3745_length_790_cov_38.907433_S18	914
NODE_B575_length_789_cov_17.546348_S18	5176
NODE_B589_length_783_cov_6.352691_S18	1500
NODE_B592_length_782_cov_3.558865_S18	446
NODE_C55_length_780_cov_1.456615_S18	3297
NODE_A4058_length_774_cov_60.615495_S18	583
NODE_A4166_length_768_cov_102.120116_S18	1326
NODE_A4187_length_767_cov_136.066667_S18	1095
NODE_A4228_length_765_cov_43.962209_S18	675
NODE_B625_length_765_cov_3.515988_S18	666
NODE_B639_length_761_cov_4.725146_S18	870
NODE_B652_length_756_cov_5.920471_S18	1252
NODE_A4481_length_754_cov_128.881832_S18	2322
NODE_A4543_length_751_cov_118.335312_S18	594
NODE_A4701_length_744_cov_127.604198_S18	726
NODE_B683_length_743_cov_14.340841_S18	1650
NODE_A4881_length_737_cov_264.828788_S18	4343
NODE_C61_length_726_cov_2.744222_S18	1391
NODE_B724_length_725_cov_2.387346_S18	458
NODE_A5486_length_713_cov_18.402516_S18	590
NODE_A5667_length_707_cov_20.828571_S18	533
NODE_A5695_length_706_cov_62.365660_S18	555
NODE_A6038_length_696_cov_71.292407_S18	493
NODE_A6067_length_695_cov_11.961165_S18	453
NODE_A6252_length_689_cov_26.527778_S18	953
NODE_B829_length_686_cov_10.745484_S18	1531
NODE_A6385_length_685_cov_23.907895_S18	603
NODE_B849_length_680_cov_4.205638_S18	610
NODE_A6613_length_678_cov_213.677205_S18	2493
NODE_B873_length_671_cov_8.323232_S18	604
NODE_B874_length_671_cov_5.801347_S18	467
NODE_A7104_length_666_cov_4.991511_S18	633
NODE_B890_length_666_cov_1.981324_S18	660
NODE_A7435_length_657_cov_74.412069_S18	402
NODE_B931_length_656_cov_3.946459_S18	451
NODE_A7591_length_653_cov_402.710069_S18	26716
NODE_A7592_length_653_cov_25.727431_S18	532
NODE_B955_length_649_cov_10.117133_S18	498
NODE_A8263_length_638_cov_17.702317_S18	1359
NODE_A8266_length_638_cov_10.484848_S18	940
NODE_A8317_length_637_cov_10.932143_S18	433
NODE_A8479_length_634_cov_4.840215_S18	400
NODE_B1014_length_634_cov_12.411131_S18	678
NODE_A8644_length_630_cov_33.021700_S18	518
NODE_C78_length_625_cov_6.527372_S18	6459
NODE_A8974_length_623_cov_5.613553_S18	408
NODE_B1103_length_615_cov_7.163569_S18	577
NODE_A9401_length_614_cov_15.510242_S18	418
NODE_B1144_length_608_cov_4.977401_S18	472
NODE_A9952_length_605_cov_6.037879_S18	571
NODE_A10162_length_601_cov_6.786260_S18	542
NODE_A10320_length_598_cov_35.458733_S18	993
NODE_A10361_length_597_cov_37.159615_S18	812
NODE_A10486_length_595_cov_18.606178_S18	923
NODE_B1217_length_595_cov_15.507722_S18	1758
NODE_A10583_length_594_cov_4.640232_S18	433
NODE_A10824_length_589_cov_70.248047_S18	1935
NODE_A10970_length_587_cov_6.150980_S18	558
NODE_A11062_length_585_cov_64.923228_S18	589
NODE_B1281_length_585_cov_6.177165_S18	722
NODE_A11194_length_583_cov_38.626482_S18	1174
NODE_A11272_length_582_cov_10.300990_S18	356
NODE_A11343_length_581_cov_24.015873_S18	461
NODE_A11425_length_580_cov_15.882704_S18	451
NODE_A11495_length_579_cov_21.191235_S18	541
NODE_A11613_length_577_cov_170.294000_S18	2271
NODE_A11621_length_577_cov_11.902000_S18	471
NODE_A11754_length_575_cov_60.226908_S18	407
NODE_A11767_length_575_cov_8.080321_S18	537
NODE_A12333_length_567_cov_37.332653_S18	711
NODE_A12537_length_564_cov_23.476386_S18	514
NODE_A12538_length_564_cov_20.149897_S18	442
NODE_A13086_length_557_cov_186.177083_S18	38088
NODE_A13218_length_556_cov_3.300626_S18	524
NODE_B1484_length_556_cov_2.162839_S18	326
NODE_A13242_length_555_cov_91.709205_S18	3525
NODE_A13243_length_555_cov_49.500000_S18	421
NODE_A13689_length_549_cov_41.684322_S18	374
NODE_A13891_length_547_cov_4.382979_S18	1289
NODE_C116_length_546_cov_21.087420_S18	14764
NODE_A14020_length_545_cov_20.959402_S18	421
NODE_A14331_length_542_cov_2.516129_S18	4143
NODE_A14420_length_540_cov_22.859611_S18	612
NODE_A14773_length_536_cov_34.198257_S18	512
NODE_A14806_length_536_cov_5.653595_S18	1859
NODE_A14942_length_534_cov_15.886214_S18	624
NODE_B1662_length_534_cov_2.735230_S18	447
NODE_A15125_length_532_cov_97.345055_S18	1331
NODE_B1720_length_527_cov_3.037778_S18	473
NODE_B1731_length_526_cov_5.204900_S18	957
NODE_B1739_length_525_cov_6.575893_S18	849
NODE_C131_length_523_cov_1.428251_S18	406
NODE_B1816_length_518_cov_22.462585_S18	5200
NODE_B1829_length_517_cov_6.734091_S18	456
NODE_A16567_length_516_cov_9.569476_S18	363
NODE_B1877_length_513_cov_3.919725_S18	436
NODE_B1904_length_512_cov_1.234483_S18	342
NODE_C140_length_511_cov_2.172811_S18	742
NODE_A17338_length_508_cov_9.953596_S18	332
NODE_A17580_length_506_cov_33.121212_S18	389
NODE_B1971_length_506_cov_2.606061_S18	418
NODE_A17925_length_503_cov_6.197183_S18	302
NODE_B2009_length_503_cov_2.894366_S18	406
NODE_C149_length_503_cov_2.319249_S18	613
NODE_A18117_length_501_cov_18.561321_S18	1610
NODE_A40_length_3016_cov_16.349779_S23	32841
NODE_A116_length_1470_cov_12.150036_S23	17403
NODE_B155_length_585_cov_2.919291_S23	5509
NODE_A33_length_2458_cov_14.196136_S24	18996
NODE_A2494_length_562_cov_50.321649_S28	1069
NODE_A1666_length_532_cov_3.848352_S34	3740
NODE_A1_length_20521_cov_1650.965613_S5	455790
NODE_A3_length_7822_cov_60.232408_S5	19783
NODE_B3_length_6611_cov_16.753290_S5	48716
NODE_A7_length_5932_cov_833.977284_S5	32999
NODE_B8_length_4522_cov_10.358155_S5	23377
NODE_B9_length_4356_cov_57.600841_S5	33075
NODE_A13_length_4301_cov_55.082386_S5	5543
NODE_C6_length_4216_cov_23.041073_S5	140572
NODE_A14_length_4175_cov_24.341142_S5	3287
NODE_A18_length_3952_cov_33.453677_S5	5105
NODE_A25_length_3386_cov_26.209731_S5	2381
NODE_B12_length_3318_cov_8.677569_S5	8588
NODE_A28_length_3210_cov_24.189595_S5	2888
NODE_A29_length_3201_cov_80.108835_S5	6854
NODE_A34_length_3017_cov_15.486054_S5	2514
NODE_C11_length_2493_cov_9.776904_S5	21001
NODE_A63_length_2432_cov_22.061146_S5	1543
NODE_A76_length_2317_cov_21.388393_S5	2477
NODE_A91_length_2227_cov_23.655814_S5	1396
NODE_B19_length_2155_cov_4.276708_S5	2149
NODE_B21_length_2049_cov_3.766734_S5	1765
NODE_B22_length_1977_cov_4.451579_S5	1770
NODE_B24_length_1805_cov_3.418403_S5	1465
NODE_A178_length_1761_cov_11.180523_S5	1094
NODE_A189_length_1734_cov_9.975256_S5	1349
NODE_A224_length_1664_cov_15.943289_S5	1654
NODE_B32_length_1657_cov_4.479114_S5	1550
NODE_A234_length_1639_cov_42.420615_S5	2528
NODE_A254_length_1593_cov_24.015831_S5	1213
NODE_A262_length_1581_cov_30.921543_S5	2968
NODE_A290_length_1544_cov_43.407635_S5	1651
NODE_A327_length_1493_cov_62.398305_S5	1315
NODE_A415_length_1392_cov_41.767300_S5	1786
NODE_A422_length_1389_cov_16.391768_S5	3034
NODE_B46_length_1383_cov_5.910413_S5	1192
NODE_A436_length_1378_cov_7.784781_S5	1611
NODE_B51_length_1340_cov_3.231196_S5	1180
NODE_A507_length_1335_cov_4.304452_S5	855
NODE_A514_length_1328_cov_87.737810_S5	2554
NODE_A554_length_1291_cov_11.354201_S5	1009
NODE_A655_length_1234_cov_29.921348_S5	1725
NODE_A663_length_1229_cov_20.473090_S5	1429
NODE_B58_length_1228_cov_3.569939_S5	717
NODE_A749_length_1189_cov_46.941547_S5	1263
NODE_A759_length_1186_cov_11.788999_S5	1170
NODE_A798_length_1167_cov_31.868807_S5	925
NODE_A808_length_1164_cov_7.070837_S5	791
NODE_A1138_length_1055_cov_18.200409_S5	681
NODE_A1155_length_1051_cov_18.102669_S5	747
NODE_B99_length_1017_cov_8.837234_S5	2233
NODE_A1465_length_993_cov_55.401747_S5	2512
NODE_A1483_length_988_cov_12.641054_S5	828
NODE_A1527_length_980_cov_13.466224_S5	1051
NODE_A1533_length_979_cov_4.791574_S5	650
NODE_A1551_length_976_cov_480.947720_S5	7885
NODE_A1565_length_973_cov_20.123884_S5	1884
NODE_B121_length_971_cov_8.225951_S5	2179
NODE_B125_length_965_cov_2.771396_S5	974
NODE_A1655_length_954_cov_11.104903_S5	638
NODE_A1678_length_951_cov_25.018307_S5	918
NODE_B171_length_893_cov_2.998775_S5	557
NODE_A2133_length_882_cov_7.203727_S5	1260
NODE_C30_length_873_cov_1.396985_S5	929
NODE_A2231_length_871_cov_13.585642_S5	1004
NODE_A2305_length_864_cov_8.613723_S5	1063
NODE_B183_length_863_cov_82.743003_S5	22566
NODE_A2441_length_849_cov_18.646373_S5	1213
NODE_A2721_length_820_cov_15.551817_S5	576
NODE_A2753_length_817_cov_15.385135_S5	946
NODE_A2832_length_810_cov_7.697135_S5	594
NODE_A2945_length_799_cov_14.497230_S5	3088
NODE_B256_length_784_cov_3.867044_S5	515
NODE_A3186_length_780_cov_4.281650_S5	679
NODE_B267_length_774_cov_3.292683_S5	912
NODE_A3374_length_766_cov_5.915820_S5	650
NODE_A3414_length_763_cov_10.877551_S5	524
NODE_A3866_length_731_cov_15.581040_S5	841
NODE_A3891_length_729_cov_11.509202_S5	714
NODE_A3895_length_729_cov_5.814417_S5	696
NODE_A3960_length_725_cov_11.203704_S5	447
NODE_A4056_length_720_cov_19.412131_S5	565
NODE_A4140_length_715_cov_9.876176_S5	1030
NODE_A4264_length_708_cov_21.226624_S5	1193
NODE_A4314_length_705_cov_299.047771_S5	6312
NODE_B363_length_701_cov_15.275641_S5	12223
NODE_B370_length_698_cov_5.835749_S5	5833
NODE_A4888_length_677_cov_6.846667_S5	612
NODE_C43_length_670_cov_1.843170_S5	4028
NODE_A5160_length_663_cov_12.119454_S5	487
NODE_A5167_length_663_cov_5.298635_S5	509
NODE_B439_length_663_cov_3.100683_S5	502
NODE_B449_length_660_cov_1.461407_S5	806
NODE_B453_length_658_cov_2.580034_S5	413
NODE_B474_length_648_cov_3.691769_S5	629
NODE_A5571_length_645_cov_5.669014_S5	402
NODE_B489_length_642_cov_7.984071_S5	1520
NODE_A6146_length_622_cov_48.412844_S5	1416
