magnitudes	NC2
NODE_B92_length_1149_cov_4.287313_NC2	1644
NODE_A262_length_1146_cov_39.093545_NC2	1513
NODE_A265_length_1142_cov_44.728638_NC2	1352
NODE_A268_length_1138_cov_91.739868_NC2	2356
NODE_A269_length_1137_cov_40.189623_NC2	993
NODE_A273_length_1133_cov_37.351326_NC2	1109
NODE_B97_length_1132_cov_3.866351_NC2	1171
NODE_A275_length_1130_cov_45.479582_NC2	829
NODE_A276_length_1129_cov_20.987643_NC2	1024
NODE_A278_length_1127_cov_24.111429_NC2	837
NODE_A279_length_1126_cov_36.618684_NC2	1154
NODE_A283_length_1123_cov_27.391969_NC2	1119
NODE_A285_length_1121_cov_37.769157_NC2	997
NODE_A286_length_1120_cov_75.868648_NC2	2264
NODE_A289_length_1118_cov_46.579251_NC2	1642
NODE_B102_length_1118_cov_4.270893_NC2	1101
NODE_A291_length_1116_cov_31.740135_NC2	926
NODE_A292_length_1115_cov_111.811175_NC2	3427
NODE_A295_length_1110_cov_24.033882_NC2	840
NODE_A297_length_1109_cov_59.454457_NC2	1811
NODE_B106_length_1109_cov_5.072674_NC2	1158
NODE_B107_length_1107_cov_4.210680_NC2	1416
NODE_A301_length_1105_cov_63.069066_NC2	1733
NODE_A303_length_1104_cov_110.782863_NC2	3049
NODE_A304_length_1102_cov_65.415610_NC2	1811
NODE_A305_length_1102_cov_60.818537_NC2	1617
NODE_A307_length_1101_cov_27.880859_NC2	675
NODE_A308_length_1099_cov_24.844423_NC2	748
NODE_A309_length_1097_cov_112.850000_NC2	3180
NODE_A310_length_1097_cov_80.359804_NC2	2844
NODE_A311_length_1097_cov_69.294118_NC2	1874
NODE_A315_length_1090_cov_47.497532_NC2	1106
NODE_A317_length_1088_cov_39.630069_NC2	1211
NODE_A318_length_1088_cov_34.918892_NC2	807
NODE_A319_length_1088_cov_30.476756_NC2	1690
NODE_B116_length_1087_cov_14.230693_NC2	4677
NODE_A320_length_1086_cov_25.854311_NC2	827
NODE_A321_length_1085_cov_85.497024_NC2	2117
NODE_A322_length_1085_cov_32.020833_NC2	1477
NODE_B119_length_1085_cov_8.335317_NC2	2162
NODE_A328_length_1079_cov_39.750499_NC2	937
NODE_A329_length_1077_cov_28.536000_NC2	705
NODE_A330_length_1077_cov_17.400000_NC2	862
NODE_A332_length_1074_cov_66.624875_NC2	1675
NODE_A333_length_1074_cov_40.422267_NC2	1725
NODE_A334_length_1074_cov_30.140421_NC2	847
NODE_A335_length_1072_cov_42.343719_NC2	2900
NODE_A337_length_1071_cov_144.423541_NC2	3836
NODE_A338_length_1071_cov_61.089537_NC2	1798
NODE_A339_length_1071_cov_34.812877_NC2	806
NODE_B130_length_1070_cov_4.849950_NC2	1343
NODE_A341_length_1068_cov_81.681130_NC2	1620
NODE_A342_length_1067_cov_62.236364_NC2	1942
NODE_A343_length_1067_cov_39.671717_NC2	1328
NODE_A344_length_1066_cov_38.845298_NC2	917
NODE_A346_length_1065_cov_85.451417_NC2	3043
NODE_A347_length_1064_cov_38.478217_NC2	1066
NODE_A348_length_1064_cov_21.722391_NC2	751
NODE_A350_length_1063_cov_105.198783_NC2	3502
NODE_A351_length_1063_cov_51.301217_NC2	1701
NODE_A353_length_1061_cov_80.353659_NC2	1864
NODE_A355_length_1057_cov_43.451020_NC2	936
NODE_A357_length_1056_cov_52.776302_NC2	1240
NODE_A358_length_1056_cov_46.069459_NC2	1412
NODE_A359_length_1055_cov_61.915133_NC2	2230
NODE_A361_length_1054_cov_109.127943_NC2	3413
NODE_A362_length_1054_cov_100.232344_NC2	3291
NODE_A363_length_1054_cov_42.482088_NC2	1386
NODE_A364_length_1054_cov_24.423746_NC2	873
NODE_A365_length_1051_cov_59.524641_NC2	1611
NODE_A366_length_1051_cov_30.636550_NC2	1162
NODE_A368_length_1049_cov_33.337449_NC2	879
NODE_B140_length_1047_cov_10.574227_NC2	2923
NODE_A369_length_1046_cov_34.128999_NC2	976
NODE_A372_length_1045_cov_44.922521_NC2	1782
NODE_A374_length_1044_cov_81.108583_NC2	2008
NODE_A375_length_1044_cov_76.093071_NC2	2190
NODE_A376_length_1044_cov_30.673216_NC2	1008
NODE_A377_length_1043_cov_126.815735_NC2	2917
NODE_A378_length_1042_cov_37.753368_NC2	936
NODE_A380_length_1042_cov_24.952332_NC2	676
NODE_A384_length_1040_cov_39.234683_NC2	1190
NODE_A387_length_1037_cov_203.971875_NC2	5228
NODE_A388_length_1036_cov_107.008342_NC2	2341
NODE_A389_length_1036_cov_41.359750_NC2	1333
NODE_A390_length_1036_cov_38.274244_NC2	1046
NODE_A391_length_1035_cov_36.502088_NC2	1555
NODE_A394_length_1033_cov_39.580544_NC2	1376
NODE_A396_length_1032_cov_36.809424_NC2	744
NODE_A398_length_1031_cov_127.168763_NC2	2906
NODE_A399_length_1030_cov_117.293809_NC2	2976
NODE_A401_length_1030_cov_41.773347_NC2	1375
NODE_B153_length_1030_cov_4.817419_NC2	1413
NODE_A402_length_1029_cov_32.324580_NC2	724
NODE_A403_length_1028_cov_52.157729_NC2	1502
NODE_A404_length_1028_cov_50.762355_NC2	1206
NODE_A405_length_1027_cov_104.744211_NC2	1651
NODE_A406_length_1027_cov_78.086316_NC2	2012
NODE_A407_length_1027_cov_56.891579_NC2	1426
NODE_A408_length_1026_cov_137.704953_NC2	2962
NODE_A409_length_1026_cov_68.660695_NC2	1946
NODE_A412_length_1023_cov_74.173362_NC2	1655
NODE_B156_length_1022_cov_8.064550_NC2	2361
NODE_A413_length_1021_cov_54.898305_NC2	1405
NODE_A414_length_1021_cov_26.365466_NC2	830
NODE_A416_length_1020_cov_32.946978_NC2	803
NODE_A418_length_1019_cov_28.666667_NC2	856
NODE_A419_length_1018_cov_27.952179_NC2	741
NODE_A420_length_1017_cov_87.861702_NC2	2287
NODE_A422_length_1017_cov_38.512766_NC2	851
NODE_A423_length_1017_cov_32.078723_NC2	947
NODE_A424_length_1015_cov_81.378465_NC2	2182
NODE_A425_length_1015_cov_68.829424_NC2	1644
NODE_A426_length_1014_cov_42.351121_NC2	838
NODE_A428_length_1013_cov_33.746795_NC2	1031
NODE_B162_length_1013_cov_15.572650_NC2	4343
NODE_A429_length_1012_cov_39.534759_NC2	867
NODE_A430_length_1011_cov_55.312634_NC2	1545
NODE_A431_length_1011_cov_49.108137_NC2	1370
NODE_A433_length_1010_cov_102.676313_NC2	2418
NODE_A434_length_1010_cov_52.337621_NC2	1302
NODE_A435_length_1008_cov_22.708915_NC2	700
NODE_A437_length_1006_cov_78.944026_NC2	1989
NODE_A438_length_1005_cov_31.776940_NC2	825
NODE_A440_length_1003_cov_74.714903_NC2	1754
NODE_A441_length_1003_cov_49.574514_NC2	1846
NODE_A442_length_1000_cov_35.110509_NC2	1085
NODE_A444_length_998_cov_69.176982_NC2	1638
NODE_A446_length_997_cov_29.038043_NC2	677
NODE_A447_length_997_cov_20.251087_NC2	877
NODE_A450_length_995_cov_66.724401_NC2	1691
NODE_A451_length_995_cov_28.491285_NC2	767
NODE_A452_length_994_cov_55.738277_NC2	1210
NODE_A453_length_994_cov_28.881134_NC2	756
NODE_B173_length_994_cov_5.017448_NC2	1132
NODE_A455_length_992_cov_40.591257_NC2	1187
NODE_A456_length_992_cov_26.084153_NC2	1386
NODE_B177_length_992_cov_17.367213_NC2	3040
NODE_B178_length_992_cov_5.143169_NC2	1272
NODE_A457_length_991_cov_59.335886_NC2	1391
NODE_A458_length_991_cov_55.806346_NC2	1633
NODE_A460_length_990_cov_43.382256_NC2	1226
NODE_A461_length_990_cov_26.349398_NC2	748
NODE_A463_length_988_cov_36.759605_NC2	1189
NODE_A465_length_987_cov_108.104396_NC2	2869
NODE_A466_length_987_cov_73.584615_NC2	1440
NODE_A468_length_985_cov_124.003304_NC2	3165
NODE_A469_length_985_cov_32.660793_NC2	655
NODE_A471_length_984_cov_65.987872_NC2	1559
NODE_A472_length_984_cov_62.883131_NC2	1545
NODE_A473_length_984_cov_19.113561_NC2	749
NODE_A481_length_980_cov_38.073090_NC2	742
NODE_A482_length_979_cov_36.855876_NC2	831
NODE_A483_length_979_cov_30.205100_NC2	655
NODE_A484_length_978_cov_15.613762_NC2	812
NODE_A485_length_977_cov_46.272222_NC2	1356
NODE_A487_length_976_cov_5.627364_NC2	1759
NODE_A488_length_975_cov_399.247216_NC2	9197
NODE_A489_length_975_cov_96.124722_NC2	2302
NODE_A490_length_974_cov_54.356745_NC2	1454
NODE_B189_length_974_cov_8.071349_NC2	1602
NODE_A491_length_973_cov_70.311384_NC2	1385
NODE_A494_length_972_cov_45.022346_NC2	1208
NODE_A495_length_972_cov_44.943017_NC2	1614
NODE_A496_length_971_cov_42.699105_NC2	1076
NODE_A497_length_971_cov_41.432886_NC2	977
NODE_A498_length_969_cov_57.227578_NC2	1175
NODE_B193_length_969_cov_8.584081_NC2	2204
NODE_A499_length_968_cov_34.841751_NC2	958
NODE_A502_length_966_cov_132.834646_NC2	2790
NODE_A503_length_965_cov_70.779279_NC2	1798
NODE_A504_length_965_cov_46.663288_NC2	1242
NODE_A505_length_965_cov_25.462838_NC2	1114
NODE_A506_length_963_cov_27.349887_NC2	843
NODE_B202_length_962_cov_4.946893_NC2	1425
NODE_B207_length_957_cov_2.856818_NC2	1123
NODE_A510_length_956_cov_38.901024_NC2	948
NODE_A512_length_955_cov_85.461276_NC2	1928
NODE_A513_length_954_cov_85.750285_NC2	2072
NODE_A514_length_953_cov_75.834475_NC2	1716
NODE_A517_length_953_cov_20.760274_NC2	679
NODE_A519_length_952_cov_27.885714_NC2	612
NODE_A524_length_950_cov_91.772050_NC2	1752
NODE_A525_length_950_cov_40.198167_NC2	1038
NODE_A527_length_949_cov_33.905963_NC2	853
NODE_A528_length_948_cov_62.227325_NC2	1631
NODE_B217_length_948_cov_4.867968_NC2	1378
NODE_A530_length_947_cov_116.818391_NC2	2769
NODE_A531_length_947_cov_35.329885_NC2	736
NODE_A532_length_947_cov_34.057471_NC2	785
NODE_A533_length_947_cov_29.645977_NC2	953
NODE_A534_length_946_cov_25.513234_NC2	751
NODE_B219_length_946_cov_10.112773_NC2	1926
NODE_A536_length_945_cov_50.155530_NC2	1195
NODE_A538_length_943_cov_53.646651_NC2	1652
NODE_A539_length_943_cov_26.821016_NC2	793
NODE_C4_length_941_cov_4.596065_NC2	10744
NODE_A541_length_940_cov_57.534183_NC2	1747
NODE_A542_length_940_cov_36.017381_NC2	701
NODE_A543_length_940_cov_28.514484_NC2	601
NODE_A544_length_940_cov_23.205098_NC2	616
NODE_B225_length_939_cov_10.382831_NC2	1443
NODE_A546_length_938_cov_21.399535_NC2	725
NODE_A547_length_937_cov_72.562791_NC2	1761
NODE_A548_length_937_cov_47.900000_NC2	1129
NODE_A549_length_937_cov_24.758140_NC2	785
NODE_A550_length_937_cov_22.370930_NC2	843
NODE_A551_length_936_cov_95.918510_NC2	2591
NODE_A552_length_936_cov_47.502910_NC2	2374
NODE_A555_length_933_cov_87.142523_NC2	760
NODE_A556_length_933_cov_77.876168_NC2	1704
NODE_A557_length_933_cov_75.169393_NC2	982
NODE_A559_length_931_cov_62.882904_NC2	1580
NODE_A560_length_931_cov_30.539813_NC2	651
NODE_A561_length_931_cov_21.522248_NC2	1309
NODE_A562_length_930_cov_133.874560_NC2	2878
NODE_A563_length_930_cov_32.903869_NC2	864
NODE_A564_length_930_cov_28.785463_NC2	584
NODE_A565_length_929_cov_98.393192_NC2	2139
NODE_A566_length_929_cov_44.793427_NC2	1379
NODE_A567_length_928_cov_105.081081_NC2	2123
NODE_A569_length_927_cov_66.574118_NC2	1278
NODE_A570_length_927_cov_42.397647_NC2	1009
NODE_A572_length_925_cov_41.761792_NC2	908
NODE_A573_length_924_cov_55.211334_NC2	1478
NODE_A574_length_924_cov_41.271547_NC2	2639
NODE_A575_length_924_cov_36.102715_NC2	856
NODE_A577_length_923_cov_61.952719_NC2	1326
NODE_A578_length_923_cov_38.290780_NC2	717
NODE_A579_length_923_cov_36.938534_NC2	981
NODE_A580_length_923_cov_31.281324_NC2	695
NODE_B242_length_923_cov_8.408983_NC2	3570
NODE_A581_length_922_cov_154.311243_NC2	3385
NODE_A582_length_922_cov_31.021302_NC2	633
NODE_B245_length_922_cov_6.557396_NC2	1714
NODE_A583_length_921_cov_67.546209_NC2	1687
NODE_A591_length_919_cov_83.428741_NC2	1578
NODE_A593_length_918_cov_75.680143_NC2	1993
NODE_A594_length_918_cov_59.066587_NC2	1779
NODE_A595_length_918_cov_30.516052_NC2	666
NODE_A598_length_916_cov_46.603099_NC2	898
NODE_A600_length_916_cov_39.773540_NC2	1182
NODE_A602_length_914_cov_181.579450_NC2	3843
NODE_A603_length_914_cov_27.188769_NC2	629
NODE_A604_length_911_cov_61.669065_NC2	1107
NODE_A606_length_911_cov_25.005995_NC2	593
NODE_A607_length_910_cov_106.714286_NC2	2520
NODE_A608_length_910_cov_77.903962_NC2	1761
NODE_A609_length_909_cov_99.466346_NC2	2129
NODE_A611_length_908_cov_171.937425_NC2	3785
NODE_B263_length_908_cov_2.574007_NC2	622
NODE_A614_length_907_cov_100.837349_NC2	2261
NODE_A615_length_907_cov_35.014458_NC2	922
NODE_A616_length_907_cov_27.568675_NC2	790
NODE_A618_length_905_cov_129.336957_NC2	2705
NODE_A620_length_904_cov_156.188634_NC2	3346
NODE_A621_length_904_cov_92.434099_NC2	2271
NODE_A622_length_904_cov_87.866989_NC2	2304
NODE_A623_length_904_cov_66.725514_NC2	1671
NODE_A624_length_904_cov_23.706167_NC2	587
NODE_A625_length_903_cov_271.633172_NC2	5613
NODE_A629_length_901_cov_53.009709_NC2	1068
NODE_A631_length_900_cov_60.230863_NC2	1611
NODE_A632_length_900_cov_28.471446_NC2	758
NODE_A633_length_900_cov_11.715674_NC2	782
NODE_A635_length_899_cov_77.931873_NC2	1846
NODE_A636_length_898_cov_29.464068_NC2	691
NODE_A637_length_897_cov_137.556098_NC2	3093
NODE_A638_length_897_cov_124.546341_NC2	2551
NODE_A639_length_897_cov_37.789024_NC2	734
NODE_A641_length_896_cov_47.818071_NC2	1037
NODE_A642_length_896_cov_39.941392_NC2	941
NODE_A643_length_896_cov_38.261294_NC2	958
NODE_A644_length_896_cov_35.438339_NC2	823
NODE_A646_length_895_cov_26.486553_NC2	728
NODE_A647_length_894_cov_65.152999_NC2	2445
NODE_A648_length_894_cov_41.270502_NC2	1016
NODE_A650_length_893_cov_126.464461_NC2	1713
NODE_A651_length_893_cov_30.290441_NC2	680
NODE_A654_length_892_cov_111.730061_NC2	2469
NODE_A656_length_892_cov_95.614724_NC2	2539
NODE_A657_length_892_cov_52.252761_NC2	1564
NODE_B279_length_892_cov_7.711656_NC2	1994
NODE_A660_length_891_cov_100.253071_NC2	2534
NODE_A661_length_891_cov_83.255528_NC2	1792
NODE_A662_length_891_cov_33.636364_NC2	768
NODE_A663_length_891_cov_31.122850_NC2	668
NODE_A665_length_890_cov_54.360394_NC2	1295
NODE_A666_length_890_cov_38.808118_NC2	920
NODE_A667_length_890_cov_27.975400_NC2	840
NODE_A669_length_889_cov_56.733990_NC2	1697
NODE_A670_length_889_cov_38.358374_NC2	805
NODE_A675_length_888_cov_54.456227_NC2	1484
NODE_A676_length_888_cov_34.922318_NC2	1008
NODE_A677_length_888_cov_34.567201_NC2	855
NODE_A678_length_888_cov_34.263872_NC2	772
NODE_A679_length_887_cov_85.292593_NC2	1922
NODE_A680_length_887_cov_36.591358_NC2	958
NODE_A681_length_887_cov_35.323457_NC2	725
NODE_A685_length_886_cov_58.300371_NC2	1884
NODE_A688_length_885_cov_78.451733_NC2	1702
NODE_A690_length_885_cov_58.076733_NC2	1180
NODE_A691_length_885_cov_28.612624_NC2	808
NODE_A694_length_884_cov_89.572491_NC2	1837
NODE_A695_length_884_cov_54.739777_NC2	1212
NODE_A696_length_884_cov_44.467162_NC2	1152
NODE_A697_length_884_cov_26.360595_NC2	649
NODE_A698_length_884_cov_25.592317_NC2	614
NODE_A701_length_883_cov_45.786600_NC2	795
NODE_A702_length_883_cov_45.099256_NC2	887
NODE_A703_length_883_cov_33.849876_NC2	742
NODE_A704_length_882_cov_63.592547_NC2	2003
NODE_A706_length_882_cov_48.178882_NC2	1178
NODE_A708_length_882_cov_30.233540_NC2	580
NODE_A709_length_882_cov_24.962733_NC2	900
NODE_A711_length_881_cov_67.955224_NC2	1812
NODE_A712_length_881_cov_37.512438_NC2	777
NODE_A713_length_881_cov_29.599502_NC2	647
NODE_A714_length_880_cov_42.909091_NC2	1031
NODE_A716_length_879_cov_97.897756_NC2	1860
NODE_A717_length_879_cov_46.511222_NC2	1159
NODE_A718_length_879_cov_31.134663_NC2	597
