magnitudes	NC5
NODE_B9_length_1915_cov_10.946681_S29	4390
NODE_A24_length_1911_cov_33.804253_S29	1569
NODE_A25_length_1894_cov_147.623005_S29	6837
NODE_A26_length_1888_cov_182.803976_S29	6772
NODE_A28_length_1879_cov_195.410655_S29	8277
NODE_A29_length_1862_cov_161.975350_S29	6707
NODE_B12_length_1846_cov_9.784624_S29	4423
NODE_A30_length_1818_cov_84.938541_S29	3164
NODE_A31_length_1795_cov_121.190920_S29	4213
NODE_A32_length_1788_cov_128.367037_S29	4759
NODE_A33_length_1777_cov_46.196471_S29	1745
NODE_A34_length_1775_cov_116.753239_S29	2515
NODE_A36_length_1741_cov_127.110577_S29	4895
NODE_A37_length_1713_cov_101.751834_S29	3900
NODE_A38_length_1700_cov_119.600123_S29	4248
NODE_A39_length_1694_cov_83.995671_S29	3224
NODE_A40_length_1689_cov_16.750620_S29	1550
NODE_A41_length_1688_cov_115.044693_S29	3905
NODE_A42_length_1684_cov_78.795893_S29	2787
NODE_A44_length_1667_cov_100.979874_S29	3693
NODE_A45_length_1651_cov_102.520966_S29	3670
NODE_A46_length_1651_cov_56.386277_S29	2098
NODE_A47_length_1650_cov_131.407502_S29	2093
NODE_A48_length_1649_cov_44.591603_S29	1567
NODE_A49_length_1641_cov_100.789642_S29	3313
NODE_A50_length_1640_cov_326.909149_S29	11100
NODE_A51_length_1630_cov_27.242756_S29	993
NODE_A52_length_1627_cov_195.556774_S29	6844
NODE_A53_length_1625_cov_51.144703_S29	1590
NODE_A54_length_1600_cov_61.709127_S29	2169
NODE_A55_length_1589_cov_82.281085_S29	2414
NODE_B25_length_1586_cov_13.488403_S29	2557
NODE_A56_length_1540_cov_68.122351_S29	2053
NODE_A57_length_1509_cov_117.945531_S29	3795
NODE_A58_length_1479_cov_263.978602_S29	8669
NODE_A60_length_1462_cov_36.566065_S29	1044
NODE_A61_length_1461_cov_151.934249_S29	4347
NODE_B33_length_1458_cov_7.715424_S29	2818
NODE_A63_length_1446_cov_84.252739_S29	2418
NODE_A64_length_1423_cov_88.997028_S29	2614
NODE_A65_length_1418_cov_132.888889_S29	3567
NODE_A66_length_1418_cov_103.652498_S29	2936
NODE_A69_length_1415_cov_149.534380_S29	4576
NODE_A70_length_1412_cov_142.217228_S29	2044
NODE_A71_length_1412_cov_118.522846_S29	3419
NODE_A72_length_1404_cov_94.651093_S29	2814
NODE_A73_length_1397_cov_85.477273_S29	2260
NODE_C4_length_1384_cov_6.555471_S29	23137
NODE_B43_length_1383_cov_15.477029_S29	5078
NODE_A76_length_1371_cov_247.884080_S29	7147
NODE_A77_length_1355_cov_79.341941_S29	1500
NODE_A78_length_1355_cov_78.239437_S29	1530
NODE_A80_length_1348_cov_226.272227_S29	6161
NODE_C5_length_1346_cov_3.218282_S29	10121
NODE_A82_length_1340_cov_204.325416_S29	4086
NODE_A84_length_1334_cov_152.023866_S29	3875
NODE_A85_length_1331_cov_266.435407_S29	7045
NODE_A86_length_1328_cov_126.691447_S29	3375
NODE_A87_length_1325_cov_93.626603_S29	2681
NODE_A88_length_1321_cov_114.248392_S29	2960
NODE_A89_length_1305_cov_115.592020_S29	3169
NODE_A90_length_1300_cov_47.896975_S29	1478
NODE_A91_length_1300_cov_35.791496_S29	904
NODE_A92_length_1291_cov_196.993410_S29	5037
NODE_B53_length_1290_cov_4.670239_S29	1683
NODE_A93_length_1286_cov_113.108354_S29	3261
NODE_A95_length_1282_cov_221.237344_S29	2705
NODE_A96_length_1282_cov_187.271369_S29	4975
NODE_A97_length_1280_cov_108.623441_S29	2955
NODE_C8_length_1279_cov_2.606489_S29	5265
NODE_B56_length_1267_cov_19.461345_S29	6169
NODE_A100_length_1265_cov_68.074916_S29	1695
NODE_A101_length_1260_cov_24.862215_S29	796
NODE_B59_length_1254_cov_16.509771_S29	3831
NODE_A103_length_1249_cov_56.612628_S29	1338
NODE_A104_length_1249_cov_41.078498_S29	1199
NODE_A106_length_1247_cov_238.660684_S29	5783
NODE_A107_length_1246_cov_87.016253_S29	2259
NODE_A109_length_1237_cov_177.484483_S29	4385
NODE_A110_length_1236_cov_150.393443_S29	3798
NODE_A111_length_1235_cov_46.433506_S29	1235
NODE_A112_length_1233_cov_102.855536_S29	2768
NODE_A113_length_1233_cov_94.878028_S29	2522
NODE_B64_length_1226_cov_49.728460_S29	13095
NODE_A114_length_1225_cov_54.919861_S29	1450
NODE_A119_length_1214_cov_131.548813_S29	3428
NODE_A120_length_1209_cov_183.020318_S29	2904
NODE_A121_length_1208_cov_49.927498_S29	1257
NODE_A122_length_1205_cov_108.109929_S29	2775
NODE_A123_length_1205_cov_54.670213_S29	1398
NODE_A126_length_1198_cov_83.399643_S29	2403
NODE_A127_length_1192_cov_199.628700_S29	4783
NODE_A128_length_1190_cov_253.056604_S29	5904
NODE_B68_length_1190_cov_15.433064_S29	3885
NODE_A129_length_1189_cov_209.845324_S29	4923
NODE_B70_length_1186_cov_22.273219_S29	6831
NODE_B71_length_1185_cov_22.869134_S29	2719
NODE_A132_length_1183_cov_102.795660_S29	2408
NODE_A133_length_1182_cov_155.824434_S29	3562
NODE_A134_length_1178_cov_144.532243_S29	3267
NODE_A135_length_1173_cov_28.996350_S29	706
NODE_A136_length_1170_cov_188.663312_S29	4384
NODE_A137_length_1163_cov_262.774401_S29	7340
NODE_A139_length_1159_cov_203.109982_S29	4732
NODE_A140_length_1157_cov_93.182407_S29	1987
NODE_A141_length_1155_cov_139.772727_S29	3356
NODE_A142_length_1154_cov_274.059424_S29	6611
NODE_A143_length_1152_cov_93.221395_S29	2207
NODE_C13_length_1150_cov_3.190121_S29	2614
NODE_A146_length_1148_cov_122.379085_S29	3398
NODE_A147_length_1145_cov_84.366105_S29	2059
NODE_B87_length_1142_cov_13.143662_S29	3252
NODE_A149_length_1131_cov_291.337761_S29	6442
NODE_A150_length_1127_cov_43.697143_S29	1261
NODE_A151_length_1125_cov_119.697519_S29	3208
NODE_A152_length_1125_cov_54.291985_S29	1214
NODE_A153_length_1123_cov_88.700765_S29	1889
NODE_B90_length_1123_cov_47.542065_S29	8201
NODE_A154_length_1120_cov_262.025887_S29	6251
NODE_A155_length_1115_cov_231.535645_S29	5310
NODE_A156_length_1115_cov_162.096339_S29	3793
NODE_B94_length_1103_cov_14.163743_S29	3734
NODE_B96_length_1099_cov_8.928571_S29	2268
NODE_A162_length_1096_cov_47.746811_S29	1249
NODE_A163_length_1094_cov_101.705998_S29	2380
NODE_A164_length_1093_cov_76.722441_S29	1674
NODE_A167_length_1091_cov_62.316568_S29	1498
NODE_A168_length_1089_cov_59.153162_S29	1285
NODE_B102_length_1089_cov_60.277668_S29	13038
NODE_A169_length_1087_cov_171.478218_S29	3511
NODE_C17_length_1087_cov_2.266337_S29	1739
NODE_A170_length_1084_cov_58.950348_S29	1349
NODE_A171_length_1082_cov_224.474627_S29	3434
NODE_A172_length_1077_cov_68.316000_S29	1952
NODE_A173_length_1071_cov_155.702213_S29	3791
NODE_A174_length_1067_cov_53.506061_S29	1211
NODE_A180_length_1055_cov_179.961145_S29	2843
NODE_A181_length_1050_cov_159.735868_S29	3211
NODE_A182_length_1046_cov_461.714138_S29	10061
NODE_A183_length_1044_cov_126.382627_S29	2599
NODE_A185_length_1043_cov_50.150104_S29	986
NODE_A186_length_1042_cov_407.469430_S29	8402
NODE_A187_length_1041_cov_44.573651_S29	979
NODE_A188_length_1040_cov_52.870197_S29	1314
NODE_A189_length_1039_cov_150.181913_S29	2986
NODE_B109_length_1039_cov_6.884615_S29	1467
NODE_A190_length_1038_cov_229.733611_S29	3455
NODE_A191_length_1037_cov_72.562500_S29	1369
NODE_A192_length_1036_cov_172.757039_S29	3583
NODE_A193_length_1033_cov_70.387029_S29	1477
NODE_A195_length_1031_cov_83.078616_S29	1618
NODE_A196_length_1030_cov_163.864638_S29	3271
NODE_A198_length_1029_cov_139.040966_S29	2658
NODE_A201_length_1024_cov_58.783527_S29	1470
NODE_A202_length_1023_cov_30.714588_S29	666
NODE_A203_length_1021_cov_354.754237_S29	7240
NODE_A204_length_1021_cov_71.796610_S29	1716
NODE_A206_length_1016_cov_170.160809_S29	3126
NODE_A207_length_1014_cov_183.552828_S29	4058
NODE_B125_length_1013_cov_5.238248_S29	957
NODE_A209_length_1012_cov_38.992513_S29	741
NODE_A211_length_1010_cov_104.683816_S29	2397
NODE_B126_length_1010_cov_8.182208_S29	2318
NODE_B127_length_1008_cov_5.052632_S29	1057
NODE_A212_length_1004_cov_61.484358_S29	1490
NODE_A213_length_1003_cov_120.997840_S29	2716
NODE_A214_length_1003_cov_32.757019_S29	864
NODE_A215_length_1002_cov_80.003243_S29	1505
NODE_A216_length_1001_cov_172.945887_S29	3320
NODE_B134_length_998_cov_8.310532_S29	1436
NODE_A217_length_993_cov_59.385371_S29	1141
NODE_A218_length_991_cov_288.169584_S29	5629
NODE_A220_length_991_cov_35.390591_S29	691
NODE_B136_length_990_cov_16.772180_S29	3659
NODE_A222_length_984_cov_178.507166_S29	1574
NODE_A224_length_982_cov_480.922652_S29	9584
NODE_A228_length_980_cov_25.623477_S29	578
NODE_A229_length_979_cov_424.843681_S29	4899
NODE_A230_length_979_cov_203.280488_S29	4431
NODE_A231_length_979_cov_54.490022_S29	1024
NODE_A232_length_979_cov_40.845898_S29	837
NODE_A233_length_978_cov_93.824639_S29	2114
NODE_A236_length_976_cov_119.308120_S29	2417
NODE_A238_length_974_cov_64.588629_S29	986
NODE_A239_length_973_cov_26.532366_S29	755
NODE_A240_length_971_cov_119.868009_S29	2219
NODE_A241_length_970_cov_136.601344_S29	2449
NODE_A242_length_970_cov_110.184770_S29	2017
NODE_A244_length_966_cov_190.487064_S29	4010
NODE_A245_length_963_cov_222.586907_S29	4078
NODE_A248_length_957_cov_131.982955_S29	2468
NODE_A249_length_956_cov_75.261661_S29	1914
NODE_A250_length_954_cov_32.522235_S29	849
NODE_A251_length_952_cov_137.924571_S29	1851
NODE_A252_length_949_cov_176.021789_S29	3154
NODE_A253_length_949_cov_28.157110_S29	580
NODE_A254_length_948_cov_51.557979_S29	1134
NODE_A255_length_948_cov_24.905855_S29	674
NODE_A256_length_947_cov_162.493103_S29	3107
NODE_A257_length_946_cov_35.667434_S29	677
NODE_A258_length_944_cov_37.540946_S29	805
NODE_A260_length_940_cov_263.506373_S29	2598
NODE_A261_length_940_cov_60.886443_S29	1262
NODE_A262_length_939_cov_141.994200_S29	2570
NODE_B173_length_932_cov_5.894737_S29	1329
NODE_A266_length_931_cov_72.050351_S29	1372
NODE_A267_length_930_cov_97.740914_S29	1707
NODE_A268_length_929_cov_66.234742_S29	1147
NODE_A269_length_928_cov_330.991774_S29	4602
NODE_B175_length_928_cov_12.707403_S29	1421
NODE_A270_length_927_cov_44.748235_S29	941
NODE_A271_length_925_cov_229.923349_S29	4031
NODE_A272_length_925_cov_197.214623_S29	4161
NODE_A273_length_924_cov_332.247934_S29	4739
NODE_A274_length_921_cov_372.399289_S29	7013
NODE_B178_length_921_cov_5.131517_S29	1007
NODE_A275_length_918_cov_169.085612_S29	3012
NODE_A276_length_916_cov_198.325387_S29	4985
NODE_A277_length_916_cov_38.168057_S29	909
NODE_B181_length_916_cov_14.057211_S29	1689
NODE_A279_length_915_cov_69.945107_S29	1778
NODE_A280_length_914_cov_125.090800_S29	2420
NODE_A281_length_914_cov_27.669056_S29	839
NODE_A283_length_908_cov_86.919374_S29	1505
NODE_B187_length_907_cov_8.733735_S29	1755
NODE_A284_length_906_cov_229.512666_S29	3998
NODE_A285_length_905_cov_198.754831_S29	3943
NODE_A286_length_902_cov_91.353939_S29	1561
NODE_A289_length_900_cov_199.544350_S29	3036
NODE_A290_length_900_cov_116.194411_S29	2097
NODE_A292_length_896_cov_77.506716_S29	1080
NODE_A293_length_895_cov_88.352078_S29	1512
NODE_B197_length_891_cov_23.821867_S29	2629
NODE_A295_length_889_cov_265.062808_S29	4980
NODE_B201_length_887_cov_8.740741_S29	1940
NODE_A298_length_885_cov_129.975248_S29	2438
NODE_A299_length_883_cov_156.397022_S29	2495
NODE_A300_length_881_cov_463.432836_S29	6718
NODE_A301_length_880_cov_163.053549_S29	2656
NODE_A303_length_878_cov_164.072409_S29	2648
NODE_A304_length_878_cov_104.539326_S29	2289
NODE_A305_length_876_cov_179.312891_S29	3405
NODE_A306_length_876_cov_90.311640_S29	1705
NODE_A307_length_875_cov_384.179198_S29	6812
NODE_A308_length_875_cov_262.390977_S29	4485
NODE_B208_length_875_cov_71.147870_S29	8300
NODE_B210_length_872_cov_14.223899_S29	2539
NODE_A310_length_871_cov_86.623426_S29	1370
NODE_A311_length_870_cov_179.223203_S29	2592
NODE_A312_length_867_cov_25.740506_S29	802
NODE_B213_length_865_cov_19.044416_S29	774
NODE_A317_length_860_cov_127.630907_S29	2114
NODE_A318_length_858_cov_214.353393_S29	3457
NODE_A319_length_858_cov_75.563380_S29	1280
NODE_A320_length_856_cov_413.243902_S29	6882
NODE_A322_length_854_cov_124.220077_S29	2371
NODE_A323_length_852_cov_277.985806_S29	4782
NODE_A328_length_847_cov_264.346753_S29	4633
NODE_A329_length_844_cov_194.839635_S29	2262
NODE_A330_length_840_cov_258.411533_S29	4124
NODE_A331_length_840_cov_148.615990_S29	1355
NODE_A332_length_839_cov_368.587927_S29	6922
NODE_B228_length_839_cov_48.255906_S29	8941
NODE_A333_length_838_cov_146.993430_S29	2308
NODE_A334_length_837_cov_318.410526_S29	5164
NODE_A335_length_837_cov_158.450000_S29	2513
NODE_A336_length_836_cov_207.648221_S29	3259
NODE_A340_length_829_cov_112.898936_S29	1695
NODE_A341_length_828_cov_212.589880_S29	2296
NODE_A342_length_827_cov_129.420000_S29	2348
NODE_B235_length_827_cov_20.518667_S29	4099
NODE_A343_length_824_cov_204.310576_S29	3086
NODE_A344_length_824_cov_117.995984_S29	1881
NODE_A345_length_824_cov_72.214190_S29	1913
NODE_A346_length_821_cov_218.555108_S29	3267
NODE_A347_length_821_cov_72.823925_S29	1287
NODE_A348_length_819_cov_190.870620_S29	2864
NODE_A349_length_819_cov_89.470350_S29	1379
NODE_A351_length_816_cov_45.625169_S29	796
NODE_A352_length_814_cov_63.123474_S29	1105
NODE_A353_length_813_cov_119.497283_S29	2045
NODE_A354_length_813_cov_68.331522_S29	1710
NODE_B242_length_813_cov_7.527174_S29	1320
NODE_A355_length_812_cov_137.491156_S29	2395
NODE_A356_length_812_cov_64.338776_S29	1173
NODE_A357_length_811_cov_136.798365_S29	2144
NODE_A358_length_810_cov_58.298772_S29	922
NODE_A360_length_807_cov_105.738356_S29	1672
NODE_A361_length_805_cov_165.945055_S29	2594
NODE_A362_length_805_cov_81.575549_S29	1636
NODE_C64_length_805_cov_2.798077_S29	3937
NODE_A363_length_804_cov_89.629986_S29	1869
NODE_A364_length_804_cov_71.852820_S29	1114
NODE_A365_length_804_cov_50.253095_S29	771
NODE_A368_length_801_cov_66.968232_S29	1182
NODE_A371_length_798_cov_231.341193_S29	4140
NODE_A374_length_797_cov_77.916667_S29	1039
NODE_A377_length_793_cov_51.322626_S29	826
NODE_A378_length_792_cov_169.467133_S29	2568
NODE_A379_length_792_cov_62.755245_S29	937
NODE_A383_length_789_cov_644.275281_S29	11708
NODE_A384_length_788_cov_52.912799_S29	1151
NODE_A386_length_787_cov_200.061972_S29	2847
NODE_A387_length_787_cov_72.901408_S29	1637
NODE_A388_length_786_cov_137.918195_S29	2086
NODE_A390_length_784_cov_290.417256_S29	5245
NODE_A393_length_781_cov_76.651989_S29	1146
NODE_A394_length_781_cov_71.235795_S29	1020
NODE_A395_length_780_cov_143.411095_S29	1612
NODE_A396_length_780_cov_30.963016_S29	489
NODE_A397_length_779_cov_278.331909_S29	4232
NODE_A398_length_779_cov_37.465812_S29	578
NODE_A399_length_775_cov_188.141834_S29	2953
NODE_A401_length_774_cov_143.259684_S29	2160
NODE_A402_length_774_cov_94.101865_S29	1477
NODE_A403_length_773_cov_221.860632_S29	3444
NODE_A407_length_771_cov_159.429395_S29	2347
NODE_A409_length_770_cov_125.512266_S29	1306
NODE_A410_length_768_cov_53.907381_S29	807
NODE_A412_length_765_cov_176.418605_S29	3676
NODE_A413_length_765_cov_138.834302_S29	1932
NODE_B268_length_765_cov_10.776163_S29	1821
NODE_A416_length_762_cov_121.859854_S29	1925
NODE_A417_length_762_cov_34.623358_S29	651
NODE_A418_length_761_cov_124.375731_S29	1188
NODE_A419_length_760_cov_214.988287_S29	3704
NODE_A420_length_760_cov_28.623719_S29	564
NODE_A421_length_759_cov_204.173021_S29	2909
NODE_A422_length_758_cov_144.158590_S29	2118
NODE_B277_length_757_cov_8.607353_S29	1293
NODE_A427_length_755_cov_104.081121_S29	1545
NODE_A430_length_754_cov_251.571640_S29	4279
NODE_B282_length_754_cov_12.581979_S29	1941
NODE_B285_length_753_cov_16.445266_S29	2619
NODE_A433_length_752_cov_551.420741_S29	10683
NODE_B286_length_752_cov_4.577778_S29	886
NODE_A435_length_751_cov_130.902077_S29	1925
NODE_A436_length_751_cov_114.836795_S29	1983
NODE_A438_length_750_cov_131.714710_S29	1915
NODE_A440_length_749_cov_224.834821_S29	3812
NODE_A441_length_749_cov_50.831845_S29	922
NODE_B290_length_749_cov_7.672619_S29	1088
NODE_B291_length_749_cov_4.672619_S29	1006
NODE_A444_length_748_cov_294.555887_S29	4040
NODE_A445_length_748_cov_260.418778_S29	3900
NODE_A446_length_748_cov_232.980626_S29	3580
NODE_A447_length_748_cov_113.187779_S29	1641
NODE_A448_length_747_cov_102.861194_S29	1445
NODE_A449_length_743_cov_188.252252_S29	2752
NODE_A450_length_743_cov_45.762763_S29	643
NODE_A452_length_742_cov_58.909774_S29	853
NODE_A456_length_739_cov_170.055891_S29	2840
NODE_A457_length_739_cov_122.330816_S29	1873
NODE_A460_length_737_cov_163.181818_S29	2220
NODE_A461_length_737_cov_44.180303_S29	708
NODE_C84_length_737_cov_1.068182_S29	992
NODE_A462_length_736_cov_124.878604_S29	1683
NODE_A463_length_736_cov_87.911988_S29	1370
NODE_A464_length_736_cov_64.180577_S29	1043
NODE_A465_length_736_cov_38.719272_S29	595
NODE_A468_length_731_cov_49.626911_S29	657
NODE_A470_length_730_cov_566.830015_S29	7739
NODE_B312_length_730_cov_46.516080_S29	4813
NODE_B316_length_730_cov_3.387443_S29	486
NODE_A471_length_728_cov_307.637481_S29	4481
NODE_A472_length_728_cov_262.864823_S29	3746
NODE_A473_length_728_cov_119.992320_S29	1615
NODE_A474_length_728_cov_47.162826_S29	699
NODE_A478_length_723_cov_38.563467_S29	673
NODE_A480_length_722_cov_34.376744_S29	622
NODE_B333_length_721_cov_3.447205_S29	461
NODE_B336_length_720_cov_20.452566_S29	3644
NODE_A483_length_719_cov_183.355140_S29	2437
NODE_A484_length_719_cov_120.937695_S29	1828
NODE_A485_length_719_cov_83.976636_S29	1262
NODE_A486_length_719_cov_59.979751_S29	1338
NODE_A489_length_717_cov_50.675000_S29	973
NODE_A490_length_716_cov_242.651017_S29	3421
NODE_A491_length_716_cov_208.386541_S29	3200
NODE_A492_length_716_cov_48.435055_S29	983
NODE_A493_length_715_cov_116.597179_S29	1724
NODE_A495_length_714_cov_222.562009_S29	2936
NODE_A497_length_714_cov_47.175824_S29	691
NODE_B340_length_714_cov_22.510204_S29	1486
NODE_A498_length_712_cov_111.044094_S29	1574
NODE_A500_length_711_cov_174.828076_S29	2306
NODE_A501_length_710_cov_110.278041_S29	1457
NODE_A504_length_708_cov_137.911252_S29	1410
NODE_A507_length_707_cov_136.239683_S29	1774
NODE_A509_length_706_cov_153.209857_S29	2533
NODE_B348_length_706_cov_5.548490_S29	1201
NODE_A510_length_705_cov_113.584395_S29	1652
NODE_A511_length_705_cov_36.955414_S29	553
NODE_A512_length_704_cov_42.883573_S29	552
NODE_A514_length_703_cov_272.349840_S29	3698
NODE_A515_length_703_cov_202.530351_S29	2746
NODE_A516_length_702_cov_132.174400_S29	2017
NODE_A517_length_700_cov_67.736758_S29	1118
NODE_A518_length_700_cov_35.213483_S29	480
NODE_B351_length_699_cov_4.713826_S29	791
NODE_A522_length_698_cov_95.019324_S29	1249
NODE_A523_length_698_cov_90.049919_S29	1230
NODE_A525_length_697_cov_107.517742_S29	1708
NODE_A526_length_697_cov_30.588710_S29	457
NODE_A528_length_696_cov_103.420032_S29	1694
NODE_A530_length_696_cov_41.693053_S29	581
NODE_B354_length_695_cov_2.377023_S29	521
NODE_C110_length_695_cov_4.634304_S29	4673
NODE_A531_length_694_cov_235.363047_S29	3011
NODE_A535_length_693_cov_178.256494_S29	2320
NODE_A539_length_690_cov_507.711256_S29	6740
NODE_A540_length_689_cov_127.669935_S29	1751
NODE_B359_length_688_cov_21.314239_S29	628
NODE_A543_length_687_cov_138.129508_S29	1962
NODE_A546_length_686_cov_265.592775_S29	1698
NODE_A547_length_685_cov_142.195724_S29	1941
NODE_A551_length_684_cov_87.176277_S29	1425
NODE_A553_length_683_cov_271.985149_S29	3469
NODE_A554_length_683_cov_89.801980_S29	1150
NODE_A555_length_682_cov_187.761983_S29	2323
NODE_A556_length_682_cov_154.188430_S29	2032
NODE_A557_length_682_cov_51.482645_S29	743
NODE_A561_length_680_cov_183.233831_S29	2237
NODE_A563_length_679_cov_109.632890_S29	1455
NODE_A566_length_678_cov_185.327787_S29	2457
NODE_B372_length_678_cov_11.996672_S29	2161
NODE_A570_length_676_cov_44.838063_S29	969
NODE_A572_length_675_cov_153.334448_S29	2275
NODE_B376_length_675_cov_36.978261_S29	3663
NODE_B378_length_675_cov_4.779264_S29	514
NODE_C118_length_675_cov_4.419732_S29	3960
NODE_A574_length_674_cov_198.160804_S29	2995
NODE_A575_length_674_cov_171.430486_S29	2172
NODE_A576_length_674_cov_109.378559_S29	1756
NODE_B379_length_674_cov_27.395310_S29	3357
NODE_A579_length_673_cov_205.850671_S29	2632
NODE_A580_length_673_cov_129.362416_S29	1622
NODE_A582_length_672_cov_101.080672_S29	1508
NODE_A583_length_672_cov_65.578151_S29	834
NODE_A585_length_671_cov_161.486532_S29	1977
NODE_A586_length_671_cov_137.978114_S29	1656
NODE_A587_length_671_cov_122.478114_S29	1529
NODE_A588_length_670_cov_194.445194_S29	2936
NODE_A589_length_669_cov_200.332770_S29	2764
NODE_A590_length_668_cov_108.323181_S29	1470
NODE_A591_length_668_cov_32.275804_S29	388
NODE_A592_length_667_cov_140.372881_S29	1725
NODE_A593_length_666_cov_113.745331_S29	1658
NODE_A594_length_666_cov_112.983022_S29	1626
NODE_A596_length_665_cov_199.431973_S29	3063
NODE_C123_length_665_cov_7.585034_S29	4977
NODE_A597_length_664_cov_177.998296_S29	2152
NODE_B398_length_664_cov_5.827939_S29	531
NODE_A598_length_663_cov_393.844710_S29	5276
NODE_A599_length_663_cov_55.547782_S29	917
NODE_A600_length_663_cov_47.465870_S29	592
NODE_A601_length_663_cov_36.897611_S29	724
NODE_B401_length_663_cov_8.238908_S29	1091
NODE_A602_length_662_cov_233.970940_S29	2876
NODE_A605_length_661_cov_195.952055_S29	2416
NODE_A606_length_660_cov_111.195540_S29	1463
NODE_A607_length_659_cov_152.967354_S29	1797
NODE_A608_length_658_cov_39.285714_S29	542
NODE_A609_length_657_cov_409.408621_S29	5200
NODE_A610_length_657_cov_60.146552_S29	827
NODE_B410_length_657_cov_9.772414_S29	1846
NODE_A611_length_656_cov_114.930915_S29	1369
NODE_A612_length_656_cov_30.279793_S29	431
NODE_A613_length_655_cov_169.050173_S29	1984
NODE_A616_length_654_cov_181.211438_S29	2149
NODE_A617_length_654_cov_76.116118_S29	907
NODE_B416_length_654_cov_27.984402_S29	1763
NODE_A618_length_651_cov_207.935540_S29	2497
NODE_A619_length_651_cov_104.210801_S29	1309
NODE_A620_length_651_cov_61.611498_S29	851
NODE_A623_length_650_cov_225.214660_S29	2730
NODE_A624_length_650_cov_87.359511_S29	1286
NODE_A626_length_649_cov_43.010490_S29	662
NODE_B427_length_649_cov_15.601399_S29	1788
