magnitudes	PMG_SW_4
NODE_A54_length_2686_cov_150.871215_S19	3839
NODE_A139_length_1559_cov_146.941970_S19	3615
NODE_B187_length_792_cov_124.485315_S19	24998
NODE_A34_length_4192_cov_346.607047_S20	2956
NODE_A37_length_4120_cov_357.620826_S20	3655
NODE_C2_length_3895_cov_4.936092_S20	2982
NODE_B52_length_2833_cov_8.209361_S20	4377
NODE_C17_length_1765_cov_2.888626_S20	1416
NODE_A257_length_1091_cov_6.318540_S20	3444
NODE_B183_length_871_cov_4.904282_S20	2632
NODE_A385_length_826_cov_9.622163_S20	1235
NODE_A440_length_730_cov_6.811639_S20	958
NODE_A640_length_569_cov_4.473577_S20	1014
NODE_A723_length_526_cov_18.670379_S20	3902
NODE_A6_length_3028_cov_110.637411_S21	3404
NODE_A8_length_2894_cov_145.499468_S21	3062
NODE_A18_length_2226_cov_86.037227_S21	1380
NODE_A47_length_1787_cov_51.323392_S21	1088
NODE_A162_length_1308_cov_1004.818846_S21	1461
NODE_A175_length_1293_cov_287.904605_S21	1488
NODE_B47_length_1237_cov_19.400862_S21	829
NODE_A253_length_1160_cov_156.846722_S21	1761
NODE_A724_length_848_cov_672.041505_S21	5829
NODE_A817_length_819_cov_408.281671_S21	1331
NODE_A818_length_819_cov_237.039084_S21	1277
NODE_A950_length_785_cov_800.841808_S21	2352
NODE_A1100_length_749_cov_2161.334821_S21	25390
NODE_A1137_length_741_cov_18.149096_S21	1225
NODE_A1678_length_650_cov_259.626527_S21	1485
NODE_B548_length_647_cov_4.787719_S21	4706
NODE_A2057_length_605_cov_103.738636_S21	453
NODE_B756_length_582_cov_1.687129_S21	1744
NODE_B872_length_556_cov_1.691023_S21	1416
NODE_A2639_length_553_cov_23.176471_S21	599
NODE_A2817_length_541_cov_10.627155_S21	938
NODE_A2939_length_532_cov_5.569231_S21	872
NODE_A3060_length_523_cov_10.410314_S21	2039
NODE_A3133_length_519_cov_10.898190_S21	516
NODE_A3158_length_517_cov_120.743182_S21	489
NODE_B10_length_7015_cov_26.363361_S22	47716
NODE_B178_length_798_cov_8.732316_S22	3145
NODE_A760_length_744_cov_11.317841_S22	1172
NODE_B272_length_668_cov_0.976311_S22	1009
NODE_B348_length_606_cov_10.052930_S22	2270
NODE_A1279_length_596_cov_10.720617_S22	536
NODE_A1359_length_583_cov_4.371542_S22	1064
NODE_A1488_length_565_cov_4.266393_S22	849
NODE_A1882_length_521_cov_7.763514_S22	527
NODE_B539_length_515_cov_6.582192_S22	4303
NODE_B556_length_509_cov_6.122685_S22	2919
NODE_A2014_length_508_cov_27.069606_S22	1923
NODE_A2062_length_505_cov_7.934579_S22	727
NODE_A3_length_21412_cov_74.714554_S23	39910
NODE_A562_length_692_cov_14.731707_S23	1340
NODE_A394_length_940_cov_25.622248_S24	834
NODE_A752_length_751_cov_3.537092_S24	2118
NODE_A761_length_747_cov_137.786567_S24	1219
NODE_A1036_length_678_cov_3.081531_S24	3339
NODE_A1046_length_675_cov_279.295987_S24	1346
NODE_A1445_length_599_cov_2.411877_S24	737
NODE_A46_length_3884_cov_149.199632_S2	21568
NODE_C16_length_1684_cov_14.721220_S2	2182
NODE_B286_length_718_cov_2.939158_S2	1631
NODE_A17_length_15349_cov_1246.287323_S25	832662
NODE_B84_length_1901_cov_4.039474_S25	3447
NODE_A178_length_1222_cov_13.122271_S25	11444
NODE_A248_length_1022_cov_75.717460_S25	11761
NODE_A682_length_624_cov_19.893967_S25	1766
NODE_A842_length_562_cov_5.140206_S25	456
NODE_A846_length_561_cov_9.923554_S25	2428
NODE_A34_length_4586_cov_246.226436_S26	2860
NODE_C6_length_4416_cov_3.602673_S26	3062
NODE_A566_length_579_cov_2.629482_S26	1958
NODE_A575_length_571_cov_9.121457_S26	1237
NODE_A612_length_546_cov_1.963753_S26	897
NODE_B245_length_537_cov_1.732609_S26	2047
NODE_A4_length_2806_cov_29365.524368_S27	178961
NODE_B5_length_1769_cov_33.682624_S27	5927
NODE_A64_length_1223_cov_31.004363_S27	2324
NODE_A109_length_1078_cov_10.336663_S27	1302
NODE_B28_length_962_cov_15.966102_S27	3808
NODE_A227_length_913_cov_22.061005_S27	1667
NODE_A289_length_853_cov_8.734536_S27	992
NODE_A578_length_709_cov_14.068038_S27	1553
NODE_A612_length_696_cov_222.373183_S27	881
NODE_B95_length_677_cov_2.971667_S27	1359
NODE_B104_length_667_cov_5.647458_S27	591
NODE_C5_length_663_cov_0.585324_S27	952
NODE_A757_length_662_cov_24.905983_S27	896
NODE_B107_length_661_cov_5.794521_S27	4366
NODE_B110_length_655_cov_7.634948_S27	753
NODE_B113_length_653_cov_2.508681_S27	965
NODE_A872_length_642_cov_9.099115_S27	987
NODE_A925_length_633_cov_54.372302_S27	744
NODE_A1214_length_594_cov_32.754352_S27	2106
NODE_A1280_length_586_cov_13.929273_S27	696
NODE_A1370_length_575_cov_8.983936_S27	942
NODE_A1484_length_565_cov_10.495902_S27	1026
NODE_A1619_length_553_cov_25.079832_S27	770
NODE_A1636_length_552_cov_9.757895_S27	551
NODE_B236_length_549_cov_3.896186_S27	549
NODE_A1913_length_534_cov_12.129103_S27	837
NODE_B259_length_534_cov_12.096280_S27	923
NODE_A2040_length_527_cov_20.184444_S27	464
NODE_A2041_length_527_cov_14.957778_S27	2064
NODE_A2048_length_527_cov_4.900000_S27	3391
NODE_A2328_length_511_cov_17.347926_S27	661
NODE_A217_length_4354_cov_41.827683_S30	13424
NODE_A396_length_3294_cov_37.682002_S30	6371
NODE_A401_length_3279_cov_91.173954_S30	7110
NODE_A454_length_3108_cov_50.450346_S30	1991
NODE_A740_length_2540_cov_30.229801_S30	4115
NODE_B117_length_1627_cov_38.383226_S30	4602
NODE_A2230_length_1582_cov_38.398007_S30	1794
NODE_A2758_length_1442_cov_64.180220_S30	3153
NODE_A3055_length_1381_cov_19.690184_S30	1376
NODE_B324_length_1146_cov_24.715622_S30	6852
NODE_A5009_length_1091_cov_14.744576_S30	1329
NODE_A5787_length_1020_cov_13.089077_S30	1754
NODE_B455_length_1010_cov_3.448017_S30	773
NODE_A8007_length_859_cov_21.570332_S30	847
NODE_A10067_length_756_cov_14.103093_S30	1036
NODE_A10946_length_721_cov_5.829193_S30	899
NODE_B1439_length_667_cov_2.803390_S30	781
NODE_B1844_length_609_cov_4.674812_S30	911
NODE_B1851_length_608_cov_3.261770_S30	5713
NODE_A14633_length_605_cov_11.333333_S30	510
NODE_A17034_length_552_cov_31.951579_S30	606
NODE_A17496_length_543_cov_19.789700_S30	486
NODE_C108_length_529_cov_0.703540_S30	463
NODE_C168_length_639_cov_2.179715_S32	683
NODE_A13_length_9134_cov_156.869604_S33	25138
NODE_A30_length_4099_cov_533.389110_S33	3649
NODE_B225_length_548_cov_0.738854_S33	3780
NODE_A150_length_1248_cov_28.818958_S34	12548
NODE_A347_length_850_cov_8.554981_S34	1048
NODE_B64_length_804_cov_1.617607_S34	2394
NODE_B89_length_704_cov_2.194577_S34	4719
NODE_A948_length_620_cov_5.795580_S34	855
NODE_A1474_length_548_cov_3.624204_S34	1086
NODE_A1627_length_536_cov_3.418301_S34	848
NODE_A1871_length_517_cov_5.336364_S34	429
NODE_A10_length_4273_cov_21.369161_S3	12556
NODE_A106_length_1394_cov_505.990888_S37	2077
NODE_A154_length_1192_cov_9.295067_S37	1233
NODE_A255_length_974_cov_6.739130_S37	9928
NODE_B94_length_815_cov_165.056911_S37	1991
NODE_A983_length_593_cov_328.742248_S37	2538
NODE_A1252_length_542_cov_2.208602_S37	581
NODE_C60_length_535_cov_52.443231_S37	708
NODE_B248_length_527_cov_0.757778_S37	1377
NODE_A266_length_2862_cov_65.347935_S38	6144
NODE_A15_length_4855_cov_27.221641_S39	3015
NODE_B135_length_579_cov_0.852590_S40	607
NODE_A66_length_1674_cov_15.810895_S41	1616
NODE_A106_length_1384_cov_15.442999_S41	1348
NODE_A273_length_941_cov_41.432870_S41	1882
NODE_A781_length_607_cov_153.971698_S41	560
NODE_A20_length_4708_cov_13.752969_S42	6720
NODE_A27_length_3481_cov_93.207109_S42	32266
NODE_A60_length_1805_cov_17.223380_S42	3618
NODE_A75_length_1524_cov_33.284727_S42	1681
NODE_A146_length_1032_cov_20.401047_S42	1623
NODE_B128_length_682_cov_0.834711_S42	565
NODE_A299_length_669_cov_13.069257_S42	1612
NODE_B174_length_554_cov_1.639413_S42	1257
NODE_A456_length_550_cov_23.118393_S42	491
NODE_A496_length_529_cov_29.893805_S42	1616
NODE_A554_length_504_cov_10.004684_S42	582
NODE_B9_length_6821_cov_15.918001_S43	9035
NODE_B11_length_4948_cov_10.112913_S43	2902
NODE_A225_length_1160_cov_5.741459_S43	1944
NODE_A434_length_695_cov_35.163430_S43	1809
NODE_A476_length_653_cov_0.909722_S43	897
NODE_A11_length_4493_cov_30.246150_S44	9718
NODE_B12_length_4427_cov_19.298161_S44	24425
NODE_A13_length_4398_cov_37.690812_S44	8793
NODE_A26_length_3423_cov_34.191273_S44	4679
NODE_A38_length_2762_cov_50.316946_S44	5130
NODE_A47_length_2406_cov_21.644483_S44	8105
NODE_A305_length_1382_cov_17.423755_S44	3449
NODE_C25_length_858_cov_6.763124_S44	2310
NODE_A1348_length_856_cov_11.942234_S44	1059
NODE_B158_length_764_cov_0.342067_S44	680
NODE_A1959_length_749_cov_5.059524_S44	3030
NODE_B165_length_749_cov_17.587798_S44	2583
NODE_A2285_length_712_cov_89.149606_S44	995
NODE_B177_length_710_cov_8.804107_S44	733
NODE_B204_length_660_cov_5.794168_S44	1572
NODE_C49_length_634_cov_9.766607_S44	4983
NODE_B249_length_609_cov_19.800752_S44	827
NODE_A3883_length_575_cov_9.598394_S44	664
NODE_A4926_length_521_cov_4.022523_S44	482
NODE_C70_length_518_cov_6.414966_S44	1532
NODE_A5432_length_500_cov_3.406619_S44	2384
NODE_A29_length_2081_cov_211.562874_S4	3146
NODE_A215_length_1131_cov_32.848197_S4	2187
NODE_B63_length_1094_cov_2.602753_S4	850
NODE_A302_length_1046_cov_74.848297_S4	1566
NODE_B247_length_717_cov_17.517187_S4	1372
NODE_A1238_length_672_cov_16.216807_S4	734
NODE_A1244_length_670_cov_25.446880_S4	896
NODE_B355_length_639_cov_13.638790_S4	2065
NODE_A1465_length_633_cov_22.532374_S4	722
NODE_A1509_length_627_cov_10.114545_S4	606
NODE_B513_length_574_cov_2.384306_S4	1522
NODE_A2138_length_558_cov_11.835759_S4	1382
NODE_A2225_length_552_cov_13.406316_S4	726
NODE_A2320_length_546_cov_21.812367_S4	1175
NODE_A2622_length_523_cov_13.401345_S4	567
NODE_B776_length_510_cov_2.602771_S4	917
NODE_A2942_length_505_cov_13.754673_S4	568
NODE_A2951_length_505_cov_5.362150_S4	831
NODE_A2_length_29617_cov_204.370379_S45	198198
NODE_B4_length_7232_cov_30.231307_S45	55299
NODE_A10_length_4745_cov_282.483290_S45	23741
NODE_B7_length_3443_cov_18.106061_S45	13420
NODE_A239_length_557_cov_2.210417_S45	967
NODE_B1_length_21906_cov_24.206606_S47	66535
NODE_A10_length_4954_cov_30.542137_S47	12985
NODE_A11_length_4410_cov_28.484883_S47	15442
NODE_A12_length_4359_cov_20.546240_S47	5519
NODE_A14_length_4051_cov_55.716910_S47	24928
NODE_A15_length_3956_cov_16.892756_S47	4014
NODE_A17_length_3918_cov_42.201510_S47	12218
NODE_A18_length_3912_cov_22.781226_S47	5450
NODE_A43_length_2081_cov_24.086327_S47	1726
NODE_A51_length_1800_cov_35.014510_S47	4688
NODE_A59_length_1675_cov_32.861076_S47	1163
NODE_A73_length_1522_cov_23.752249_S47	2123
NODE_A80_length_1472_cov_32.868817_S47	3015
NODE_A86_length_1454_cov_22.978940_S47	936
NODE_A87_length_1454_cov_22.293391_S47	1025
NODE_A128_length_1281_cov_19.792359_S47	2608
NODE_A146_length_1229_cov_14.794271_S47	1609
NODE_A268_length_983_cov_272.215232_S47	6569
NODE_A279_length_973_cov_4.244420_S47	1058
NODE_A308_length_938_cov_132.658537_S47	3728
NODE_A322_length_916_cov_32.522050_S47	674
NODE_A382_length_857_cov_17.211538_S47	945
NODE_A538_length_763_cov_12.788630_S47	711
NODE_B126_length_745_cov_4.853293_S47	1814
NODE_C48_length_743_cov_1.912913_S47	1077
NODE_B143_length_703_cov_2.392971_S47	2183
NODE_A717_length_702_cov_11.080000_S47	804
NODE_A747_length_692_cov_9.126829_S47	1070
NODE_A759_length_688_cov_7.189853_S47	597
NODE_C53_length_683_cov_1.191419_S47	1978
NODE_A844_length_665_cov_87.649660_S47	1379
NODE_A934_length_649_cov_7.926573_S47	618
NODE_A984_length_638_cov_29.946524_S47	650
NODE_A1366_length_575_cov_14.913655_S47	447
NODE_A1583_length_555_cov_1.638075_S47	1159
NODE_A1867_length_534_cov_2.803063_S47	759
NODE_C75_length_530_cov_2.013245_S47	3614
NODE_B264_length_518_cov_7.852608_S47	1172
NODE_A2299_length_508_cov_34.603248_S47	373
NODE_A2408_length_503_cov_45.643192_S47	505
NODE_A121_length_2008_cov_205.500259_S49	2848
NODE_A18_length_3128_cov_39.531629_S6	6442
NODE_A200_length_1429_cov_542.165680_S6	2659
NODE_A800_length_873_cov_514.888191_S6	23549
NODE_A853_length_852_cov_220.752258_S6	660
NODE_B385_length_703_cov_139.857827_S6	1290
NODE_A127_length_5008_cov_38.210911_S7	4880
NODE_A226_length_4128_cov_107.114293_S7	7536
NODE_B4_length_4026_cov_27.587744_S7	11576
NODE_A340_length_3380_cov_50.720860_S7	6644
NODE_A378_length_3183_cov_37.972956_S7	5637
NODE_A503_length_2733_cov_13.818148_S7	2842
NODE_B14_length_2678_cov_8.397924_S7	3023
NODE_A678_length_2233_cov_66.287106_S7	3853
NODE_A766_length_2007_cov_64.114508_S7	2491
NODE_C4_length_1696_cov_15.546634_S7	5871
NODE_A1082_length_1491_cov_31.242574_S7	1378
NODE_B111_length_1410_cov_6.499625_S7	6320
NODE_B125_length_1370_cov_10.313225_S7	3982
NODE_A1197_length_1351_cov_33.031397_S7	2450
NODE_A1235_length_1310_cov_33.695053_S7	1167
NODE_B270_length_1066_cov_26.274014_S7	1340
NODE_A1908_length_851_cov_22.959948_S7	1236
NODE_A1983_length_820_cov_2.971736_S7	1185
NODE_A2165_length_776_cov_38.236052_S7	950
NODE_B698_length_768_cov_65.464544_S7	4358
NODE_C25_length_767_cov_1.389855_S7	1101
NODE_C26_length_765_cov_9.020349_S7	5736
NODE_A2429_length_724_cov_24.188563_S7	548
NODE_B854_length_708_cov_5.022187_S7	883
NODE_A2551_length_706_cov_27.963434_S7	814
NODE_A2589_length_701_cov_78.690705_S7	906
NODE_A2627_length_696_cov_11.277868_S7	874
NODE_A2947_length_658_cov_4.841652_S7	633
NODE_A2953_length_657_cov_26.453448_S7	1372
NODE_A3047_length_648_cov_3.330998_S7	1054
NODE_A3074_length_646_cov_17.695958_S7	955
NODE_A3138_length_641_cov_6.627660_S7	714
NODE_A3220_length_635_cov_6.483871_S7	906
NODE_A3438_length_620_cov_15.736648_S7	527
NODE_A3558_length_613_cov_12.386194_S7	888
NODE_A3605_length_610_cov_5.941839_S7	950
NODE_A3640_length_608_cov_3.015066_S7	1820
NODE_A3683_length_605_cov_8.816288_S7	1722
NODE_B1279_length_596_cov_5.375723_S7	778
NODE_A4257_length_577_cov_2.646000_S7	1100
NODE_C52_length_566_cov_0.670757_S7	592
NODE_A4541_length_565_cov_3.567623_S7	726
NODE_A4717_length_558_cov_6.979210_S7	594
NODE_A4847_length_554_cov_50.587002_S7	1666
NODE_A5153_length_544_cov_9.286938_S7	509
NODE_A5393_length_537_cov_6.343478_S7	2156
NODE_A5449_length_536_cov_2.252723_S7	620
NODE_A5494_length_535_cov_1.890830_S7	517
NODE_B1642_length_533_cov_33.129386_S7	917
NODE_A5566_length_532_cov_3.956044_S7	817
NODE_A5975_length_522_cov_2.631461_S7	565
NODE_A6017_length_521_cov_3.533784_S7	490
NODE_A6164_length_518_cov_2.068027_S7	947
NODE_C70_length_517_cov_2.540909_S7	787
NODE_A6318_length_514_cov_6.118993_S7	594
NODE_A6614_length_509_cov_1.284722_S7	552
NODE_B1779_length_509_cov_3.030093_S7	1167
NODE_A6628_length_508_cov_3.422274_S7	450
NODE_A6964_length_502_cov_2.312941_S7	784
NODE_A7081_length_500_cov_2.657210_S7	529
NODE_B4_length_11953_cov_123.444847_S8	34640
NODE_B31_length_3912_cov_103.067275_S8	14402
NODE_C33_length_1962_cov_65.005836_S8	2823
NODE_B102_length_1569_cov_17.355228_S8	5499
NODE_A14_length_5071_cov_28.907889_S9	17850
NODE_A49_length_3429_cov_19.844272_S9	5927
NODE_A96_length_2876_cov_13.640586_S9	8775
NODE_A1113_length_1152_cov_19.960930_S9	2876
NODE_A1503_length_1018_cov_8.997875_S9	2680
NODE_A2454_length_815_cov_33.537940_S9	1451
NODE_A2490_length_810_cov_8.710778_S9	738
NODE_A2642_length_787_cov_21.030986_S9	1857
NODE_A2690_length_781_cov_12.112216_S9	830
NODE_A2951_length_748_cov_41.186289_S9	2374
NODE_C14_length_713_cov_2.070755_S9	1023
NODE_B261_length_636_cov_3.021467_S9	1238
NODE_C23_length_602_cov_674.215238_S9	56300
NODE_B307_length_601_cov_11.301527_S9	1810
NODE_A5116_length_569_cov_7.256098_S9	946
NODE_B362_length_566_cov_10.361963_S9	3219
NODE_B377_length_558_cov_5.517672_S9	1407
