magnitudes	NC6
NODE_A4929_length_656_cov_12.240069_S10	632
NODE_A5067_length_650_cov_8.291449_S10	450
NODE_A5118_length_648_cov_10.658494_S10	479
NODE_A5145_length_647_cov_7.292982_S10	1113
NODE_A5149_length_647_cov_5.349123_S10	605
NODE_A5152_length_647_cov_4.861404_S10	469
NODE_A5174_length_646_cov_8.785589_S10	872
NODE_A5209_length_645_cov_2.128521_S10	440
NODE_A5225_length_644_cov_1.821869_S10	571
NODE_A5256_length_642_cov_5.159292_S10	388
NODE_A5302_length_640_cov_9.742451_S10	793
NODE_A5311_length_640_cov_3.143872_S10	525
NODE_A5335_length_638_cov_14.342246_S10	507
NODE_A5336_length_638_cov_12.595365_S10	806
NODE_A5339_length_638_cov_8.798574_S10	1446
NODE_A5354_length_638_cov_3.500891_S10	450
NODE_A5362_length_637_cov_8.323214_S10	400
NODE_A5460_length_633_cov_8.579137_S10	394
NODE_A5494_length_632_cov_5.715315_S10	565
NODE_A5530_length_631_cov_4.290614_S10	402
NODE_A5645_length_626_cov_27.262295_S10	856
NODE_A5680_length_625_cov_4.859489_S10	1157
NODE_A5695_length_625_cov_2.394161_S10	620
NODE_A5723_length_624_cov_2.634369_S10	488
NODE_A5734_length_623_cov_7.377289_S10	817
NODE_A5861_length_618_cov_5.739372_S10	778
NODE_A5969_length_614_cov_3.644320_S10	478
NODE_A6002_length_613_cov_3.520522_S10	396
NODE_A6031_length_611_cov_10.112360_S10	728
NODE_A6069_length_610_cov_4.863039_S10	387
NODE_A6121_length_608_cov_8.708098_S10	832
NODE_A6151_length_607_cov_9.673585_S10	577
NODE_A6169_length_607_cov_2.788679_S10	935
NODE_A6213_length_605_cov_5.198864_S10	438
NODE_A6216_length_605_cov_4.628788_S10	420
NODE_A6228_length_605_cov_2.151515_S10	471
NODE_A6440_length_597_cov_7.798077_S10	679
NODE_A6544_length_594_cov_6.336557_S10	727
NODE_A6550_length_594_cov_5.470019_S10	359
NODE_A6603_length_592_cov_8.576699_S10	584
NODE_A6632_length_591_cov_8.501946_S10	851
NODE_A6640_length_591_cov_5.756809_S10	367
NODE_A6655_length_590_cov_23.645224_S10	635
NODE_A6656_length_590_cov_16.017544_S10	1401
NODE_A6677_length_590_cov_3.645224_S10	552
NODE_A6688_length_589_cov_15.044922_S10	785
NODE_A6702_length_589_cov_5.601562_S10	373
NODE_A6767_length_587_cov_8.127451_S10	409
NODE_A6802_length_586_cov_9.017682_S10	437
NODE_A6828_length_586_cov_2.911591_S10	430
NODE_A6834_length_585_cov_14.874016_S10	595
NODE_A6835_length_585_cov_13.464567_S10	650
NODE_A6840_length_585_cov_9.584646_S10	400
NODE_A6929_length_582_cov_27.419802_S10	1239
NODE_A6932_length_582_cov_9.451485_S10	441
NODE_A6935_length_582_cov_8.732673_S10	934
NODE_A7056_length_579_cov_5.127490_S10	405
NODE_A7063_length_579_cov_4.039841_S10	446
NODE_A7081_length_578_cov_11.209581_S10	596
NODE_A7121_length_577_cov_9.284000_S10	540
NODE_A7183_length_575_cov_7.614458_S10	776
NODE_A7255_length_573_cov_27.221774_S10	362
NODE_A7279_length_573_cov_3.838710_S10	505
NODE_A7505_length_566_cov_14.922290_S10	534
NODE_A7508_length_566_cov_9.413088_S10	495
NODE_A7575_length_564_cov_10.377823_S10	563
NODE_A7598_length_564_cov_4.365503_S10	408
NODE_A7608_length_564_cov_2.271047_S10	366
NODE_A7650_length_562_cov_9.375258_S10	369
NODE_A7653_length_562_cov_8.868041_S10	441
NODE_A7665_length_562_cov_5.461856_S10	370
NODE_A7666_length_562_cov_5.241237_S10	392
NODE_A7685_length_562_cov_1.764948_S10	443
NODE_A7726_length_560_cov_7.577640_S10	475
NODE_A7738_length_560_cov_4.304348_S10	969
NODE_A7748_length_560_cov_2.443064_S10	434
NODE_A7757_length_559_cov_25.970954_S10	433
NODE_B836_length_559_cov_1.487552_S10	507
NODE_A7799_length_558_cov_19.752599_S10	918
NODE_A7905_length_556_cov_2.350731_S10	663
NODE_A7928_length_555_cov_5.039749_S10	446
NODE_A7955_length_554_cov_9.540881_S10	406
NODE_A7974_length_554_cov_4.327044_S10	339
NODE_A8077_length_551_cov_7.149789_S10	962
NODE_A8083_length_551_cov_5.955696_S10	424
NODE_A8168_length_549_cov_5.277542_S10	347
NODE_A8180_length_549_cov_3.442797_S10	403
NODE_A8251_length_547_cov_3.610638_S10	697
NODE_A8285_length_546_cov_5.004264_S10	713
NODE_A8310_length_545_cov_9.923077_S10	368
NODE_A8473_length_541_cov_23.991379_S10	431
NODE_A8483_length_541_cov_5.622845_S10	502
NODE_A8515_length_540_cov_10.943844_S10	369
NODE_A8548_length_539_cov_19.829004_S10	391
NODE_A8558_length_539_cov_9.560606_S10	410
NODE_A8591_length_539_cov_2.852814_S10	448
NODE_A8605_length_538_cov_20.711497_S10	418
NODE_A8724_length_535_cov_14.072052_S10	736
NODE_A8765_length_535_cov_1.580786_S10	380
NODE_A8853_length_532_cov_5.876923_S10	612
NODE_A8930_length_530_cov_9.777042_S10	355
NODE_A9059_length_528_cov_3.208426_S10	569
NODE_A9166_length_525_cov_9.631696_S10	431
NODE_A9246_length_524_cov_3.000000_S10	727
NODE_A9441_length_520_cov_3.018059_S10	433
NODE_A9445_length_520_cov_2.598194_S10	804
NODE_A9515_length_518_cov_6.628118_S10	718
NODE_A9562_length_517_cov_8.090909_S10	528
NODE_A9598_length_517_cov_2.697727_S10	386
NODE_A9654_length_515_cov_8.506849_S10	872
NODE_A9676_length_515_cov_4.189498_S10	335
NODE_A9802_length_512_cov_8.466667_S10	669
NODE_A9820_length_512_cov_4.011494_S10	533
NODE_A9839_length_511_cov_12.071429_S10	501
NODE_A9842_length_511_cov_9.260369_S10	947
NODE_A9851_length_511_cov_5.817972_S10	444
NODE_A9906_length_510_cov_6.032333_S10	477
NODE_A9951_length_509_cov_9.821759_S10	467
NODE_A9969_length_509_cov_4.388889_S10	322
NODE_B1137_length_508_cov_1.800464_S10	332
NODE_A10092_length_507_cov_3.983721_S10	346
NODE_A10140_length_506_cov_3.473193_S10	1800
NODE_A10169_length_505_cov_6.490654_S10	349
NODE_A10206_length_504_cov_8.934426_S10	508
NODE_A10265_length_503_cov_7.471831_S10	322
NODE_A10266_length_503_cov_7.394366_S10	395
NODE_A10312_length_502_cov_16.145882_S10	575
NODE_A4302_length_712_cov_5.322835_S12	510
NODE_A5857_length_650_cov_12.692845_S12	562
NODE_A6096_length_643_cov_3.181979_S12	626
NODE_A9604_length_560_cov_37.973085_S12	1722
NODE_A10866_length_539_cov_5.409091_S12	472
NODE_A224_length_1331_cov_21.144338_S15	889
NODE_A752_length_885_cov_145.372525_S15	667
NODE_A845_length_851_cov_37.634367_S15	691
NODE_A956_length_814_cov_25.975577_S15	756
NODE_A1153_length_765_cov_47.468023_S15	742
NODE_A1331_length_726_cov_18.482280_S15	578
NODE_A1376_length_716_cov_24.591549_S15	594
NODE_A1493_length_697_cov_15.746774_S15	494
NODE_A1880_length_637_cov_11.985714_S15	730
NODE_A1901_length_633_cov_41.372302_S15	535
NODE_A1971_length_624_cov_60.117002_S15	412
NODE_A2053_length_613_cov_57.337687_S15	1069
NODE_A2777_length_549_cov_27.461864_S15	447
NODE_A2973_length_534_cov_10.964989_S15	653
NODE_A3106_length_524_cov_25.662192_S15	311
NODE_A3325_length_512_cov_14.517241_S15	353
NODE_A55_length_1715_cov_34.945055_S21	1373
NODE_A609_length_896_cov_25.224664_S21	1451
NODE_A744_length_840_cov_15.606815_S21	693
NODE_A1046_length_762_cov_25.341606_S21	581
NODE_A1055_length_760_cov_27.530015_S21	1091
NODE_A1315_length_706_cov_9.974563_S21	539
NODE_B558_length_645_cov_5.686620_S21	1299
NODE_A1785_length_636_cov_34.286225_S21	525
NODE_B670_length_608_cov_2.911488_S21	634
NODE_A2247_length_586_cov_10.964637_S21	375
NODE_A2397_length_572_cov_17.650505_S21	680
NODE_A2449_length_567_cov_14.328571_S21	373
NODE_A2996_length_527_cov_13.497778_S21	352
NODE_A3420_length_505_cov_12.595794_S21	738
NODE_A3531_length_500_cov_9.139480_S21	352
NODE_A581_length_854_cov_9.073359_S22	763
NODE_A1240_length_605_cov_8.801136_S22	477
NODE_A1317_length_591_cov_1.770428_S22	421
NODE_A1828_length_527_cov_5.371111_S22	404
NODE_A1894_length_520_cov_5.790068_S22	516
NODE_A2098_length_501_cov_28.945755_S22	409
NODE_A755_length_614_cov_2.780261_S23	538
NODE_A933_length_557_cov_2.843750_S23	2237
NODE_A1446_length_599_cov_1.808429_S24	384
NODE_A2292_length_504_cov_2.880562_S24	444
NODE_A856_length_645_cov_5.359155_S27	490
NODE_A1034_length_619_cov_4.592251_S27	670
NODE_A1359_length_576_cov_8.080160_S27	490
NODE_A1984_length_530_cov_13.587196_S27	784
NODE_A2152_length_521_cov_5.698198_S27	629
NODE_A2284_length_513_cov_7.961009_S27	597
NODE_A1_length_3567_cov_251.245559_S28	13571
NODE_B4_length_2617_cov_9.805512_S28	5310
NODE_A6_length_2546_cov_69.824220_S28	4540
NODE_A7_length_2513_cov_29.188424_S28	1440
NODE_A8_length_2442_cov_97.328964_S28	4438
NODE_A9_length_2416_cov_57.112441_S28	2873
NODE_A11_length_2276_cov_87.306958_S28	4406
NODE_A17_length_2045_cov_26.757622_S28	1205
NODE_A23_length_1916_cov_24.942360_S28	1161
NODE_A24_length_1909_cov_215.038755_S28	6370
NODE_A26_length_1864_cov_56.136542_S28	2225
NODE_A28_length_1843_cov_72.537939_S28	2934
NODE_A29_length_1821_cov_40.493693_S28	1521
NODE_A30_length_1811_cov_33.735871_S28	1759
NODE_A32_length_1808_cov_37.838244_S28	1425
NODE_A33_length_1794_cov_36.019802_S28	1248
NODE_A35_length_1750_cov_136.202630_S28	5048
NODE_A37_length_1723_cov_66.351154_S28	2285
NODE_A39_length_1706_cov_32.003069_S28	1225
NODE_A40_length_1702_cov_41.361231_S28	1546
NODE_A42_length_1677_cov_43.572500_S28	1446
NODE_A44_length_1675_cov_39.327284_S28	1420
NODE_A45_length_1670_cov_39.854363_S28	1267
NODE_A46_length_1661_cov_127.375000_S28	4268
NODE_A47_length_1650_cov_34.556898_S28	1239
NODE_A49_length_1625_cov_56.733204_S28	1825
NODE_B16_length_1613_cov_3.712891_S28	1298
NODE_A51_length_1594_cov_39.965063_S28	1199
NODE_A53_length_1591_cov_43.612946_S28	1537
NODE_A54_length_1585_cov_108.265915_S28	3665
NODE_A56_length_1576_cov_33.252835_S28	1127
NODE_A57_length_1574_cov_42.915832_S28	1397
NODE_A60_length_1572_cov_47.814047_S28	1829
NODE_A61_length_1569_cov_62.823727_S28	2301
NODE_A64_length_1544_cov_87.889571_S28	2758
NODE_A67_length_1525_cov_63.131215_S28	1957
NODE_B22_length_1524_cov_3.980650_S28	1285
NODE_A70_length_1512_cov_30.076655_S28	932
NODE_A71_length_1495_cov_44.870945_S28	1357
NODE_A72_length_1488_cov_49.608788_S28	1677
NODE_A73_length_1486_cov_66.058197_S28	2140
NODE_A74_length_1479_cov_47.860200_S28	1298
NODE_B24_length_1475_cov_8.081545_S28	2164
NODE_B25_length_1471_cov_3.634864_S28	1183
NODE_A76_length_1464_cov_133.585436_S28	4271
NODE_A77_length_1459_cov_51.434877_S28	1489
NODE_A84_length_1437_cov_43.263971_S28	1399
NODE_A85_length_1433_cov_68.228614_S28	1883
NODE_A87_length_1432_cov_30.143911_S28	913
NODE_A88_length_1429_cov_35.896450_S28	1173
NODE_B29_length_1418_cov_4.381059_S28	1347
NODE_A91_length_1416_cov_55.655713_S28	1652
NODE_B30_length_1411_cov_9.993253_S28	2461
NODE_A92_length_1409_cov_29.102853_S28	907
NODE_A93_length_1406_cov_52.374718_S28	1556
NODE_A94_length_1404_cov_67.792766_S28	2372
NODE_A95_length_1400_cov_35.238851_S28	1062
NODE_A98_length_1386_cov_66.859435_S28	2229
NODE_A100_length_1385_cov_33.326453_S28	943
NODE_A99_length_1385_cov_58.849388_S28	1833
NODE_A101_length_1379_cov_119.206605_S28	3721
NODE_A102_length_1378_cov_49.560338_S28	1590
NODE_A103_length_1377_cov_50.183077_S28	1251
NODE_A104_length_1374_cov_85.966076_S28	2588
NODE_A105_length_1374_cov_55.730918_S28	1541
NODE_A106_length_1372_cov_214.502703_S28	6586
NODE_A109_length_1368_cov_117.694810_S28	3098
NODE_B38_length_1368_cov_2.831139_S28	1315
NODE_A110_length_1366_cov_76.809154_S28	2062
NODE_A111_length_1362_cov_47.226459_S28	1476
NODE_A116_length_1337_cov_57.905556_S28	1641
NODE_A117_length_1337_cov_54.650000_S28	1502
NODE_A118_length_1336_cov_59.871326_S28	1604
NODE_A120_length_1327_cov_34.458400_S28	921
NODE_B43_length_1326_cov_6.313851_S28	1695
NODE_A123_length_1318_cov_220.567284_S28	5765
NODE_A124_length_1318_cov_59.415794_S28	1614
NODE_A126_length_1310_cov_31.716951_S28	858
NODE_A128_length_1307_cov_59.600000_S28	1805
NODE_A129_length_1304_cov_52.261614_S28	843
NODE_B45_length_1304_cov_3.195599_S28	938
NODE_A130_length_1303_cov_59.681892_S28	2087
NODE_A131_length_1302_cov_48.898776_S28	1198
NODE_A133_length_1299_cov_58.868249_S28	1207
NODE_A134_length_1299_cov_46.968085_S28	1112
NODE_A136_length_1294_cov_34.205423_S28	907
NODE_A138_length_1293_cov_28.945724_S28	847
NODE_A139_length_1291_cov_62.439044_S28	1618
NODE_B49_length_1287_cov_5.181818_S28	996
NODE_B50_length_1285_cov_2.654801_S28	827
NODE_A142_length_1282_cov_46.773444_S28	1148
NODE_A143_length_1282_cov_45.419917_S28	861
NODE_A148_length_1270_cov_68.949707_S28	1923
NODE_A149_length_1270_cov_40.892707_S28	1405
NODE_A150_length_1268_cov_39.860621_S28	1537
NODE_A153_length_1262_cov_24.554430_S28	817
NODE_A154_length_1259_cov_39.813875_S28	949
NODE_A155_length_1259_cov_33.538071_S28	916
NODE_A156_length_1257_cov_34.624576_S28	828
NODE_A157_length_1257_cov_31.973729_S28	754
NODE_A158_length_1257_cov_28.913559_S28	817
NODE_A159_length_1256_cov_42.025445_S28	1168
NODE_A160_length_1254_cov_276.488530_S28	5394
NODE_A161_length_1254_cov_80.249788_S28	2082
NODE_A163_length_1253_cov_60.976190_S28	1517
NODE_A164_length_1249_cov_36.598123_S28	728
NODE_B57_length_1249_cov_10.153584_S28	2631
NODE_A166_length_1240_cov_69.359415_S28	1724
NODE_A170_length_1233_cov_91.073529_S28	2171
NODE_A171_length_1232_cov_79.097835_S28	2073
NODE_A172_length_1231_cov_115.851820_S28	2736
NODE_A177_length_1223_cov_56.974695_S28	1421
NODE_A179_length_1221_cov_42.691434_S28	1032
NODE_A185_length_1210_cov_28.003530_S28	857
NODE_A186_length_1209_cov_91.424912_S28	2205
NODE_A187_length_1208_cov_50.754200_S28	1258
NODE_A188_length_1204_cov_77.385093_S28	1969
NODE_A189_length_1200_cov_37.079252_S28	766
NODE_A190_length_1197_cov_76.165179_S28	2036
NODE_A191_length_1195_cov_28.535778_S28	709
NODE_A192_length_1194_cov_41.849597_S28	1034
NODE_A194_length_1192_cov_77.858296_S28	1959
NODE_A196_length_1189_cov_45.684353_S28	923
NODE_A197_length_1187_cov_32.814414_S28	751
NODE_A200_length_1176_cov_56.555960_S28	1490
NODE_A201_length_1176_cov_41.468608_S28	1030
NODE_A202_length_1176_cov_27.008189_S28	738
NODE_A203_length_1173_cov_64.253650_S28	1534
NODE_A204_length_1172_cov_41.815525_S28	1077
NODE_A206_length_1166_cov_32.797062_S28	672
NODE_A207_length_1162_cov_78.566820_S28	1699
NODE_A208_length_1162_cov_40.164977_S28	1097
NODE_A211_length_1153_cov_26.697955_S28	716
NODE_A217_length_1145_cov_29.588951_S28	776
NODE_A218_length_1143_cov_47.114447_S28	872
NODE_B92_length_1141_cov_6.006579_S28	1467
NODE_A220_length_1137_cov_54.816981_S28	1276
NODE_A221_length_1136_cov_26.854580_S28	728
NODE_A223_length_1133_cov_99.090909_S28	2692
NODE_B94_length_1131_cov_3.858634_S28	933
NODE_A227_length_1128_cov_66.130352_S28	1539
NODE_A228_length_1128_cov_29.891532_S28	661
NODE_B95_length_1127_cov_29.814286_S28	5051
NODE_A233_length_1124_cov_52.215855_S28	1097
NODE_A234_length_1123_cov_69.000000_S28	1422
NODE_A235_length_1122_cov_59.993301_S28	1451
NODE_A236_length_1120_cov_45.313519_S28	1030
NODE_A237_length_1119_cov_114.979846_S28	2763
NODE_A238_length_1119_cov_99.579655_S28	2351
NODE_A240_length_1114_cov_81.533269_S28	2072
NODE_A241_length_1111_cov_49.194391_S28	1220
NODE_A242_length_1111_cov_41.505803_S28	907
NODE_A243_length_1110_cov_88.743466_S28	1425
NODE_A244_length_1110_cov_38.688287_S28	789
NODE_A245_length_1106_cov_59.454810_S28	1241
NODE_A247_length_1102_cov_77.491707_S28	1943
NODE_A248_length_1101_cov_43.728516_S28	1001
NODE_A249_length_1101_cov_41.913086_S28	935
NODE_A251_length_1100_cov_114.689150_S28	2428
NODE_A252_length_1100_cov_31.043011_S28	774
NODE_A253_length_1099_cov_36.761252_S28	829
NODE_A260_length_1092_cov_79.364532_S28	2032
NODE_A261_length_1092_cov_30.847291_S28	761
NODE_A266_length_1088_cov_100.044510_S28	2263
NODE_A268_length_1086_cov_53.743310_S28	1366
NODE_A270_length_1085_cov_42.846230_S28	961
NODE_B112_length_1085_cov_4.494048_S28	1033
NODE_A271_length_1084_cov_67.629593_S28	1309
NODE_A272_length_1081_cov_44.852590_S28	1049
NODE_A274_length_1078_cov_42.719281_S28	929
NODE_A276_length_1072_cov_54.641206_S28	1063
NODE_A277_length_1072_cov_43.920603_S28	889
NODE_A279_length_1071_cov_35.224346_S28	942
NODE_A280_length_1069_cov_44.305444_S28	1006
NODE_A281_length_1068_cov_35.525732_S28	949
NODE_A283_length_1067_cov_56.585859_S28	1613
NODE_A285_length_1065_cov_46.828947_S28	928
NODE_A287_length_1064_cov_52.255319_S28	1034
NODE_A288_length_1061_cov_30.406504_S28	748
NODE_A289_length_1061_cov_27.185976_S28	642
NODE_B124_length_1061_cov_10.322154_S28	2252
NODE_A291_length_1060_cov_40.098678_S28	961
NODE_A292_length_1059_cov_40.346232_S28	845
NODE_B127_length_1059_cov_5.488798_S28	838
NODE_A293_length_1058_cov_54.938838_S28	1187
NODE_A294_length_1056_cov_71.782431_S28	1462
NODE_A295_length_1056_cov_42.856997_S28	891
NODE_A296_length_1055_cov_133.081800_S28	3267
NODE_A297_length_1053_cov_32.896516_S28	745
NODE_A298_length_1050_cov_29.225077_S28	633
NODE_A299_length_1049_cov_29.783951_S28	598
NODE_A301_length_1048_cov_48.679712_S28	1003
NODE_A302_length_1048_cov_31.445932_S28	644
