magnitudes	HG_CF_5
NODE_A2048_length_527_cov_4.900000_S27	1936
NODE_A217_length_4354_cov_41.827683_S30	7380
NODE_A396_length_3294_cov_37.682002_S30	3529
NODE_A740_length_2540_cov_30.229801_S30	3028
NODE_B117_length_1627_cov_38.383226_S30	4251
NODE_A2230_length_1582_cov_38.398007_S30	1975
NODE_B324_length_1146_cov_24.715622_S30	3286
NODE_A5787_length_1020_cov_13.089077_S30	1723
NODE_A10067_length_756_cov_14.103093_S30	923
NODE_B1851_length_608_cov_3.261770_S30	5010
NODE_A31_length_3555_cov_1627.451409_S32	6074
NODE_A13_length_9134_cov_156.869604_S33	5842
NODE_A15_length_8254_cov_99.276507_S33	5718
NODE_A30_length_4099_cov_533.389110_S33	3179
NODE_B225_length_548_cov_0.738854_S33	3744
NODE_A150_length_1248_cov_28.818958_S34	13592
NODE_A347_length_850_cov_8.554981_S34	1175
NODE_B64_length_804_cov_1.617607_S34	1047
NODE_B89_length_704_cov_2.194577_S34	3336
NODE_A1474_length_548_cov_3.624204_S34	632
NODE_A1627_length_536_cov_3.418301_S34	487
NODE_A255_length_974_cov_6.739130_S37	7035
NODE_B248_length_527_cov_0.757778_S37	1198
NODE_A230_length_2952_cov_1214.753043_S38	5582
NODE_B21_length_2487_cov_130.466805_S38	4732
NODE_A15_length_4855_cov_27.221641_S39	3631
NODE_A238_length_824_cov_18.342704_S39	1021
NODE_A41_length_1991_cov_7.110240_S41	1295
NODE_A6_length_12843_cov_79.207504_S42	25020
NODE_A24_length_3745_cov_29.254089_S42	2604
NODE_A27_length_3481_cov_93.207109_S42	30954
NODE_A47_length_2234_cov_49.225777_S42	1609
NODE_A60_length_1805_cov_17.223380_S42	2735
NODE_A75_length_1524_cov_33.284727_S42	1777
NODE_A146_length_1032_cov_20.401047_S42	886
NODE_A174_length_909_cov_64.402644_S42	680
NODE_A299_length_669_cov_13.069257_S42	1380
NODE_B174_length_554_cov_1.639413_S42	510
NODE_A456_length_550_cov_23.118393_S42	492
NODE_A496_length_529_cov_29.893805_S42	884
NODE_A554_length_504_cov_10.004684_S42	454
NODE_B9_length_6821_cov_15.918001_S43	9488
NODE_A225_length_1160_cov_5.741459_S43	1133
NODE_A434_length_695_cov_35.163430_S43	1389
NODE_A476_length_653_cov_0.909722_S43	583
NODE_A11_length_4493_cov_30.246150_S44	6153
NODE_B12_length_4427_cov_19.298161_S44	12402
NODE_A13_length_4398_cov_37.690812_S44	6093
NODE_A38_length_2762_cov_50.316946_S44	3177
NODE_A47_length_2406_cov_21.644483_S44	1535
NODE_A305_length_1382_cov_17.423755_S44	1877
NODE_C25_length_858_cov_6.763124_S44	2041
NODE_A1959_length_749_cov_5.059524_S44	1598
NODE_B165_length_749_cov_17.587798_S44	1181
NODE_B204_length_660_cov_5.794168_S44	1074
NODE_C49_length_634_cov_9.766607_S44	3479
NODE_A3883_length_575_cov_9.598394_S44	468
NODE_A4042_length_564_cov_9.513347_S44	841
NODE_C70_length_518_cov_6.414966_S44	841
NODE_A5432_length_500_cov_3.406619_S44	801
NODE_A29_length_2081_cov_211.562874_S4	2503
NODE_A215_length_1131_cov_32.848197_S4	1561
NODE_B247_length_717_cov_17.517187_S4	1084
NODE_A1244_length_670_cov_25.446880_S4	812
NODE_A1395_length_645_cov_10.383803_S4	780
NODE_B355_length_639_cov_13.638790_S4	1600
NODE_A1509_length_627_cov_10.114545_S4	696
NODE_A2138_length_558_cov_11.835759_S4	1156
NODE_A2320_length_546_cov_21.812367_S4	1491
NODE_A2_length_29617_cov_204.370379_S45	41685
NODE_B4_length_7232_cov_30.231307_S45	8222
NODE_A10_length_4745_cov_282.483290_S45	11696
NODE_B7_length_3443_cov_18.106061_S45	2924
NODE_A239_length_557_cov_2.210417_S45	1239
NODE_A10_length_4954_cov_30.542137_S47	7200
NODE_A11_length_4410_cov_28.484883_S47	9424
NODE_A12_length_4359_cov_20.546240_S47	3940
NODE_A14_length_4051_cov_55.716910_S47	14657
NODE_A17_length_3918_cov_42.201510_S47	7044
NODE_A51_length_1800_cov_35.014510_S47	5332
NODE_A73_length_1522_cov_23.752249_S47	2036
NODE_A80_length_1472_cov_32.868817_S47	1515
NODE_A128_length_1281_cov_19.792359_S47	1100
NODE_B126_length_745_cov_4.853293_S47	1246
NODE_B143_length_703_cov_2.392971_S47	1665
NODE_A747_length_692_cov_9.126829_S47	913
NODE_C53_length_683_cov_1.191419_S47	1557
NODE_A1583_length_555_cov_1.638075_S47	1132
NODE_A1867_length_534_cov_2.803063_S47	453
NODE_C75_length_530_cov_2.013245_S47	1882
NODE_B264_length_518_cov_7.852608_S47	466
NODE_A2_length_16366_cov_68.635644_S6	1360276
NODE_B4_length_6468_cov_13.764669_S6	7540
NODE_B5_length_5275_cov_16.018661_S6	10466
NODE_A226_length_4128_cov_107.114293_S7	3901
NODE_B4_length_4026_cov_27.587744_S7	5035
NODE_A340_length_3380_cov_50.720860_S7	3376
NODE_A378_length_3183_cov_37.972956_S7	3634
NODE_A766_length_2007_cov_64.114508_S7	1861
NODE_C4_length_1696_cov_15.546634_S7	4727
NODE_A1082_length_1491_cov_31.242574_S7	1496
NODE_B111_length_1410_cov_6.499625_S7	6125
NODE_B125_length_1370_cov_10.313225_S7	3446
NODE_A1197_length_1351_cov_33.031397_S7	1480
NODE_A2165_length_776_cov_38.236052_S7	682
NODE_B698_length_768_cov_65.464544_S7	2797
NODE_C25_length_767_cov_1.389855_S7	742
NODE_C26_length_765_cov_9.020349_S7	2121
NODE_A3047_length_648_cov_3.330998_S7	866
NODE_A3138_length_641_cov_6.627660_S7	668
NODE_A3220_length_635_cov_6.483871_S7	751
NODE_A3605_length_610_cov_5.941839_S7	889
NODE_A3640_length_608_cov_3.015066_S7	1195
NODE_A3683_length_605_cov_8.816288_S7	1198
NODE_A4257_length_577_cov_2.646000_S7	1158
NODE_A4541_length_565_cov_3.567623_S7	781
NODE_A4847_length_554_cov_50.587002_S7	1889
NODE_A5153_length_544_cov_9.286938_S7	427
NODE_A5393_length_537_cov_6.343478_S7	1535
NODE_A6164_length_518_cov_2.068027_S7	666
NODE_A6318_length_514_cov_6.118993_S7	594
NODE_A6614_length_509_cov_1.284722_S7	494
NODE_B1779_length_509_cov_3.030093_S7	869
NODE_A6964_length_502_cov_2.312941_S7	864
NODE_A7081_length_500_cov_2.657210_S7	701
NODE_C33_length_1962_cov_65.005836_S8	2070
NODE_B102_length_1569_cov_17.355228_S8	1459
NODE_A14_length_5071_cov_28.907889_S9	10359
NODE_A49_length_3429_cov_19.844272_S9	4132
NODE_A96_length_2876_cov_13.640586_S9	4822
NODE_A1113_length_1152_cov_19.960930_S9	1839
NODE_A1503_length_1018_cov_8.997875_S9	1676
NODE_A2642_length_787_cov_21.030986_S9	1301
NODE_A2951_length_748_cov_41.186289_S9	1182
NODE_C14_length_713_cov_2.070755_S9	1305
NODE_B261_length_636_cov_3.021467_S9	602
NODE_C23_length_602_cov_674.215238_S9	599
NODE_B307_length_601_cov_11.301527_S9	1178
NODE_A5116_length_569_cov_7.256098_S9	550
NODE_B362_length_566_cov_10.361963_S9	1749
NODE_B377_length_558_cov_5.517672_S9	706
