NODE	Virus	Class	Order 	Family
NODE_A3130_length_778_cov_5.502140_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A1062_length_673_cov_2.731544_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A103_length_1546_cov_8.882914_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A211_length_1071_cov_2.536217_S34	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A256_length_962_cov_6.077966_S8	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1564_length_988_cov_3.184413_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A3333_length_511_cov_35.642857_S15	phage	Unclassified	Unclassified	Unclassified
NODE_A1424_length_610_cov_22.954972_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A3795_length_521_cov_7.912162_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A11560_length_698_cov_2.961353_S30	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A9304_length_566_cov_12.832311_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A5494_length_649_cov_3.522727_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A6758_length_623_cov_5.249084_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A390_length_789_cov_13.523876_S27	phage	Unclassified	Unclassified	Unclassified
NODE_A5167_length_725_cov_10.901235_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A5440_length_665_cov_3.292517_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A3438_length_606_cov_2.429112_S44	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A728_length_768_cov_5.710564_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A4075_length_513_cov_3.667431_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A3027_length_836_cov_5.249012_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A512_length_777_cov_1.994286_S47	phage	Unclassified	Unclassified	Unclassified
NODE_A3546_length_753_cov_3.350602_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A11183_length_534_cov_5.735230_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A1732_length_961_cov_3.559955_S9	phage	Unclassified	Unclassified	Unclassified
NODE_A2978_length_513_cov_2.516055_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A757_length_735_cov_4.103343_S46	phage	Unclassified	Unclassified	Unclassified
NODE_A2611_length_814_cov_6.297151_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A3013_length_794_cov_4.256625_S5	eukaryotic_virus	Megaviricetes	Algavirales	Phycodnaviridae
NODE_A416_length_797_cov_3.866667_S34	phage	Unclassified	Unclassified	Unclassified
NODE_A1076_length_649_cov_3.634615_S46	phage	Unclassified	Unclassified	Unclassified
NODE_A3363_length_814_cov_2.165536_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A7922_length_594_cov_5.495164_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A14567_length_539_cov_3.651515_S18	phage	Unclassified	Unclassified	Unclassified
NODE_B195_length_756_cov_30.332842_NC1	phage	Unclassified	Unclassified	Unclassified
NODE_A12368_length_567_cov_7.604082_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A3688_length_525_cov_3.073661_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A427_length_792_cov_5.826573_S34	phage	Unclassified	Unclassified	Unclassified
NODE_A1229_length_542_cov_2.458065_S1	phage	Unclassified	Unclassified	Unclassified
NODE_A2407_length_854_cov_3.111969_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A8620_length_631_cov_4.462094_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A649_length_793_cov_1.601955_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_B2901_length_512_cov_0.868966_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A1141_length_590_cov_3.070175_S34	phage	Caudoviricetes	Unclassified	Unclassified
NODE_B855_length_601_cov_0.887405_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A5590_length_856_cov_5.807445_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A13070_length_558_cov_3.268191_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A727_length_531_cov_3.969163_S19	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A7710_length_651_cov_2.987805_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A4096_length_513_cov_1.224771_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A2677_length_555_cov_8.006276_S15	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A9092_length_570_cov_8.529412_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A2515_length_843_cov_2.045692_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A378_length_3183_cov_37.972956_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A5869_length_633_cov_5.487410_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A30_length_2310_cov_7.285714_S34	phage	Unclassified	Unclassified	Unclassified
NODE_A4492_length_502_cov_2.122353_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A3618_length_1278_cov_3.627810_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A671_length_707_cov_2.253968_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A302_length_915_cov_8.576372_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A12682_length_561_cov_1.181818_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A884_length_729_cov_2.723926_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A385_length_983_cov_18.558499_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A6469_length_611_cov_11.589888_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A1658_length_560_cov_1.532091_S46	phage	Unclassified	Unclassified	Unclassified
NODE_A698_length_546_cov_2.916844_S19	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1994_length_606_cov_1.595463_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A434_length_663_cov_3.375427_S40	phage	Unclassified	Unclassified	Unclassified
NODE_A638_length_796_cov_5.549374_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A398_length_816_cov_11.847091_S25	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1444_length_1120_cov_9.078619_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A15111_length_509_cov_2.057870_S38	phage	Unclassified	Unclassified	Unclassified
NODE_C7_length_946_cov_1.720368_S28	phage	Unclassified	Unclassified	Unclassified
NODE_A8083_length_551_cov_5.955696_S10	phage	Unclassified	Unclassified	Unclassified
NODE_A1480_length_548_cov_1.320594_S34	phage	Unclassified	Unclassified	Unclassified
NODE_A2266_length_584_cov_7.069034_S21	phage	Unclassified	Unclassified	Unclassified
NODE_B6_length_1229_cov_6.218750_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A7912_length_594_cov_9.914894_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A5113_length_546_cov_1.631130_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A781_length_656_cov_3.195164_S34	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A7611_length_578_cov_3.203593_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A4653_length_689_cov_5.545752_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A4306_length_507_cov_0.467442_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_B202_length_1170_cov_3.147301_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A2480_length_505_cov_3.257009_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A2044_length_1642_cov_19.117572_S30	phage	Unclassified	Unclassified	Unclassified
NODE_C58_length_567_cov_1.293878_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A1206_length_1210_cov_2.024713_S14	phage	Unclassified	Unclassified	Unclassified
NODE_B272_length_729_cov_7.860429_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A1653_length_916_cov_12.635280_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A2736_length_682_cov_1.770248_S7	phage	Unclassified	Unclassified	Unclassified
NODE_B2398_length_549_cov_1.565678_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A1472_length_548_cov_5.673036_S34	phage	Caudoviricetes	Unclassified	Unclassified
NODE_C93_length_1035_cov_9.545929_S32	phage	Unclassified	Unclassified	Unclassified
NODE_A12240_length_518_cov_6.242630_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A1137_length_755_cov_9.435103_S6	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A153_length_1945_cov_14.424518_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A6581_length_509_cov_2.921296_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A8350_length_698_cov_6.629630_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A307_length_983_cov_2.974614_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A2932_length_801_cov_3.863260_S5	phage	Unclassified	Unclassified	Unclassified
NODE_B1979_length_506_cov_0.939394_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A2483_length_846_cov_6.694408_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A4139_length_582_cov_1.344554_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A2364_length_571_cov_212.823887_S28	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A6327_length_514_cov_3.675057_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A8978_length_541_cov_5.258621_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A7733_length_575_cov_2.469880_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A584_length_820_cov_4.310902_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A1558_length_988_cov_9.450055_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A10198_length_600_cov_9.866157_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A326_length_862_cov_3.951592_S43	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A538_length_819_cov_7.072776_S46	phage	Unclassified	Unclassified	Unclassified
NODE_A294_length_891_cov_6.222359_S29	phage	Unclassified	Unclassified	Unclassified
NODE_A697_length_779_cov_3.289174_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A13404_length_553_cov_7.466387_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A2444_length_502_cov_2.063529_S47	phage	Unclassified	Unclassified	Unclassified
NODE_A2453_length_505_cov_9.278037_S27	phage	Unclassified	Unclassified	Unclassified
NODE_A1454_length_1113_cov_8.882239_S7	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1102_length_524_cov_3.901566_S41	phage	Unclassified	Unclassified	Unclassified
NODE_A357_length_892_cov_13.803681_S1	phage	Unclassified	Unclassified	Unclassified
NODE_A12918_length_555_cov_6.370293_S38	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A235_length_1511_cov_5.430962_S44	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A918_length_687_cov_7.621311_S22	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A12503_length_565_cov_4.186475_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A8916_length_543_cov_2.328326_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A1274_length_551_cov_3.656118_S17	phage	Unclassified	Unclassified	Unclassified
NODE_A11232_length_597_cov_2.538462_S38	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A2746_length_532_cov_38.074725_NC2	phage	Unclassified	Unclassified	Unclassified
NODE_A1509_length_985_cov_2.559471_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A17277_length_509_cov_4.157407_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1854_length_573_cov_3.181452_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A963_length_628_cov_6.655172_S27	phage	Unclassified	Unclassified	Unclassified
NODE_A11379_length_531_cov_5.680617_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A1100_length_1022_cov_6.407407_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A11264_length_533_cov_2.364035_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A1071_length_599_cov_4.218391_S34	phage	Unclassified	Unclassified	Unclassified
NODE_A2234_length_509_cov_4.583333_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A1388_length_609_cov_13.755639_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A6641_length_572_cov_3.583838_S14	phage	Unclassified	Unclassified	Unclassified
NODE_A202_length_1127_cov_3.491429_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A6148_length_693_cov_4.191558_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A4316_length_506_cov_3.853147_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A10446_length_596_cov_5.510597_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1101_length_690_cov_3.851550_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A568_length_748_cov_5.432191_S1	phage	Unclassified	Unclassified	Unclassified
NODE_A3721_length_524_cov_3.156600_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A5017_length_656_cov_1.939551_S14	phage	Unclassified	Unclassified	Unclassified
NODE_A639_length_796_cov_1.709318_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A3221_length_1109_cov_8.156008_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A8293_length_586_cov_6.408644_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A7075_length_667_cov_3.189831_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1309_length_608_cov_12.205273_S46	phage	Unclassified	Unclassified	Unclassified
NODE_A2827_length_799_cov_5.943213_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A134_length_2485_cov_112.336379_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A6629_length_627_cov_4.227273_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A5972_length_629_cov_4.913043_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A228_length_1004_cov_10.631068_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A1779_length_578_cov_4.411178_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A709_length_533_cov_20.076754_S20	phage	Unclassified	Unclassified	Unclassified
NODE_A351_length_932_cov_4.940351_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1313_length_619_cov_2.815498_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A138_length_1221_cov_4.430070_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A10842_length_607_cov_6.330189_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A2134_length_522_cov_4.000000_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A9778_length_557_cov_4.862500_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A14336_length_542_cov_2.124731_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A3966_length_516_cov_3.291572_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A14956_length_512_cov_4.170115_S38	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A915_length_564_cov_2.141684_S41	phage	Unclassified	Unclassified	Unclassified
NODE_A10314_length_511_cov_3.317972_S5	phage	Unclassified	Unclassified	Unclassified
NODE_B1324_length_523_cov_0.863229_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A1788_length_620_cov_6.627993_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A8366_length_585_cov_4.740157_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A1158_length_635_cov_2.765233_S46	phage	Unclassified	Unclassified	Unclassified
NODE_A14593_length_539_cov_1.993506_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A4027_length_998_cov_4.623236_S38	phage	Caudoviricetes	Unclassified	Unclassified
NODE_B35_length_1813_cov_9.962558_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A301_length_1133_cov_10.988636_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A369_length_1035_cov_10.778706_S22	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A12812_length_561_cov_5.247934_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A3346_length_764_cov_3.708879_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A1246_length_634_cov_20.714542_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A1716_length_529_cov_3.002212_S34	phage	Unclassified	Unclassified	Unclassified
NODE_A473_length_884_cov_3.954151_S16	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A779_length_738_cov_12.600605_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A574_length_1302_cov_6.545306_S10	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1761_length_544_cov_7.034261_S27	phage	Unclassified	Unclassified	Unclassified
NODE_A1342_length_1980_cov_11.897530_S30	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A751_length_659_cov_5.087629_S1	phage	Unclassified	Unclassified	Unclassified
NODE_A742_length_695_cov_1.911003_S17	phage	Unclassified	Unclassified	Unclassified
NODE_A245_length_1608_cov_6.155454_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A2456_length_535_cov_22.888646_S4	phage	Unclassified	Unclassified	Unclassified
NODE_A9580_length_561_cov_3.927686_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A6706_length_625_cov_1.788321_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A2681_length_670_cov_2.480607_S44	phage	Unclassified	Unclassified	Unclassified
NODE_A14417_length_523_cov_3.917040_S38	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1847_length_584_cov_17.211045_S4	phage	Unclassified	Unclassified	Unclassified
NODE_A1347_length_661_cov_1.926370_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A1433_length_1035_cov_3.706681_S9	phage	Unclassified	Unclassified	Unclassified
NODE_A16685_length_515_cov_4.952055_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A15146_length_508_cov_3.679814_S38	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A13595_length_551_cov_2.464135_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1671_length_548_cov_3.112527_S47	phage	Unclassified	Unclassified	Unclassified
NODE_A8291_length_586_cov_6.666012_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A6631_length_606_cov_6.865784_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A4935_length_656_cov_6.839378_S10	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A2045_length_528_cov_2.875831_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A3230_length_635_cov_2.566308_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A1998_length_605_cov_5.840909_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A520_length_595_cov_2.972973_S8	phage	Caudoviricetes	Unclassified	Straboviridae
NODE_A163_length_989_cov_7.575658_S27	phage	Unclassified	Unclassified	Unclassified
NODE_A4081_length_773_cov_12.508621_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A4198_length_1189_cov_2.859712_S30	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A15558_length_500_cov_3.099291_S38	phage	Faserviricetes	Tubulavirales	Inoviridae
NODE_A3811_length_736_cov_5.772382_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A1444_length_574_cov_4.915493_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A10703_length_503_cov_3.272300_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A5510_length_712_cov_8.289764_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A2251_length_848_cov_4.607004_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A932_length_721_cov_2.678571_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A13611_length_500_cov_3.607565_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A11395_length_581_cov_3.986111_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1507_length_545_cov_7.262821_S34	phage	Unclassified	Unclassified	Unclassified
NODE_A4424_length_503_cov_5.615023_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A1124_length_652_cov_1.735652_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A3099_length_521_cov_3.648649_S21	phage	Unclassified	Unclassified	Unclassified
NODE_A5902_length_632_cov_2.754955_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A16234_length_570_cov_2.983773_S30	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A2783_length_561_cov_4.363636_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A10376_length_510_cov_2.094688_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A11802_length_582_cov_4.730693_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A11813_length_525_cov_2.388393_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A2317_length_863_cov_5.937659_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A17049_length_511_cov_6.841014_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A5329_length_504_cov_2.250585_S44	phage	Unclassified	Unclassified	Unclassified
NODE_A720_length_747_cov_18.408955_S46	phage	Unclassified	Unclassified	Unclassified
NODE_B954_length_650_cov_1.144852_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1502_length_972_cov_8.344134_S10	phage	Unclassified	Unclassified	Unclassified
NODE_A1005_length_707_cov_5.169841_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A1600_length_579_cov_2.468127_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A6538_length_510_cov_2.108545_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A14075_length_545_cov_3.523504_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A8396_length_509_cov_1.833333_S14	phage	Unclassified	Unclassified	Unclassified
NODE_A3980_length_569_cov_2.636179_S44	phage	Unclassified	Unclassified	Unclassified
NODE_A4227_length_509_cov_2.280093_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A12609_length_513_cov_5.341743_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A805_length_726_cov_10.865948_S22	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1668_length_914_cov_6.940263_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A14209_length_543_cov_9.609442_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A727_length_760_cov_7.581259_S24	phage	Unclassified	Unclassified	Unclassified
NODE_B321_length_691_cov_9.255700_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A4802_length_741_cov_5.412651_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A16124_length_521_cov_15.274775_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A879_length_707_cov_28.888889_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A10306_length_511_cov_4.299539_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A1116_length_504_cov_4.627635_S16	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1061_length_653_cov_2.762153_S46	phage	Unclassified	Unclassified	Unclassified
NODE_A707_length_808_cov_42.164159_S28	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A3594_length_1283_cov_3.521559_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A13599_length_551_cov_2.014768_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A14834_length_601_cov_3.656489_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A3679_length_525_cov_5.979911_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A10436_length_596_cov_6.967245_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A721_length_502_cov_0.872941_S8	phage	Unclassified	Unclassified	Unclassified
NODE_A1267_length_987_cov_9.737363_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A8869_length_575_cov_4.263052_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A12088_length_520_cov_8.203160_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A507_length_780_cov_2.254623_S47	phage	Unclassified	Unclassified	Unclassified
NODE_A2297_length_843_cov_4.613577_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A9055_length_539_cov_8.084416_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A3549_length_530_cov_2.551876_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A1272_length_669_cov_3.756757_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A131_length_1291_cov_29.513180_S4	phage	Unclassified	Unclassified	Unclassified
NODE_A2268_length_545_cov_6.181624_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A91_length_2849_cov_7.270202_S10	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A34_length_2225_cov_5.487896_S1	phage	Unclassified	Unclassified	Unclassified
NODE_A1608_length_981_cov_23.521018_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1025_length_680_cov_5.796020_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A375_length_825_cov_11.895722_S34	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A10311_length_511_cov_3.543779_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A14044_length_545_cov_6.202991_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1680_length_912_cov_9.447904_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A1857_length_920_cov_2.727165_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A6255_length_590_cov_2.122807_S14	phage	Unclassified	Unclassified	Unclassified
NODE_A538_length_830_cov_7.681275_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A3050_length_783_cov_6.532578_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A15515_length_528_cov_3.186253_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A532_length_932_cov_13.112281_S21	phage	Unclassified	Unclassified	Unclassified
NODE_A1249_length_1053_cov_19.150615_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A2825_length_540_cov_24.049676_S21	phage	Unclassified	Unclassified	Unclassified
NODE_A289_length_871_cov_3.070529_S8	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1118_length_688_cov_1.199673_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A3295_length_514_cov_83.077803_S28	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A12979_length_508_cov_4.510441_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A16960_length_512_cov_4.602299_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1591_length_663_cov_11.283276_S21	phage	Unclassified	Unclassified	Unclassified
NODE_A8825_length_576_cov_2.803607_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A235_length_908_cov_2.483755_S27	phage	Unclassified	Unclassified	Unclassified
NODE_A4842_length_660_cov_3.912521_S10	phage	Unclassified	Unclassified	Unclassified
NODE_A1126_length_687_cov_3.036066_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A2928_length_532_cov_15.063736_S21	phage	Unclassified	Unclassified	Unclassified
NODE_A5159_length_676_cov_5.677796_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A323_length_806_cov_1.304527_S40	phage	Unclassified	Unclassified	Unclassified
NODE_A689_length_1212_cov_9.296035_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A1613_length_559_cov_1.634855_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A223_length_983_cov_8.778146_S29	phage	Unclassified	Unclassified	Unclassified
NODE_A6803_length_505_cov_1.535047_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A2605_length_542_cov_3.600000_S6	phage	Unclassified	Unclassified	Unclassified
NODE_A5799_length_533_cov_3.747807_S9	phage	Unclassified	Unclassified	Unclassified
NODE_A2112_length_524_cov_2.071588_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A1901_length_1704_cov_7.044253_S30	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A12815_length_511_cov_1.479263_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A391_length_894_cov_3.121175_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A808_length_666_cov_2.161290_S48	phage	Unclassified	Unclassified	Unclassified
