NODE	Virus	Class	Order 	Family
NODE_A5013_length_656_cov_2.818653_S14	phage	Unclassified	Unclassified	Unclassified
NODE_A5139_length_665_cov_1.884354_S5	phage	Unclassified	Unclassified	Unclassified
NODE_B128_length_901_cov_10.150485_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A5384_length_538_cov_1.665944_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A8033_length_592_cov_3.545631_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A1764_length_903_cov_4.480630_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A42_length_1942_cov_8.252011_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A10665_length_593_cov_2.149225_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A15490_length_586_cov_4.956778_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A85_length_1564_cov_15.942165_S17	phage	Unclassified	Unclassified	Unclassified
NODE_A2353_length_511_cov_3.504608_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A1360_length_1595_cov_44.134387_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A7694_length_651_cov_5.060976_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A10796_length_501_cov_3.672170_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A5374_length_717_cov_6.125000_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A4696_length_745_cov_2.901198_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A8024_length_712_cov_4.965354_S38	phage	Unclassified	Unclassified	Unclassified
NODE_B1120_length_745_cov_5.770958_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A12567_length_563_cov_6.895062_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A13558_length_634_cov_2.394973_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A9276_length_659_cov_3.345361_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A15915_length_524_cov_2.742729_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A4247_length_553_cov_1.401261_S44	phage	Unclassified	Unclassified	Unclassified
NODE_A187_length_2066_cov_8.913524_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1082_length_717_cov_54.632812_S28	phage	Unclassified	Unclassified	Unclassified
NODE_A3583_length_752_cov_3.302222_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A11103_length_535_cov_8.805677_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A8864_length_575_cov_4.763052_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A8721_length_629_cov_4.697464_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1041_length_530_cov_2.355408_S16	phage	Unclassified	Unclassified	Unclassified
NODE_A9669_length_610_cov_2.941839_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A15333_length_504_cov_15.716628_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A10030_length_553_cov_4.455882_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A545_length_755_cov_3.842183_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A1949_length_608_cov_7.879473_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A3493_length_532_cov_1.718681_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A588_length_633_cov_1.246403_S49	phage	Unclassified	Unclassified	Unclassified
NODE_A2696_length_856_cov_15.039795_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1165_length_751_cov_21.709199_NC2	phage	Unclassified	Unclassified	Unclassified
NODE_A3727_length_742_cov_3.351880_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A10082_length_603_cov_3.467681_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A2045_length_524_cov_4.143177_S46	phage	Unclassified	Unclassified	Unclassified
NODE_A906_length_655_cov_1.892734_S47	phage	Unclassified	Unclassified	Unclassified
NODE_A6593_length_628_cov_3.395644_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A13251_length_555_cov_9.903766_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A2419_length_576_cov_5.454910_S15	phage	Unclassified	Unclassified	Unclassified
NODE_A13517_length_542_cov_3.578495_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A3078_length_549_cov_2.050847_NC3	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A2742_length_819_cov_5.047170_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A6979_length_502_cov_1.891765_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A3609_length_528_cov_2.813747_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A311_length_905_cov_2.653382_S19	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A8835_length_545_cov_2.010684_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A483_length_783_cov_2.556657_S37	phage	Unclassified	Unclassified	Unclassified
NODE_A276_length_1016_cov_4.586794_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A1931_length_881_cov_5.451493_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A227_length_913_cov_22.061005_S27	phage	Unclassified	Unclassified	Unclassified
NODE_A995_length_1096_cov_3.616290_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A5803_length_636_cov_2.881932_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A4593_length_749_cov_7.729167_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A2444_length_505_cov_16.686916_S27	phage	Unclassified	Unclassified	Unclassified
NODE_A326_length_640_cov_5.472469_S42	phage	Unclassified	Unclassified	Unclassified
NODE_A16655_length_515_cov_10.059361_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A11200_length_583_cov_9.211462_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1067_length_1076_cov_4.321321_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A3334_length_501_cov_0.867925_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A5005_length_733_cov_1.929878_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A766_length_1131_cov_10.203985_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A619_length_730_cov_2.646248_S47	phage	Unclassified	Unclassified	Unclassified
NODE_A11639_length_586_cov_14.697446_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A6885_length_599_cov_4.969349_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A7404_length_584_cov_2.859961_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A8753_length_628_cov_8.691470_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A228_length_1322_cov_38.342169_S15	phage	Unclassified	Unclassified	Unclassified
NODE_A2008_length_872_cov_6.781132_S12	phage	Unclassified	Unclassified	Unclassified
NODE_B496_length_987_cov_3.082418_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A17812_length_504_cov_7.903981_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A550_length_577_cov_3.176000_S8	phage	Unclassified	Unclassified	Unclassified
NODE_A429_length_815_cov_5.084011_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A15264_length_506_cov_2.752914_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A7664_length_652_cov_3.650435_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A6547_length_510_cov_1.859122_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A5785_length_653_cov_4.796875_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A1031_length_583_cov_1.304348_S37	phage	Unclassified	Unclassified	Unclassified
NODE_A6947_length_597_cov_5.103846_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A9678_length_515_cov_4.079909_S10	phage	Unclassified	Unclassified	Unclassified
NODE_A2632_length_553_cov_14.063025_S28	phage	Unclassified	Unclassified	Unclassified
NODE_A6792_length_622_cov_4.521101_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A2381_length_500_cov_3.650118_S46	phage	Unclassified	Unclassified	Unclassified
NODE_A1659_length_606_cov_7.635161_S4	phage	Unclassified	Unclassified	Unclassified
NODE_A3413_length_622_cov_4.631193_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A1094_length_571_cov_2.631579_S37	phage	Unclassified	Unclassified	Unclassified
NODE_A10494_length_739_cov_10.379154_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A5162_length_544_cov_2.599572_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A17843_length_537_cov_3.400000_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A1612_length_962_cov_7.117514_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A489_length_975_cov_96.124722_NC2	phage	Unclassified	Unclassified	Unclassified
NODE_A3639_length_527_cov_3.051111_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A1898_length_1014_cov_1.926361_S14	phage	Unclassified	Unclassified	Unclassified
NODE_A4443_length_699_cov_5.200965_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A2151_length_602_cov_12.859048_S15	phage	Unclassified	Unclassified	Unclassified
NODE_A2096_length_917_cov_15.329762_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1408_length_512_cov_6.935632_S1	phage	Unclassified	Unclassified	Unclassified
NODE_A4565_length_700_cov_6.027287_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A18180_length_530_cov_8.262693_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A12834_length_510_cov_6.002309_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A8276_length_587_cov_2.296078_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A3698_length_793_cov_4.716480_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A14040_length_620_cov_4.313076_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A13017_length_508_cov_2.187935_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A677_length_693_cov_5.311688_S1	phage	Unclassified	Unclassified	Unclassified
NODE_A13826_length_548_cov_2.934183_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A2082_length_505_cov_5.759346_S34	phage	Unclassified	Unclassified	Unclassified
NODE_B1059_length_627_cov_10.860000_NC2	phage	Unclassified	Unclassified	Unclassified
NODE_A5780_length_636_cov_7.622540_S5	phage	Unclassified	Unclassified	Unclassified
NODE_B3045_length_503_cov_2.133803_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A14929_length_512_cov_15.997701_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A765_length_677_cov_4.346667_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A672_length_710_cov_2.944708_S16	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A787_length_508_cov_2.345708_S19	phage	Unclassified	Unclassified	Unclassified
NODE_A2353_length_887_cov_6.750617_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1631_length_657_cov_8.181034_S21	phage	Unclassified	Unclassified	Unclassified
NODE_A8315_length_545_cov_7.111111_S10	phage	Unclassified	Unclassified	Unclassified
NODE_A774_length_757_cov_4.598529_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A3099_length_548_cov_2.721868_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A881_length_618_cov_2.341959_S1	phage	Unclassified	Unclassified	Unclassified
NODE_A987_length_1120_cov_7.619367_S18	phage	Unclassified	Unclassified	Unclassified
NODE_B1382_length_695_cov_2.169903_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A3814_length_736_cov_7.365706_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A3014_length_511_cov_11.209677_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A13424_length_553_cov_4.495798_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A16104_length_522_cov_2.885393_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A5591_length_644_cov_5.141093_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A463_length_866_cov_5.531052_S46	phage	Unclassified	Unclassified	Unclassified
NODE_A1759_length_558_cov_2.313929_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A3642_length_527_cov_2.735556_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A3552_length_754_cov_4.617430_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A739_length_620_cov_3.046041_S23	phage	Unclassified	Unclassified	Unclassified
NODE_A5897_length_701_cov_1.802885_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A5368_length_637_cov_6.560714_S10	phage	Unclassified	Unclassified	Unclassified
NODE_A2653_length_860_cov_13.272031_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A5109_length_1080_cov_8.946162_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A1357_length_613_cov_5.048507_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A16246_length_520_cov_5.255079_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A8171_length_641_cov_4.065603_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A2074_length_558_cov_2.983368_S36	phage	Unclassified	Unclassified	Unclassified
NODE_B655_length_550_cov_5.553911_S29	phage	Unclassified	Unclassified	Unclassified
NODE_A2493_length_1509_cov_12.434358_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A1992_length_874_cov_5.179423_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A1723_length_646_cov_10.648506_S21	phage	Unclassified	Unclassified	Unclassified
NODE_B508_length_598_cov_2.481766_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A1247_length_573_cov_0.578629_S34	phage	Unclassified	Unclassified	Unclassified
NODE_A937_length_1138_cov_4.920829_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A9293_length_617_cov_1.833333_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A2215_length_590_cov_12.362573_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A10364_length_597_cov_11.596154_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A832_length_647_cov_2.147368_S34	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A1565_length_558_cov_15.796258_S27	phage	Unclassified	Unclassified	Unclassified
NODE_A1675_length_952_cov_4.266286_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A287_length_1007_cov_3.430108_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A924_length_686_cov_6.348112_S22	phage	Unclassified	Unclassified	Unclassified
NODE_A304_length_1015_cov_3.015991_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A1895_length_613_cov_1.104478_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A4941_length_579_cov_7.494024_S9	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A3343_length_815_cov_5.150407_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A3853_length_520_cov_1.318284_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A755_length_1136_cov_7.553352_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A6651_length_508_cov_2.097448_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A7892_length_866_cov_2.811153_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A15532_length_528_cov_2.492239_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1546_length_668_cov_9.781726_S21	phage	Unclassified	Unclassified	Unclassified
NODE_A12457_length_515_cov_7.383562_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A762_length_655_cov_1.818339_S37	phage	Unclassified	Unclassified	Unclassified
NODE_A332_length_952_cov_3.627429_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A675_length_1220_cov_4.174103_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A4038_length_565_cov_1.678279_S44	phage	Unclassified	Unclassified	Unclassified
NODE_A5585_length_1038_cov_4.602497_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A636_length_661_cov_1.130137_S41	phage	Unclassified	Unclassified	Unclassified
NODE_A8378_length_840_cov_3.834862_S30	phage	Unclassified	Unclassified	Unclassified
NODE_B2842_length_515_cov_3.098174_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A1765_length_557_cov_3.383333_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A292_length_998_cov_1.866450_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A11863_length_524_cov_3.199105_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A326_length_1572_cov_8.271572_S10	phage	Unclassified	Unclassified	Unclassified
NODE_A867_length_712_cov_4.396850_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A1548_length_641_cov_5.858156_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A5436_length_652_cov_4.113043_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A716_length_537_cov_2.150000_S19	phage	Unclassified	Unclassified	Unclassified
NODE_A5938_length_630_cov_8.544304_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A985_length_2250_cov_8.392545_S30	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A12598_length_563_cov_3.329218_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A1412_length_604_cov_33.223909_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A658_length_689_cov_4.614379_S34	phage	Unclassified	Unclassified	Unclassified
NODE_A549_length_693_cov_12.087662_S25	phage	Unclassified	Unclassified	Unclassified
NODE_A510_length_892_cov_29.101840_S4	phage	Unclassified	Unclassified	Unclassified
NODE_A4261_length_1178_cov_36.614896_S30	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A121_length_1374_cov_5.427140_S17	phage	Unclassified	Unclassified	Unclassified
NODE_A862_length_653_cov_2.626736_S17	phage	Unclassified	Unclassified	Unclassified
NODE_A13525_length_552_cov_2.077895_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A11964_length_522_cov_3.959551_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A2644_length_522_cov_5.584270_S4	phage	Unclassified	Unclassified	Unclassified
NODE_A8953_length_809_cov_6.299180_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A2523_length_532_cov_3.402198_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A1436_length_953_cov_4.963470_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A661_length_709_cov_2.868671_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A2087_length_919_cov_6.111639_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A2830_length_526_cov_56.888641_NC2	phage	Unclassified	Unclassified	Unclassified
NODE_A16352_length_519_cov_3.601810_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A6588_length_786_cov_5.289140_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A18182_length_530_cov_7.547461_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A13731_length_537_cov_4.656522_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A1227_length_560_cov_2.047619_S17	phage	Unclassified	Unclassified	Unclassified
NODE_A1967_length_904_cov_3.253930_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A11447_length_591_cov_7.842412_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A2850_length_793_cov_5.949721_S10	phage	Unclassified	Unclassified	Unclassified
NODE_A4418_length_571_cov_1.793522_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A13075_length_558_cov_2.671518_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A5001_length_1092_cov_10.236453_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A2137_length_596_cov_6.911368_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A8977_length_671_cov_9.190236_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A4295_length_762_cov_9.751825_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1834_length_543_cov_28.081545_S46	phage	Unclassified	Unclassified	Unclassified
NODE_A12369_length_567_cov_3.508163_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A14935_length_599_cov_0.911877_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A3416_length_809_cov_42.409836_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A5088_length_649_cov_16.987762_S10	phage	Unclassified	Unclassified	Unclassified
NODE_A4152_length_769_cov_6.001445_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A3306_length_1335_cov_7.557234_S30	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A13674_length_538_cov_4.475054_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A10988_length_587_cov_4.231373_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1003_length_1093_cov_5.286417_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A2446_length_577_cov_6.624000_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A6139_length_641_cov_7.491135_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A10818_length_590_cov_2.056530_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A5973_length_522_cov_3.166292_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A766_length_746_cov_6.784753_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A1275_length_630_cov_8.432188_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A5323_length_540_cov_1.118790_S7	phage	Unclassified	Unclassified	Unclassified
NODE_B1246_length_534_cov_1.146608_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A13431_length_544_cov_4.038544_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A13543_length_501_cov_2.537736_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A3090_length_820_cov_7.812921_S14	phage	Unclassified	Unclassified	Unclassified
NODE_A4327_length_711_cov_5.812303_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A2603_length_556_cov_20.271399_S21	phage	Unclassified	Unclassified	Unclassified
NODE_A7636_length_534_cov_3.507659_S14	phage	Unclassified	Unclassified	Unclassified
NODE_A1503_length_569_cov_2.229675_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A2078_length_522_cov_1.640449_S46	phage	Unclassified	Unclassified	Unclassified
NODE_A1560_length_1028_cov_13.374343_S7	phage	Unclassified	Unclassified	Unclassified
NODE_B1341_length_577_cov_0.562000_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A611_length_729_cov_1.826687_S48	phage	Unclassified	Unclassified	Unclassified
NODE_A1601_length_966_cov_5.537683_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A1899_length_535_cov_7.323144_S27	phage	Unclassified	Unclassified	Unclassified
NODE_A14620_length_606_cov_2.340265_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A293_length_1008_cov_15.963480_S46	phage	Unclassified	Unclassified	Unclassified
NODE_A13381_length_503_cov_4.713615_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A2926_length_555_cov_4.292887_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A13634_length_550_cov_5.503171_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A800_length_873_cov_514.888191_S6	phage	Unclassified	Unclassified	Unclassified
NODE_A6929_length_598_cov_2.289827_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A1495_length_943_cov_2.629330_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A6954_length_765_cov_4.616279_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A2315_length_502_cov_5.517647_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A18031_length_502_cov_6.442353_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1428_length_652_cov_6.422609_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A5261_length_640_cov_8.055062_S14	phage	Unclassified	Unclassified	Unclassified
NODE_A2015_length_926_cov_2.739694_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A5860_length_650_cov_9.101222_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A1107_length_523_cov_2.780269_S41	phage	Unclassified	Unclassified	Unclassified
NODE_A4130_length_582_cov_2.126733_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A1199_length_580_cov_3.087475_S34	phage	Unclassified	Unclassified	Unclassified
NODE_A1877_length_536_cov_7.762527_S27	phage	Unclassified	Unclassified	Unclassified
NODE_A7566_length_602_cov_4.640000_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A1898_length_913_cov_3.367225_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A7944_length_524_cov_3.217002_S14	phage	Unclassified	Unclassified	Unclassified
NODE_A15213_length_592_cov_5.091262_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A515_length_1005_cov_17.476293_S15	phage	Unclassified	Unclassified	Unclassified
NODE_B1513_length_655_cov_3.086505_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A733_length_1215_cov_6.137083_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A2537_length_1231_cov_7.420277_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A1061_length_1077_cov_3.577000_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A11149_length_584_cov_6.727811_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A5487_length_649_cov_6.419580_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A4916_length_581_cov_3.323413_S9	phage	Unclassified	Unclassified	Unclassified
NODE_A5275_length_721_cov_3.541925_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A15304_length_505_cov_4.581776_S38	phage	Unclassified	Unclassified	Unclassified
NODE_A2744_length_819_cov_2.970350_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A3611_length_750_cov_3.789004_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A2312_length_503_cov_1.478873_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A8192_length_849_cov_5.994819_S30	phage	Unclassified	Unclassified	Unclassified
NODE_A6181_length_640_cov_4.808171_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A3513_length_531_cov_3.061674_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A4057_length_724_cov_6.010819_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A13756_length_549_cov_2.279661_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A6331_length_616_cov_1.833024_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A16592_length_516_cov_5.138952_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A3228_length_804_cov_2.243466_S14	phage	Unclassified	Unclassified	Unclassified
NODE_A1150_length_1060_cov_4.214649_S10	phage	Unclassified	Unclassified	Unclassified
NODE_A2228_length_872_cov_3.309434_S5	phage	Unclassified	Unclassified	Unclassified
NODE_A6382_length_513_cov_4.928899_S7	phage	Unclassified	Unclassified	Unclassified
NODE_A2190_length_854_cov_10.321750_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A13280_length_504_cov_6.245902_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A4188_length_510_cov_2.678984_NC3	phage	Unclassified	Unclassified	Unclassified
NODE_A2895_length_844_cov_3.984355_S18	phage	Unclassified	Unclassified	Unclassified
NODE_B93_length_759_cov_1.306452_S1	phage	Unclassified	Unclassified	Unclassified
NODE_A12045_length_572_cov_3.632323_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A6644_length_626_cov_8.276867_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A17481_length_507_cov_6.432558_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A1266_length_629_cov_6.807971_S24	phage	Unclassified	Unclassified	Unclassified
NODE_A6368_length_635_cov_2.754480_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A11571_length_528_cov_8.144124_S12	phage	Unclassified	Unclassified	Unclassified
NODE_A2349_length_540_cov_3.362851_S36	phage	Unclassified	Unclassified	Unclassified
NODE_A404_length_1028_cov_50.762355_NC2	phage	Unclassified	Unclassified	Unclassified
NODE_A1479_length_548_cov_1.889597_S34	phage	Caudoviricetes	Unclassified	Unclassified
NODE_A8366_length_636_cov_6.717352_S18	phage	Unclassified	Unclassified	Unclassified
NODE_A3346_length_508_cov_21.141531_S21	phage	Unclassified	Unclassified	Unclassified
NODE_A768_length_833_cov_13.371693_S21	phage	Unclassified	Unclassified	Unclassified
NODE_A225_length_914_cov_8.097969_S27	phage	Unclassified	Unclassified	Unclassified
